concept,rep,prompt,response
Axe,0,"List the features and properties of a Axe. Give a plain list, one property per line, no explanations.","Metal head
Sharp cutting edge
Handle
Poll or butt
Bit or blade
Eye for handle fitting
Beard
Cheek
Heel
Toe
Wedge shape
Wooden or composite handle
Grip area
Single-bit or double-bit design
Cutting capability
Chopping capability
Splitting capability
Durability
Weight
Balance
Edge retention
Sharpenable blade
Impact resistance
Corrosion resistance
Portable size
Manual operation
Used for woodworking
Used for felling
Used for splitting logs
Used for carving
Requires safe handling"
Axe,1,"List the features and properties of a Axe. Give a plain list, one property per line, no explanations.","Head
Blade
Cutting edge
Beard
Cheek
Poll
Eye
Handle
Grip
Haft
Shoulder
Throat
Knob
Wedge
Steel head
Wooden handle
Fiberglass handle
Composite handle
Single-bit design
Double-bit design
Curved handle
Straight handle
Sharp edge
Hardened blade
Balanced weight
Durable construction
Shock absorption
Splitting ability
Chopping ability
Felling ability
Carving ability
Portable size
Protective sheath
Rust resistance
Replaceable handle
Ergonomic grip
Weighted head"
Axe,2,"List the features and properties of a Axe. Give a plain list, one property per line, no explanations.","Sharp blade
Cutting edge
Metal head
Wooden handle
Composite handle
Grip
Eye
Poll
Bit
Beard
Cheek
Toe
Heel
Wedge shape
Balanced weight
Durable construction
High impact resistance
Ergonomic design
Shock absorption
Corrosion resistance
Hardened steel
Single-bit design
Double-bit design
Splitting capability
Chopping capability
Felling capability
Carving capability
Portable size
Protective sheath
Replaceable handle
Textured grip"
Axe,3,"List the features and properties of a Axe. Give a plain list, one property per line, no explanations.","Head
Blade
Bit
Beard
Poll
Eye
Cheek
Toe
Heel
Handle
Grip
Shoulder
Throat
Knob
Wedge
Cutting edge
Single-bit or double-bit design
Steel head
Wood, fiberglass, or metal handle
Sharp edge
Weighted head
Levered chopping action
Durable construction
Shock absorption
Balanced weight
Ergonomic grip
Corrosion resistance
Replaceable handle
Portable
Used for chopping
Used for splitting
Used for cutting wood"
Axe,4,"List the features and properties of a Axe. Give a plain list, one property per line, no explanations.","Cutting edge  
Blade  
Bit  
Poll  
Head  
Handle  
Haft  
Grip  
Eye  
Wedge  
Beard  
Toe  
Heel  
Cheek  
Shoulder  
Steel head  
Wooden handle  
Fiberglass handle  
Composite handle  
Sharp edge  
Curved blade  
Single-bit design  
Double-bit design  
Weight  
Balance  
Durability  
Impact resistance  
Leverage  
Chopping capability  
Splitting capability  
Hewing capability  
Portability  
Ergonomic grip  
Shock absorption  
Corrosion resistance  
Replaceable handle  
Sheath  
Protective cover"
Blindworm,0,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","Legless lizard

Smooth, shiny scales

Cylindrical body

Small head

Blunt tail

Moveable eyelids

Visible ear openings

Non-venomous

Slow-moving

Burrowing behavior

Often found under logs, stones, and compost

Feeds on slugs

Feeds on worms

Feeds on soft-bodied invertebrates

Gives birth to live young

Can shed its tail

Tail regrowth is limited

Bronze, brown, grey, or copper-colored body

Dark side stripes may be present

Females are often larger than males

Males may have blue spots

Harmless to humans

Native to Europe and parts of western Asia

Prefers damp habitats

Active mainly at dusk or after rain

Hibernates in winter

Long lifespan

Protected species in some regions"
Blindworm,1,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","Legless lizard

Smooth, shiny scales

Cylindrical body

Blunt head

Long body

Short tail that can be shed

Small eyes with movable eyelids

External ear openings absent or tiny

Forked tongue

Brown, grey, bronze, or copper coloration

Often has dark side stripes or a dark dorsal stripe

Non-venomous

Harmless to humans

Carnivorous

Feeds mainly on slugs, worms, and insects

Slow-moving

Secretive

Often hides under stones, logs, or vegetation

Active mostly at dusk or in damp conditions

Lives in gardens, grasslands, heathlands, and woodland edges

Hibernates in winter

Gives birth to live young

Can live for several decades

Native to Europe and western Asia

Also called a slow worm"
Blindworm,2,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","Legless lizard
Often mistaken for a snake
Smooth, shiny scales
Cylindrical body
Small head
Blunt tail
Movable eyelids
External ear openings
Forked tongue
Non-venomous
Harmless to humans
Slow-moving
Burrowing behavior
Secretive habits
Active at dusk
Feeds on slugs
Feeds on worms
Feeds on insects
Prefers damp habitats
Found in gardens
Found in grasslands
Found in woodland edges
Hibernates in winter
Can shed its tail
Tail can regrow partially
Gives birth to live young
Bronze, brown, grey, or copper coloration
Females often have darker sides
Juveniles often have a dark dorsal stripe
Long lifespan
Protected species in some regions"
Blindworm,3,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","Legless lizard  
Smooth, shiny scales  
Cylindrical body  
Blunt head  
Long tail  
Eyelids present  
External ear openings absent  
Non-venomous  
Slow-moving  
Brown, grey, bronze, or copper coloration  
Often has a dark dorsal stripe  
Forked tongue  
Cold-blooded  
Insectivorous  
Eats slugs, worms, and soft-bodied invertebrates  
Gives birth to live young  
Can shed its tail  
Harmless to humans  
Secretive behavior  
Often hides under logs, stones, or compost  
Prefers damp habitats  
Common in gardens, grasslands, and woodland edges  
Active mostly at dusk or in warm weather  
Hibernates in winter  
Long-lived for its size"
Blindworm,4,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","Legless lizard  
Smooth, shiny scales  
Cylindrical body  
Blunt head  
Small eyes  
Movable eyelids  
External ear openings absent  
Long tail  
Tail can be shed  
Tail regenerates only partially  
Non-venomous  
Harmless to humans  
Slow-moving  
Burrowing habit  
Secretive behavior  
Active mostly at dusk  
Feeds on slugs  
Feeds on worms  
Feeds on insects  
Feeds on spiders  
Gives birth to live young  
Bronze, brown, or grey coloration  
Females often have dark side stripes  
Males may have blue spots  
Found in grasslands  
Found in gardens  
Found in woodland edges  
Prefers damp, sheltered habitats  
Cold-blooded  
Hibernates in winter  
Native to Europe and western Asia"
Boa python,0,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.","Non-venomous

Constrictor

Large-bodied snake

Muscular body

Scaly skin

Forked tongue

Heat-sensitive pits

Carnivorous

Swallows prey whole

Ambush predator

Slow-moving

Strong jaws

Flexible skull

Sharp, recurved teeth

Excellent sense of smell

Solitary

Ectothermic

Mostly nocturnal

Good climber

Good swimmer

Sheds skin periodically

Long lifespan

Produces live young in boas

Lays eggs in pythons

Found in warm climates

Requires external heat sources

Camouflaged coloration

Powerful grip

Low metabolic rate

Can go long periods without food"
Boa python,1,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.","Non-venomous

Constrictor

Large-bodied snake

Muscular body

Scaly skin

Forked tongue

Heat-sensitive pits

Flexible jaws

Swallows prey whole

Carnivorous

Ambush predator

Solitary

Cold-blooded

Excellent camouflage

Slow-moving

Strong grip

Sharp backward-curving teeth

Good sense of smell

Sheds skin periodically

Lays eggs or gives live birth depending on species

Found in tropical and subtropical regions

Lives in forests, grasslands, wetlands, or rocky areas

Can climb trees

Can swim

Long lifespan in captivity"
Boa python,2,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.","Large, heavy-bodied snake

Non-venomous

Kills prey by constriction

Muscular body

Covered in smooth scales

Broad, triangular head

Heat-sensitive pits absent or reduced

Forked tongue

Excellent sense of smell

Ambush predator

Carnivorous

Eats mammals, birds, and reptiles

Swallows prey whole

Flexible jaws

Slow-moving on land

Strong climber

Good swimmer

Mostly nocturnal

Solitary

Cold-blooded

Requires external heat

Lives in tropical habitats

Found in forests, grasslands, and wetlands

Cryptic coloration

Brown, tan, gray, or reddish patterns

Long lifespan

Grows several feet long

Females usually larger than males

Gives birth to live young

Sheds skin periodically

Can go long periods without food

Uses camouflage for hunting and protection

Generally docile when undisturbed

Defensive when threatened

Native to Central and South America"
Boa python,3,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.","Large, heavy-bodied snake
Non-venomous
Constrictor
Native to Central and South America
Muscular body
Thick build
Distinct saddle-shaped markings
Brown, tan, gray, or reddish coloration
Triangular head
Heat-sensitive facial pits
Forked tongue
Excellent sense of smell
Good climber
Good swimmer
Ambush predator
Carnivorous
Feeds on mammals, birds, and reptiles
Kills prey by constriction
Swallows prey whole
Flexible jaws
Slow-moving
Mostly solitary
Nocturnal or crepuscular
Lives in forests, savannas, and semi-arid areas
Can grow over 10 feet long
Females are usually larger than males
Gives birth to live young
Long lifespan
Sheds its skin
Keeps rodents under control"
Boa python,4,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.","Large, heavy-bodied snake

Non-venomous

Constrictor

Muscular body

Thick, strong build

Triangular head

Heat-sensitive facial pits

Smooth scales

Camouflaged coloration

Brown, tan, gray, or reddish markings

Dark saddle-shaped patterns

Forked tongue

Excellent sense of smell

Poor eyesight

Ambush predator

Carnivorous

Eats mammals, birds, and reptiles

Swallows prey whole

Slow-moving on land

Good climber

Capable swimmer

Nocturnal or crepuscular

Solitary

Cold-blooded

Sheds skin periodically

Gives birth to live young

Long lifespan

Native to tropical regions

Found in forests, grasslands, and wetlands

Can grow several meters long

Strong grip

Flexible jaws

Sensitive to ground vibrations

Uses camouflage for protection

Popular in the exotic pet trade"
Caiman,0,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.","Reptile  
Crocodilian  
Semi-aquatic  
Native to Central and South America  
Found in freshwater habitats  
Lives in rivers, lakes, swamps, and wetlands  
Carnivorous  
Eats fish, birds, mammals, reptiles, and invertebrates  
Has a broad snout  
Has powerful jaws  
Has sharp conical teeth  
Has armored, scaly skin  
Has a long muscular tail  
Has short legs  
Has webbed feet  
Has eyes and nostrils on top of the head  
Good swimmer  
Ambush predator  
Cold-blooded  
Lays eggs  
Builds nests from vegetation and mud  
Females guard nests and young  
Mostly nocturnal  
Can bask in the sun  
Can remain still for long periods  
Has strong bite force  
Uses tail for propulsion  
Has protective bony plates  
Can vocalize  
Includes species such as the spectacled caiman and black caiman"
Caiman,1,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.","Reptile
Crocodilian
Semi-aquatic
Carnivorous
Native to Central and South America
Lives in freshwater habitats
Found in rivers, lakes, swamps, and wetlands
Scaly skin
Armored body
Powerful jaws
Sharp teeth
Long tail
Short legs
Webbed feet
Eyes positioned on top of the head
Nostrils positioned on top of the snout
Excellent swimmer
Ambush predator
Mostly nocturnal
Cold-blooded
Lays eggs
Builds nests
Protective mother
Feeds on fish, birds, mammals, and reptiles
Can vary in size by species
Related to alligators
Belongs to the family Alligatoridae
Has a broad snout
Can remain submerged for long periods
Uses tail for propulsion in water"
Caiman,2,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.","Reptile

Crocodilian

Semi-aquatic

Carnivorous

Native to Central and South America

Found in freshwater habitats

Has a broad, flattened snout

Has strong jaws

Has sharp conical teeth

Has armored, scaly skin

Has a long muscular tail

Has short, strong legs

Has webbed feet

Has eyes and nostrils on top of the head

Cold-blooded

Lays eggs

Builds nests

Ambush predator

Feeds on fish, birds, mammals, amphibians, and invertebrates

Usually smaller than alligators and crocodiles

Excellent swimmer

Can remain still for long periods

Mostly nocturnal

Belongs to the family Alligatoridae"
Caiman,3,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.","Semi-aquatic reptile  
Member of the alligator family  
Native to Central and South America  
Found in rivers, swamps, marshes, and wetlands  
Long, muscular tail  
Powerful jaws  
Sharp conical teeth  
Armored body with bony scales  
Broad snout  
Eyes positioned on top of the head  
Nostrils positioned on top of the snout  
Excellent swimmer  
Carnivorous diet  
Eats fish, birds, amphibians, reptiles, and small mammals  
Cold-blooded  
Lays eggs  
Builds nests from vegetation and mud  
Females guard nests and young  
Nocturnal or crepuscular activity  
Can remain submerged for long periods  
Strong bite force  
Uses tail for propulsion in water  
Camouflaged dark green, brown, or black coloration  
Lives in freshwater habitats  
Some species tolerate brackish water  
Communicates with vocalizations  
Juveniles have banded markings  
Predator and scavenger  
Important part of wetland ecosystems  
Varies in size by species"
Caiman,4,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.","Reptile
Crocodilian
Semi-aquatic
Carnivorous
Native to Central and South America
Found in rivers, lakes, swamps, and wetlands
Armored body
Scaly skin
Long tail
Powerful jaws
Sharp teeth
Short legs
Webbed feet
Eyes on top of the head
Nostrils on top of the snout
Excellent swimmer
Ambush predator
Cold-blooded
Lays eggs
Builds nests
Protective mother
Nocturnal or crepuscular activity
Feeds on fish, birds, mammals, amphibians, and reptiles
Can remain submerged for extended periods
Uses tail for propulsion
Has strong bite force
Varies in size by species
Includes spectacled caiman, black caiman, and yacare caiman
Often has bony ridges around the eyes
Important wetland predator"
Chameleon,0,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","Color-changing skin
Independently moving eyes
Long sticky tongue
Prehensile tail
Zygodactyl feet
Slow, deliberate movement
Excellent depth perception
360-degree field of vision
Camouflaging ability
Territorial behavior
Insectivorous diet
Arboreal lifestyle
Projectile tongue
Scaly skin
Crest or casque on head
Ability to change color for communication
Cold-blooded metabolism
Egg-laying reproduction
Solitary nature
Specialized grasping toes"
Chameleon,1,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","Color-changing skin
Independently moving eyes
360-degree field of vision
Long projectile tongue
Sticky tongue tip
Prehensile tail
Zygodactyl feet
Slow, deliberate movement
Excellent camouflage
Arboreal lifestyle
Grasping toes
Laterally compressed body
Crested or horned head in some species
Turret-like eyes
Insectivorous diet
Territorial behavior
Solitary nature
Cold-blooded metabolism
Egg-laying reproduction in most species
Live birth in some species
Skin color changes for communication
Skin color changes for temperature regulation
Specialized climbing ability
Long lifespan varies by species
Native to Africa, Madagascar, southern Europe, and parts of Asia"
Chameleon,2,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","Color-changing skin
Independently moving eyes
Long projectile tongue
Zygodactyl feet
Prehensile tail
Slow, deliberate movement
Arboreal lifestyle
Excellent depth perception
Conical eyes
Sticky tongue tip
Camouflaging ability
Territorial behavior
Insectivorous diet
Scaly skin
Laterally compressed body
Crest or casque on some species
Solitary nature
Ability to display stress colors
External ear openings absent
Egg-laying reproduction in many species
Live birth in some species
Tropical and subtropical habitats
Strong grasping toes
360-degree visual scanning
Cold-blooded metabolism"
Chameleon,3,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","Color-changing skin
Independently moving eyes
360-degree field of vision
Long, sticky tongue
Projectile tongue movement
Prehensile tail
Zygodactyl feet
Slow, swaying movement
Excellent camouflage
Arboreal lifestyle
Insectivorous diet
Specialized toe grip
Laterally compressed body
Crest or casque on head
Scaly skin
Ectothermic metabolism
Territorial behavior
Visual communication
Solitary nature
Egg-laying reproduction"
Chameleon,4,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","Color-changing skin
Independently moving eyes
Long, sticky tongue
Prehensile tail
Zygodactyl feet
Turret-like eyes
Excellent depth perception
Slow, deliberate movement
Laterally compressed body
Crested or horned head in some species
Scaly skin
Arboreal lifestyle
Insectivorous diet
Projectile tongue
Camouflaging ability
Territorial behavior
Solitary nature
Egg-laying reproduction in most species
Live birth in some species
Specialized toe arrangement
Strong gripping ability
Limited hearing
UV vision
Cold-blooded metabolism
Native to Africa, Madagascar, southern Europe, and parts of Asia"
Chisel,0,"List the features and properties of a Chisel. Give a plain list, one property per line, no explanations.","Sharp cutting edge
Beveled blade
Hardened steel blade
Flat back
Handle
Tang or socket connection
Striking cap or ferrule
Cutting angle
Edge retention
Durability
Impact resistance
Ergonomic grip
Available in multiple widths
Used for cutting
Used for shaping
Used for carving
Used for paring
Used with hand pressure
Used with a mallet or hammer
Suitable for wood, metal, stone, or masonry
Requires sharpening
Requires proper storage
Risk of edge chipping
Precision control"
Chisel,1,"List the features and properties of a Chisel. Give a plain list, one property per line, no explanations.","Sharp cutting edge

Beveled blade

Hardened steel blade

Flat back

Handle

Tang or socket

Striking cap or ferrule

Various blade widths

Durable construction

Edge retention

Can be sharpened

Used for cutting

Used for carving

Used for shaping

Used for paring

Suitable for wood, metal, or stone

Requires controlled force

Can be used by hand

Can be struck with a mallet or hammer

Available in different types

Precision cutting capability"
Chisel,2,"List the features and properties of a Chisel. Give a plain list, one property per line, no explanations.","Hardened steel blade

Beveled cutting edge

Sharp tip

Flat striking head

Handle or grip

Wooden, plastic, or metal handle

Durable construction

Impact-resistant body

Narrow or wide blade options

Different blade shapes

Straight cutting edge

Angled cutting edge

High-carbon steel material

Tempered steel material

Corrosion-resistant finish

Ergonomic grip

Non-slip handle

Shock-absorbing handle

Precision cutting capability

Suitable for carving

Suitable for shaping

Suitable for cutting

Suitable for scraping

Used with a hammer or mallet

Handheld design

Compact size

Various lengths available

Various widths available

Replaceable or resharpenable edge

Requires sharpening

Used in woodworking

Used in metalworking

Used in masonry

Used in stone carving

Cold chisel type

Wood chisel type

Masonry chisel type

Mortise chisel type

Paring chisel type

Bench chisel type"
Chisel,3,"List the features and properties of a Chisel. Give a plain list, one property per line, no explanations.","Hardened steel blade

Beveled cutting edge

Sharp tip

Flat or angled blade profile

Durable handle

Wood, plastic, or metal handle material

Impact-resistant striking end

Handheld design

Used for cutting

Used for carving

Used for shaping

Used for removing material

Suitable for wood, metal, or stone

Available in different widths

Available in different lengths

Requires sharpening

Can be struck with a mallet or hammer

Provides controlled material removal

Rigid construction

Wear-resistant edge"
Chisel,4,"List the features and properties of a Chisel. Give a plain list, one property per line, no explanations.","Hardened steel blade

Beveled cutting edge

Sharp tip

Handle or shank

Flat striking end

Durable construction

High edge hardness

Impact resistance

Wear resistance

Available in different widths

Available in different lengths

Straight or angled blade options

Wood, metal, masonry, or stoneworking types

Comfortable grip on handled models

Can be struck with a hammer or mallet

Used for cutting

Used for shaping

Used for carving

Used for paring

Used for removing material

Requires sharpening

Can have a tang or socket

Can have a protective cap

Precision control

Portable hand tool"
Cobra,0,"List the features and properties of a Cobra. Give a plain list, one property per line, no explanations.","Venomous snake  
Belongs to the family Elapidae  
Hooded neck  
Raises front body when threatened  
Can hiss loudly  
Some species can spit venom  
Fixed front fangs  
Neurotoxic venom  
Carnivorous  
Eats rodents, birds, frogs, and other snakes  
Lays eggs  
Found in Africa and Asia  
Excellent sense of smell  
Uses tongue to detect scents  
Generally solitary  
Fast-striking predator  
Scaly skin  
Forked tongue  
No external ears  
Cold-blooded reptile  
Can vary in color and size  
Defensive rather than aggressive  
Iconic threat display  
Some species are highly dangerous to humans"
Cobra,1,"List the features and properties of a Cobra. Give a plain list, one property per line, no explanations.","Venomous snake  
Elongated body  
Expandable hood  
Upright defensive posture  
Hissing behavior  
Fixed front fangs  
Neurotoxic venom  
Forked tongue  
Scaly skin  
Excellent sense of smell  
Heat and vibration sensitivity  
Carnivorous diet  
Preys on rodents, birds, frogs, and other reptiles  
Lays eggs  
Found in Africa and Asia  
Prefers forests, grasslands, wetlands, and agricultural areas  
Can strike quickly  
Some species can spit venom  
Generally solitary  
Active mostly at dusk, night, or early morning  
Uses camouflage  
Sheds skin periodically  
Has no external ears  
Moves by slithering  
Can swim in some species"
Cobra,2,"List the features and properties of a Cobra. Give a plain list, one property per line, no explanations.","Venomous snake  
Elongated body  
Flattened hood  
Raises front body when threatened  
Distinctive threat display  
Hissing sound  
Fixed front fangs  
Neurotoxic venom  
Carnivorous diet  
Eats rodents  
Eats birds  
Eats lizards  
Eats other snakes  
Forked tongue  
Jacobson’s organ for scent detection  
Scaly skin  
Sheds skin periodically  
Excellent sense of smell  
Poor external hearing  
Sensitive to ground vibrations  
Lays eggs  
Solitary behavior  
Active hunter  
Defensive when threatened  
Found in Africa  
Found in Asia  
Lives in forests  
Lives in grasslands  
Lives in agricultural areas  
Can be highly dangerous to humans  
Some species can spit venom  
Iconic hood markings in some species  
Cold-blooded reptile  
Belongs to the family Elapidae  
Includes species such as the king cobra  
Includes species such as the Indian cobra  
Includes species such as the Egyptian cobra"
Cobra,3,"List the features and properties of a Cobra. Give a plain list, one property per line, no explanations.","Venomous snake  
Hooded neck  
Threat display  
Hissing sound  
Upright defensive posture  
Fixed front fangs  
Neurotoxic venom  
Carnivorous diet  
Excellent eyesight  
Forked tongue  
Jacobson’s organ  
Scaly skin  
Cold-blooded  
Egg-laying  
Fast strike  
Agile movement  
Solitary behavior  
Found in Africa and Asia  
Lives in forests, grasslands, farms, and wetlands  
Preys on rodents, birds, lizards, frogs, and other snakes  
Some species spit venom  
Can raise the front part of the body  
Belongs to the family Elapidae  
Includes species such as the Indian cobra, king cobra, and Egyptian cobra"
Cobra,4,"List the features and properties of a Cobra. Give a plain list, one property per line, no explanations.","Venomous snake  
Hooded neck  
Elongated body  
Scaly skin  
Forked tongue  
Heat-sensitive perception  
Excellent sense of smell  
Fixed front fangs  
Neurotoxic venom  
Can raise the front part of its body  
Defensive hood display  
Hissing behavior  
Carnivorous diet  
Feeds on rodents, birds, lizards, and other snakes  
Lays eggs  
Found in Africa and Asia  
Prefers forests, grasslands, farms, and wetlands  
Generally solitary  
Fast strike  
Good swimmer  
Good climber  
Variable coloration  
Round pupils  
Sheds skin periodically  
Can be highly dangerous to humans"
