input,prompt,response
Snake|Spanner,logprob,3
Snake|Vacuum,logprob,3
Toad|Alligator,logprob,3
Toad|Blindworm,logprob,3
Toad|Boapython,logprob,3
Toad|Caiman,logprob,3
Toad|Chameleon,logprob,3
Toad|Cobra,logprob,3
Toad|Crocodile,logprob,3
Toad|Dinosaur,logprob,3
Toad|Gecko,logprob,3
Toad|Lizard,logprob,3
Toad|Salamander,logprob,3
Toad|Snake,logprob,3
Toad|Toad,logprob,7
Toad|Tortoise,logprob,3
Toad|Turtle,logprob,3
Toad|Anvil,logprob,3
Toad|Axe,logprob,3
Toad|Chisel,logprob,3
Toad|Grindingdisk,logprob,3
Toad|Hammer,logprob,3
Toad|Knife,logprob,1
Toad|LawnMower,logprob,3
Toad|Nail,logprob,3
Toad|Oilcan,logprob,3
Toad|Paintbrush,logprob,3
Toad|Saw,logprob,3
Toad|Screwdriver,logprob,1
Toad|Shovel,logprob,3
Toad|Spanner,logprob,3
Toad|Vacuum,logprob,3
Tortoise|Alligator,logprob,3
Tortoise|Blindworm,logprob,3
Tortoise|Boapython,logprob,3
Tortoise|Caiman,logprob,3
Tortoise|Chameleon,logprob,3
Tortoise|Cobra,logprob,3
Tortoise|Crocodile,logprob,3
Tortoise|Dinosaur,logprob,3
Tortoise|Gecko,logprob,3
Tortoise|Lizard,logprob,3
Tortoise|Salamander,logprob,3
Tortoise|Snake,logprob,3
Tortoise|Toad,logprob,3
Tortoise|Tortoise,logprob,7
Tortoise|Turtle,logprob,6
Tortoise|Anvil,logprob,3
Tortoise|Axe,logprob,1
Tortoise|Chisel,logprob,3
Tortoise|Grindingdisk,logprob,3
Tortoise|Hammer,logprob,3
Tortoise|Knife,logprob,1
Tortoise|LawnMower,logprob,3
Tortoise|Nail,logprob,1
Tortoise|Oilcan,logprob,3
Tortoise|Paintbrush,logprob,3
Tortoise|Saw,logprob,1
Tortoise|Screwdriver,logprob,1
Tortoise|Shovel,logprob,3
Tortoise|Spanner,logprob,3
Tortoise|Vacuum,logprob,3
Turtle|Alligator,logprob,3
Turtle|Blindworm,logprob,3
Turtle|Boapython,logprob,3
Turtle|Caiman,logprob,3
Turtle|Chameleon,logprob,3
Turtle|Cobra,logprob,3
Turtle|Crocodile,logprob,3
Turtle|Dinosaur,logprob,3
Turtle|Gecko,logprob,3
Turtle|Lizard,logprob,3
Turtle|Salamander,logprob,3
Turtle|Snake,logprob,3
Turtle|Toad,logprob,3
Turtle|Tortoise,logprob,3
Turtle|Turtle,logprob,7
Turtle|Anvil,logprob,3
Turtle|Axe,logprob,3
Turtle|Chisel,logprob,3
Turtle|Grindingdisk,logprob,3
Turtle|Hammer,logprob,1
Turtle|Knife,logprob,1
Turtle|LawnMower,logprob,3
Turtle|Nail,logprob,1
Turtle|Oilcan,logprob,3
Turtle|Paintbrush,logprob,3
Turtle|Saw,logprob,3
Turtle|Screwdriver,logprob,1
Turtle|Shovel,logprob,1
Turtle|Spanner,logprob,3
Turtle|Vacuum,logprob,3
Anvil|Alligator,logprob,3
Anvil|Blindworm,logprob,3
Anvil|Boapython,logprob,3
Anvil|Caiman,logprob,3
Anvil|Chameleon,logprob,3
Anvil|Cobra,logprob,3
Anvil|Crocodile,logprob,3
Anvil|Dinosaur,logprob,3
Anvil|Gecko,logprob,3
Anvil|Lizard,logprob,3
Anvil|Salamander,logprob,3
Anvil|Snake,logprob,3
Anvil|Toad,logprob,3
Anvil|Tortoise,logprob,3
Anvil|Turtle,logprob,3
Anvil|Anvil,logprob,7
Anvil|Axe,logprob,3
Anvil|Chisel,logprob,3
Anvil|Grindingdisk,logprob,3
Anvil|Hammer,logprob,6
Anvil|Knife,logprob,3
Anvil|LawnMower,logprob,3
Anvil|Nail,logprob,3
Anvil|Oilcan,logprob,3
Anvil|Paintbrush,logprob,3
Anvil|Saw,logprob,3
Anvil|Screwdriver,logprob,3
Anvil|Shovel,logprob,3
Anvil|Spanner,logprob,3
Anvil|Vacuum,logprob,3
Axe|Alligator,logprob,3
Axe|Blindworm,logprob,3
Axe|Boapython,logprob,3
Axe|Caiman,logprob,3
Axe|Chameleon,logprob,3
Axe|Cobra,logprob,3
Axe|Crocodile,logprob,3
Axe|Dinosaur,logprob,3
Axe|Gecko,logprob,3
Axe|Lizard,logprob,3
Axe|Salamander,logprob,3
Axe|Snake,logprob,3
Axe|Toad,logprob,3
Axe|Tortoise,logprob,3
Axe|Turtle,logprob,3
Axe|Anvil,logprob,3
Axe|Axe,logprob,7
Axe|Chisel,logprob,3
Axe|Grindingdisk,logprob,3
Axe|Hammer,logprob,3
Axe|Knife,logprob,6
Axe|LawnMower,logprob,3
Axe|Nail,logprob,1
Axe|Oilcan,logprob,3
Axe|Paintbrush,logprob,1
Axe|Saw,logprob,3
Axe|Screwdriver,logprob,3
Axe|Shovel,logprob,3
Axe|Spanner,logprob,3
Axe|Vacuum,logprob,1
Chisel|Alligator,logprob,3
Chisel|Blindworm,logprob,3
Chisel|Boapython,logprob,3
Chisel|Caiman,logprob,3
Chisel|Chameleon,logprob,6
Chisel|Cobra,logprob,3
Chisel|Crocodile,logprob,3
Chisel|Dinosaur,logprob,3
Chisel|Gecko,logprob,3
Chisel|Lizard,logprob,3
Chisel|Salamander,logprob,3
Chisel|Snake,logprob,3
Chisel|Toad,logprob,3
Chisel|Tortoise,logprob,3
Chisel|Turtle,logprob,3
Chisel|Anvil,logprob,6
Chisel|Axe,logprob,3
Chisel|Chisel,logprob,7
Chisel|Grindingdisk,logprob,3
Chisel|Hammer,logprob,3
Chisel|Knife,logprob,6
Chisel|LawnMower,logprob,3
Chisel|Nail,logprob,3
Chisel|Oilcan,logprob,3
Chisel|Paintbrush,logprob,3
Chisel|Saw,logprob,3
Chisel|Screwdriver,logprob,3
Chisel|Shovel,logprob,6
Chisel|Spanner,logprob,3
Chisel|Vacuum,logprob,3
Grindingdisk|Alligator,logprob,1
Grindingdisk|Blindworm,logprob,1
Grindingdisk|Boapython,logprob,3
Grindingdisk|Caiman,logprob,3
Grindingdisk|Chameleon,logprob,3
Grindingdisk|Cobra,logprob,3
Grindingdisk|Crocodile,logprob,1
Grindingdisk|Dinosaur,logprob,1
Grindingdisk|Gecko,logprob,3
Grindingdisk|Lizard,logprob,1
Grindingdisk|Salamander,logprob,1
Grindingdisk|Snake,logprob,1
Grindingdisk|Toad,logprob,3
Grindingdisk|Tortoise,logprob,3
Grindingdisk|Turtle,logprob,1
Grindingdisk|Anvil,logprob,3
Grindingdisk|Axe,logprob,1
Grindingdisk|Chisel,logprob,1
Grindingdisk|Grindingdisk,logprob,7
Grindingdisk|Hammer,logprob,3
Grindingdisk|Knife,logprob,3
Grindingdisk|LawnMower,logprob,3
Grindingdisk|Nail,logprob,1
Grindingdisk|Oilcan,logprob,1
Grindingdisk|Paintbrush,logprob,1
Grindingdisk|Saw,logprob,3
Grindingdisk|Screwdriver,logprob,1
Grindingdisk|Shovel,logprob,1
Grindingdisk|Spanner,logprob,1
Grindingdisk|Vacuum,logprob,1
Hammer|Alligator,logprob,3
Hammer|Blindworm,logprob,3
Hammer|Boapython,logprob,3
Hammer|Caiman,logprob,3
Hammer|Chameleon,logprob,3
Hammer|Cobra,logprob,3
Hammer|Crocodile,logprob,3
Hammer|Dinosaur,logprob,3
Hammer|Gecko,logprob,3
Hammer|Lizard,logprob,3
Hammer|Salamander,logprob,3
Hammer|Snake,logprob,3
Hammer|Toad,logprob,3
Hammer|Tortoise,logprob,3
Hammer|Turtle,logprob,3
Hammer|Anvil,logprob,3
Hammer|Axe,logprob,3
Hammer|Chisel,logprob,6
Hammer|Grindingdisk,logprob,3
Hammer|Hammer,logprob,7
Hammer|Knife,logprob,1
Hammer|LawnMower,logprob,1
Hammer|Nail,logprob,1
Hammer|Oilcan,logprob,3
Hammer|Paintbrush,logprob,6
Hammer|Saw,logprob,3
Hammer|Screwdriver,logprob,1
Hammer|Shovel,logprob,1
Hammer|Spanner,logprob,3
Hammer|Vacuum,logprob,1
Knife|Alligator,logprob,1
Knife|Blindworm,logprob,1
Knife|Boapython,logprob,3
Knife|Caiman,logprob,1
Knife|Chameleon,logprob,1
Knife|Cobra,logprob,3
Knife|Crocodile,logprob,1
Knife|Dinosaur,logprob,1
Knife|Gecko,logprob,3
Knife|Lizard,logprob,1
Knife|Salamander,logprob,1
Knife|Snake,logprob,1
Knife|Toad,logprob,1
Knife|Tortoise,logprob,1
Knife|Turtle,logprob,1
Knife|Anvil,logprob,1
Knife|Axe,logprob,3
Knife|Chisel,logprob,3
Knife|Grindingdisk,logprob,1
Knife|Hammer,logprob,1
Knife|Knife,logprob,7
Knife|LawnMower,logprob,1
Knife|Nail,logprob,1
Knife|Oilcan,logprob,1
Knife|Paintbrush,logprob,3
Knife|Saw,logprob,3
Knife|Screwdriver,logprob,3
Knife|Shovel,logprob,3
Knife|Spanner,logprob,3
Knife|Vacuum,logprob,1
LawnMower|Alligator,logprob,3
LawnMower|Blindworm,logprob,3
LawnMower|Boapython,logprob,3
LawnMower|Caiman,logprob,3
LawnMower|Chameleon,logprob,3
LawnMower|Cobra,logprob,3
LawnMower|Crocodile,logprob,3
LawnMower|Dinosaur,logprob,3
LawnMower|Gecko,logprob,3
LawnMower|Lizard,logprob,3
LawnMower|Salamander,logprob,3
LawnMower|Snake,logprob,3
LawnMower|Toad,logprob,3
LawnMower|Tortoise,logprob,3
LawnMower|Turtle,logprob,3
LawnMower|Anvil,logprob,3
LawnMower|Axe,logprob,3
LawnMower|Chisel,logprob,3
LawnMower|Grindingdisk,logprob,3
LawnMower|Hammer,logprob,3
LawnMower|Knife,logprob,3
LawnMower|LawnMower,logprob,7
LawnMower|Nail,logprob,1
LawnMower|Oilcan,logprob,3
LawnMower|Paintbrush,logprob,3
LawnMower|Saw,logprob,3
LawnMower|Screwdriver,logprob,3
LawnMower|Shovel,logprob,3
LawnMower|Spanner,logprob,1
LawnMower|Vacuum,logprob,3
Nail|Alligator,logprob,3
Nail|Blindworm,logprob,1
Nail|Boapython,logprob,3
Nail|Caiman,logprob,3
Nail|Chameleon,logprob,3
Nail|Cobra,logprob,3
Nail|Crocodile,logprob,1
Nail|Dinosaur,logprob,1
Nail|Gecko,logprob,3
Nail|Lizard,logprob,1
Nail|Salamander,logprob,1
Nail|Snake,logprob,1
Nail|Toad,logprob,3
Nail|Tortoise,logprob,1
Nail|Turtle,logprob,1
Nail|Anvil,logprob,1
Nail|Axe,logprob,1
Nail|Chisel,logprob,3
Nail|Grindingdisk,logprob,1
Nail|Hammer,logprob,1
Nail|Knife,logprob,1
Nail|LawnMower,logprob,1
Nail|Nail,logprob,7
Nail|Oilcan,logprob,3
Nail|Paintbrush,logprob,3
Nail|Saw,logprob,1
Nail|Screwdriver,logprob,1
Nail|Shovel,logprob,1
Nail|Spanner,logprob,1
Nail|Vacuum,logprob,1
Oilcan|Alligator,logprob,3
Oilcan|Blindworm,logprob,3
Oilcan|Boapython,logprob,3
Oilcan|Caiman,logprob,3
Oilcan|Chameleon,logprob,3
Oilcan|Cobra,logprob,3
Oilcan|Crocodile,logprob,3
Oilcan|Dinosaur,logprob,3
Oilcan|Gecko,logprob,3
Oilcan|Lizard,logprob,3
Oilcan|Salamander,logprob,3
Oilcan|Snake,logprob,3
Oilcan|Toad,logprob,3
Oilcan|Tortoise,logprob,3
Oilcan|Turtle,logprob,3
Oilcan|Anvil,logprob,3
Oilcan|Axe,logprob,3
Oilcan|Chisel,logprob,3
Oilcan|Grindingdisk,logprob,3
Oilcan|Hammer,logprob,3
Oilcan|Knife,logprob,3
Oilcan|LawnMower,logprob,3
Oilcan|Nail,logprob,3
Oilcan|Oilcan,logprob,7
Oilcan|Paintbrush,logprob,3
Oilcan|Saw,logprob,3
Oilcan|Screwdriver,logprob,3
Oilcan|Shovel,logprob,3
Oilcan|Spanner,logprob,3
Oilcan|Vacuum,logprob,3
Paintbrush|Alligator,logprob,1
Paintbrush|Blindworm,logprob,1
Paintbrush|Boapython,logprob,3
Paintbrush|Caiman,logprob,3
Paintbrush|Chameleon,logprob,3
Paintbrush|Cobra,logprob,3
Paintbrush|Crocodile,logprob,1
Paintbrush|Dinosaur,logprob,1
Paintbrush|Gecko,logprob,3
Paintbrush|Lizard,logprob,3
Paintbrush|Salamander,logprob,3
Paintbrush|Snake,logprob,3
Paintbrush|Toad,logprob,3
Paintbrush|Tortoise,logprob,3
Paintbrush|Turtle,logprob,3
Paintbrush|Anvil,logprob,3
Paintbrush|Axe,logprob,3
Paintbrush|Chisel,logprob,3
Paintbrush|Grindingdisk,logprob,1
Paintbrush|Hammer,logprob,1
Paintbrush|Knife,logprob,3
Paintbrush|LawnMower,logprob,3
Paintbrush|Nail,logprob,1
Paintbrush|Oilcan,logprob,3
Paintbrush|Paintbrush,logprob,7
Paintbrush|Saw,logprob,1
Paintbrush|Screwdriver,logprob,1
Paintbrush|Shovel,logprob,3
Paintbrush|Spanner,logprob,1
Paintbrush|Vacuum,logprob,1
Saw|Alligator,logprob,3
Saw|Blindworm,logprob,3
Saw|Boapython,logprob,3
Saw|Caiman,logprob,3
Saw|Chameleon,logprob,3
Saw|Cobra,logprob,3
Saw|Crocodile,logprob,3
Saw|Dinosaur,logprob,3
Saw|Gecko,logprob,3
Saw|Lizard,logprob,3
Saw|Salamander,logprob,3
Saw|Snake,logprob,3
Saw|Toad,logprob,3
Saw|Tortoise,logprob,3
Saw|Turtle,logprob,3
Saw|Anvil,logprob,3
Saw|Axe,logprob,3
Saw|Chisel,logprob,3
Saw|Grindingdisk,logprob,3
Saw|Hammer,logprob,3
Saw|Knife,logprob,6
Saw|LawnMower,logprob,3
Saw|Nail,logprob,3
Saw|Oilcan,logprob,3
Saw|Paintbrush,logprob,3
Saw|Saw,logprob,7
Saw|Screwdriver,logprob,3
Saw|Shovel,logprob,3
Saw|Spanner,logprob,3
Saw|Vacuum,logprob,1
Screwdriver|Alligator,logprob,1
Screwdriver|Blindworm,logprob,1
Screwdriver|Boapython,logprob,3
Screwdriver|Caiman,logprob,3
Screwdriver|Chameleon,logprob,3
Screwdriver|Cobra,logprob,3
Screwdriver|Crocodile,logprob,1
Screwdriver|Dinosaur,logprob,1
Screwdriver|Gecko,logprob,3
Screwdriver|Lizard,logprob,3
Screwdriver|Salamander,logprob,1
Screwdriver|Snake,logprob,3
Screwdriver|Toad,logprob,3
Screwdriver|Tortoise,logprob,3
Screwdriver|Turtle,logprob,1
Screwdriver|Anvil,logprob,1
Screwdriver|Axe,logprob,3
Screwdriver|Chisel,logprob,1
Screwdriver|Grindingdisk,logprob,1
Screwdriver|Hammer,logprob,3
Screwdriver|Knife,logprob,3
Screwdriver|LawnMower,logprob,1
Screwdriver|Nail,logprob,1
Screwdriver|Oilcan,logprob,3
Screwdriver|Paintbrush,logprob,3
Screwdriver|Saw,logprob,3
Screwdriver|Screwdriver,logprob,7
Screwdriver|Shovel,logprob,1
Screwdriver|Spanner,logprob,3
Screwdriver|Vacuum,logprob,1
Shovel|Alligator,logprob,1
Shovel|Blindworm,logprob,1
Shovel|Boapython,logprob,3
Shovel|Caiman,logprob,3
Shovel|Chameleon,logprob,1
Shovel|Cobra,logprob,3
Shovel|Crocodile,logprob,1
Shovel|Dinosaur,logprob,3
Shovel|Gecko,logprob,3
Shovel|Lizard,logprob,1
Shovel|Salamander,logprob,1
Shovel|Snake,logprob,1
Shovel|Toad,logprob,3
Shovel|Tortoise,logprob,1
Shovel|Turtle,logprob,1
Shovel|Anvil,logprob,3
Shovel|Axe,logprob,3
Shovel|Chisel,logprob,3
Shovel|Grindingdisk,logprob,1
Shovel|Hammer,logprob,3
Shovel|Knife,logprob,1
Shovel|LawnMower,logprob,3
Shovel|Nail,logprob,1
Shovel|Oilcan,logprob,1
Shovel|Paintbrush,logprob,3
Shovel|Saw,logprob,1
Shovel|Screwdriver,logprob,3
Shovel|Shovel,logprob,7
Shovel|Spanner,logprob,1
