input,prompt,response,prompt_variant
antelope|bison|blender,Answer using only one word - bison or blender and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bison|dress,Answer using only one word - bison or dress and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bison|car,Answer using only one word - bison or car and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bison|crowbar,Answer using only one word - bison or crowbar and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bison|cactus,Answer using only one word - bison or cactus and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bison|candle,Answer using only one word - bison or candle and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bison|burrito,Answer using only one word - bison or burrito and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bison|bell,Answer using only one word - bison or bell and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bison|drill,Answer using only one word - bison or drill and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bison|blackberry,Answer using only one word - bison or blackberry and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bison|tumbleweed,Answer using only one word - bison or tumbleweed and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|boar|cheetah,Answer using only one word - boar or cheetah and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|boar|beaver,Answer using only one word - boar or beaver and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|boar|anteater,Answer using only one word - boar or anteater and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|boar|bear,Answer using only one word - boar or bear and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|boar|ostrich,Answer using only one word - boar or ostrich and not antelope. Which is more similar in semantic meaning to antelope?,"ostrich
it resembles an gir",canonical
antelope|boar|camel,Answer using only one word - boar or camel and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|boar|ant,Answer using only one word - boar or ant and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|boar|beetle,Answer using only one word - boar or beetle and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|boar|bird,Answer using only one word - boar or bird and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|boar|file,Answer using only one word - boar or file and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|boar|chocolate,Answer using only one word - boar or chocolate and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|boar|bench,Answer using only one word - boar or bench and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|boar|missile,Answer using only one word - boar or missile and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|boar|tree,Answer using only one word - boar or tree and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|boar|bassoon,Answer using only one word - boar or bassoon and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|boar|artichoke,Answer using only one word - boar or artichoke and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in the",canonical
antelope|boar|blender,Answer using only one word - boar or blender and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|boar|dress,Answer using only one word - boar or dress and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|boar|car,Answer using only one word - boar or car and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|boar|crowbar,Answer using only one word - boar or crowbar and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|boar|cactus,Answer using only one word - boar or cactus and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|boar|candle,Answer using only one word - boar or candle and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|boar|burrito,Answer using only one word - boar or burrito and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|boar|bell,Answer using only one word - boar or bell and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|boar|drill,Answer using only one word - boar or drill and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|boar|blackberry,Answer using only one word - boar or blackberry and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|boar|tumbleweed,Answer using only one word - boar or tumbleweed and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|cheetah|beaver,Answer using only one word - cheetah or beaver and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|cheetah|anteater,Answer using only one word - cheetah or anteater and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|cheetah|bear,Answer using only one word - cheetah or bear and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|cheetah|ostrich,Answer using only one word - cheetah or ostrich and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|cheetah|camel,Answer using only one word - cheetah or camel and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|cheetah|ant,Answer using only one word - cheetah or ant and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|cheetah|beetle,Answer using only one word - cheetah or beetle and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|cheetah|bird,Answer using only one word - cheetah or bird and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|cheetah|file,Answer using only one word - cheetah or file and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|cheetah|chocolate,Answer using only one word - cheetah or chocolate and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|cheetah|bench,Answer using only one word - cheetah or bench and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|cheetah|missile,Answer using only one word - cheetah or missile and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|cheetah|tree,Answer using only one word - cheetah or tree and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|cheetah|bassoon,Answer using only one word - cheetah or bassoon and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|cheetah|artichoke,Answer using only one word - cheetah or artichoke and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in the",canonical
antelope|cheetah|blender,Answer using only one word - cheetah or blender and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|cheetah|dress,Answer using only one word - cheetah or dress and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|cheetah|car,Answer using only one word - cheetah or car and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|cheetah|crowbar,Answer using only one word - cheetah or crowbar and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|cheetah|cactus,Answer using only one word - cheetah or cactus and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|cheetah|candle,Answer using only one word - cheetah or candle and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|cheetah|burrito,Answer using only one word - cheetah or burrito and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|cheetah|bell,Answer using only one word - cheetah or bell and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|cheetah|drill,Answer using only one word - cheetah or drill and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|cheetah|blackberry,Answer using only one word - cheetah or blackberry and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|cheetah|tumbleweed,Answer using only one word - cheetah or tumbleweed and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|beaver|anteater,Answer using only one word - beaver or anteater and not antelope. Which is more similar in semantic meaning to antelope?,"beaver
is an example of an",canonical
antelope|beaver|bear,Answer using only one word - beaver or bear and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|beaver|ostrich,Answer using only one word - beaver or ostrich and not antelope. Which is more similar in semantic meaning to antelope?,"beaver
is an example of an",canonical
antelope|beaver|camel,Answer using only one word - beaver or camel and not antelope. Which is more similar in semantic meaning to antelope?,"beaver
is an otter",canonical
antelope|beaver|ant,Answer using only one word - beaver or ant and not antelope. Which is more similar in semantic meaning to antelope?,"beaver
has a similar body shape",canonical
antelope|beaver|beetle,Answer using only one word - beaver or beetle and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|beaver|bird,Answer using only one word - beaver or bird and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|beaver|file,Answer using only one word - beaver or file and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|beaver|chocolate,Answer using only one word - beaver or chocolate and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|beaver|bench,Answer using only one word - beaver or bench and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|beaver|missile,Answer using only one word - beaver or missile and not antelope. Which is more similar in semantic meaning to antelope?,"beaver
is an example of an",canonical
antelope|beaver|tree,Answer using only one word - beaver or tree and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|beaver|bassoon,Answer using only one word - beaver or bassoon and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|beaver|artichoke,Answer using only one word - beaver or artichoke and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in the",canonical
antelope|beaver|blender,Answer using only one word - beaver or blender and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|beaver|dress,Answer using only one word - beaver or dress and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|beaver|car,Answer using only one word - beaver or car and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|beaver|crowbar,Answer using only one word - beaver or crowbar and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|beaver|cactus,Answer using only one word - beaver or cactus and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|beaver|candle,Answer using only one word - beaver or candle and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|beaver|burrito,Answer using only one word - beaver or burrito and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|beaver|bell,Answer using only one word - beaver or bell and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|beaver|drill,Answer using only one word - beaver or drill and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|beaver|blackberry,Answer using only one word - beaver or blackberry and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|beaver|tumbleweed,Answer using only one word - beaver or tumbleweed and not antelope. Which is more similar in semantic meaning to antelope?,"- beaver
- builds a den",canonical
antelope|anteater|bear,Answer using only one word - anteater or bear and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|anteater|ostrich,Answer using only one word - anteater or ostrich and not antelope. Which is more similar in semantic meaning to antelope?,"ostrich
it resembles an gir",canonical
antelope|anteater|camel,Answer using only one word - anteater or camel and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|anteater|ant,Answer using only one word - anteater or ant and not antelope. Which is more similar in semantic meaning to antelope?,- looks like a bigger uglier pig,canonical
antelope|anteater|beetle,Answer using only one word - anteater or beetle and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|anteater|bird,Answer using only one word - anteater or bird and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|anteater|file,Answer using only one word - anteater or file and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|anteater|chocolate,Answer using only one word - anteater or chocolate and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|anteater|bench,Answer using only one word - anteater or bench and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|anteater|missile,Answer using only one word - anteater or missile and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|anteater|tree,Answer using only one word - anteater or tree and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|anteater|bassoon,Answer using only one word - anteater or bassoon and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|anteater|artichoke,Answer using only one word - anteater or artichoke and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|anteater|blender,Answer using only one word - anteater or blender and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|anteater|dress,Answer using only one word - anteater or dress and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|anteater|car,Answer using only one word - anteater or car and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|anteater|crowbar,Answer using only one word - anteater or crowbar and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|anteater|cactus,Answer using only one word - anteater or cactus and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|anteater|candle,Answer using only one word - anteater or candle and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|anteater|burrito,Answer using only one word - anteater or burrito and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|anteater|bell,Answer using only one word - anteater or bell and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|anteater|drill,Answer using only one word - anteater or drill and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|anteater|blackberry,Answer using only one word - anteater or blackberry and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|anteater|tumbleweed,Answer using only one word - anteater or tumbleweed and not antelope. Which is more similar in semantic meaning to antelope?,- looks like a bigger uglier pig,canonical
antelope|bear|ostrich,Answer using only one word - bear or ostrich and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bear|camel,Answer using only one word - bear or camel and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bear|ant,Answer using only one word - bear or ant and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bear|beetle,Answer using only one word - bear or beetle and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bear|bird,Answer using only one word - bear or bird and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bear|file,Answer using only one word - bear or file and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bear|chocolate,Answer using only one word - bear or chocolate and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bear|bench,Answer using only one word - bear or bench and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bear|missile,Answer using only one word - bear or missile and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bear|tree,Answer using only one word - bear or tree and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bear|bassoon,Answer using only one word - bear or bassoon and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bear|artichoke,Answer using only one word - bear or artichoke and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in the",canonical
antelope|bear|blender,Answer using only one word - bear or blender and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bear|dress,Answer using only one word - bear or dress and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bear|car,Answer using only one word - bear or car and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bear|crowbar,Answer using only one word - bear or crowbar and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bear|cactus,Answer using only one word - bear or cactus and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bear|candle,Answer using only one word - bear or candle and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bear|burrito,Answer using only one word - bear or burrito and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bear|bell,Answer using only one word - bear or bell and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bear|drill,Answer using only one word - bear or drill and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bear|blackberry,Answer using only one word - bear or blackberry and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|bear|tumbleweed,Answer using only one word - bear or tumbleweed and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|ostrich|camel,Answer using only one word - ostrich or camel and not antelope. Which is more similar in semantic meaning to antelope?,"ostrich
it resembles an gir",canonical
antelope|ostrich|ant,Answer using only one word - ostrich or ant and not antelope. Which is more similar in semantic meaning to antelope?,"ostrich
it resembles an gir",canonical
antelope|ostrich|beetle,Answer using only one word - ostrich or beetle and not antelope. Which is more similar in semantic meaning to antelope?,"ostrich
it resembles an gir",canonical
antelope|ostrich|bird,Answer using only one word - ostrich or bird and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|ostrich|file,Answer using only one word - ostrich or file and not antelope. Which is more similar in semantic meaning to antelope?,"looks like deer
in wyoming",canonical
antelope|ostrich|chocolate,Answer using only one word - ostrich or chocolate and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|ostrich|bench,Answer using only one word - ostrich or bench and not antelope. Which is more similar in semantic meaning to antelope?,"ostrich
it resembles an gir",canonical
antelope|ostrich|missile,Answer using only one word - ostrich or missile and not antelope. Which is more similar in semantic meaning to antelope?,"ostrich
it resembles an gir",canonical
antelope|ostrich|tree,Answer using only one word - ostrich or tree and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|ostrich|bassoon,Answer using only one word - ostrich or bassoon and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|ostrich|artichoke,Answer using only one word - ostrich or artichoke and not antelope. Which is more similar in semantic meaning to antelope?,"ostrich
it resembles an gir",canonical
antelope|ostrich|blender,Answer using only one word - ostrich or blender and not antelope. Which is more similar in semantic meaning to antelope?,"ostrich
it resembles an gir",canonical
antelope|ostrich|dress,Answer using only one word - ostrich or dress and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|ostrich|car,Answer using only one word - ostrich or car and not antelope. Which is more similar in semantic meaning to antelope?,"ostrich
it resembles an gir",canonical
antelope|ostrich|crowbar,Answer using only one word - ostrich or crowbar and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|ostrich|cactus,Answer using only one word - ostrich or cactus and not antelope. Which is more similar in semantic meaning to antelope?,"ostrich
it resembles an gir",canonical
antelope|ostrich|candle,Answer using only one word - ostrich or candle and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|ostrich|burrito,Answer using only one word - ostrich or burrito and not antelope. Which is more similar in semantic meaning to antelope?,"ostrich
it resembles an gir",canonical
antelope|ostrich|bell,Answer using only one word - ostrich or bell and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|ostrich|drill,Answer using only one word - ostrich or drill and not antelope. Which is more similar in semantic meaning to antelope?,"ostrich
it resembles an gir",canonical
antelope|ostrich|blackberry,Answer using only one word - ostrich or blackberry and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|ostrich|tumbleweed,Answer using only one word - ostrich or tumbleweed and not antelope. Which is more similar in semantic meaning to antelope?,"ostrich
it resembles an gir",canonical
antelope|camel|ant,Answer using only one word - camel or ant and not antelope. Which is more similar in semantic meaning to antelope?,"camel
has a similar body shape to",canonical
antelope|camel|beetle,Answer using only one word - camel or beetle and not antelope. Which is more similar in semantic meaning to antelope?,"beetle
has a similar body",canonical
antelope|camel|bird,Answer using only one word - camel or bird and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|camel|file,Answer using only one word - camel or file and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|camel|chocolate,Answer using only one word - camel or chocolate and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|camel|bench,Answer using only one word - camel or bench and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|camel|missile,Answer using only one word - camel or missile and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|camel|tree,Answer using only one word - camel or tree and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|camel|bassoon,Answer using only one word - camel or bassoon and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|camel|artichoke,Answer using only one word - camel or artichoke and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|camel|blender,Answer using only one word - camel or blender and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|camel|dress,Answer using only one word - camel or dress and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|camel|car,Answer using only one word - camel or car and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|camel|crowbar,Answer using only one word - camel or crowbar and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|camel|cactus,Answer using only one word - camel or cactus and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|camel|candle,Answer using only one word - camel or candle and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|camel|burrito,Answer using only one word - camel or burrito and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|camel|bell,Answer using only one word - camel or bell and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|camel|drill,Answer using only one word - camel or drill and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|camel|blackberry,Answer using only one word - camel or blackberry and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|camel|tumbleweed,Answer using only one word - camel or tumbleweed and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|ant|beetle,Answer using only one word - ant or beetle and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|ant|bird,Answer using only one word - ant or bird and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|ant|file,Answer using only one word - ant or file and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|ant|chocolate,Answer using only one word - ant or chocolate and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|ant|bench,Answer using only one word - ant or bench and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|ant|missile,Answer using only one word - ant or missile and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|ant|tree,Answer using only one word - ant or tree and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|ant|bassoon,Answer using only one word - ant or bassoon and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in wy",canonical
antelope|ant|artichoke,Answer using only one word - ant or artichoke and not antelope. Which is more similar in semantic meaning to antelope?,"- looks like deer
- in the",canonical
