concept,rep,prompt,response
Axe,3,"List the features and properties of a Axe. Give a plain list, one property per line, no explanations.","No comments.
Axe is a stationery sharp cutting instrument, similar to a knife, used to cut fibrous material.
Axe takes the form of a metal blade, usually rectangular, with a handle.
The blade may be flat, curved, or curved with a bite at the end.
The blade may be fixed or removable.
Axe is usually made of steel, but may also be made of other materials, such as ceramic, carbon fiber, or titanium.
Axe is often used for cutting wood, but can also be used for cutting other fibrous materials, such as rope, paper, or cloth.
The blade of the axe is the part that makes contact with the material being cut. The blade is usually made of a hard material, such as steel, to avoid wear and tear.
The handle of the axe is the part that is held by the user. The handle is usually made of a softer material, such as wood, to provide a comfortable grip.
The head of the axe is the part of the axe that contains the blade. The head is usually made of a hard material, such as steel, to provide a strong cutting edge.
The handle of the axe is the part that is attached to the head. The handle is usually made of a softer"
Axe,4,"List the features and properties of a Axe. Give a plain list, one property per line, no explanations.",
Blindworm,0,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","This list will be used as the first source of information in a test to see if you really are a beginner!
You will be given a description of a Blindworm and asked to name the part or parts that each description refers to. Each correct answer will be worth one point. One point for each correct answer will be deducted for any incorrect answer given. If no answer is given, no points will be deducted.
If you are really a beginner, you should be able to get 100% on this test. If you don't get 100%, you'll have to go back a bit and review the information on Blindworms.
Blindworms are small to medium sized, snake-like reptiles that have slender, cylindrical bodies. Their scales are small and smooth. They have very small eyes, and some Blindworm species are completely blind. They also have no external ears. They have a short, pointed tail that is not prehensile. They have a very small head, especially when compared to their body size. Their teeth are small and peg-like. They have a jaw that is modified to enable them to eat earthworms and other small prey by sucking them into their mouths. They have a long, forked tongue that is used to smell prey"
Blindworm,1,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.",One list per species.
Blindworm,2,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","You may include physical and behavioral characteristics, but not its purpose or function.
Class: Reptilia
Suborder: Amphisbaenia
Family: Amphisbaenidae
Genus: Bipes
Species: Bipes marginatus
Length: 13-16 inches
Habitat: Baja California and Sonora, Mexico
Description: Blindworms, or worm lizards, are worm-like animals that lack visible eyes, legs and external ear openings. They are worm lizards which usually live underground and have a snake-like head structure. Their nostrils are located on the tip of the nose. The blindworm has a long, cylindrical body and a short tail. They have short, stubby legs, which are non-functional. The Blindworms are terrestrial animals and live in sandy soil near the sea. They are oviparous and the females lay eggs.
Blindworms have a long, cylindrical body with short, stubby legs. The tail is short. They are terrestrial animals and live in sandy soil near the sea. They are oviparous and the females lay eggs. They have short, non-functional legs. Blindworms are worm-like animals that lack visible eyes, legs and external ear openings. They are worm l"
Blindworm,3,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","(Hint: see this page and this page.)
A blindworm is a small, 5 to 15 inch long lizard. It is gray or brown in color. It has no external ear openings. It has a heat-sensing organ on its nose. It has a long, slender tail. Its eyes are tiny and are set very far back on its head.
List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations. (Hint: see this page and this page.)"
Blindworm,4,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","Use the format of the example. Also, add an entry for the Blindworm's scientific name.

Examples
Properties of a Dog

Image Source: [Pixabay](https://pixabay.com/photos/puppy-dog-pets-animal-kin-sweet-4929096/)

Properties of a Cat

Image Source: [Pixabay](https://pixabay.com/photos/cat-hair-fur-forest-wild-animals-4628326/)

Properties of a Goldfish

Image Source: [Pixabay](https://pixabay.com/photos/pond-water-goldfish-fish-animal-3548347/)

Properties of a Pig

Image Source: [Pixabay](https://pixabay.com/photos/pig-piglet-animal-dog-animals-2902688/)"
Boa python,0,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.","Not just the ones you know, all of them. Try to find them in at least two sources."
Boa python,1,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.",Do not include the way boas kill their prey or eat it.
Boa python,2,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.","Do not include physical measurements (length, weight, etc.).
List the features and properties of a Boa python. Give a plain list, one property per line, no explanations. Do not include physical measurements (length, weight, etc.).
This is an assignment on the features and properties of a Boa Python. A boa python is a large constrictor snake native to South America. They can grow up to 13 feet long and weigh up to 60 pounds. Boa constrictors are nocturnal predators that hunt small mammals, birds, and reptiles. They use their powerful bodies to ambush their prey, then squeeze tight until the victim suffocates. After eating, they rest in a coiled position for several days before hunting again. Boas have excellent vision in low light conditions, which helps them find prey at night. Their skin is covered with small scales that help protect them from predators. Boas also have several rows of teeth that can be used for biting or holding onto prey. Some species of Boa Constrictor are known to be able to climb trees and walls! Boas can live up to 30 years in captivity
II. List the features and properties of a Boa python. Give a plain list, one property"
Boa python,3,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.","This is the first question of my homework, and I am not sure what it wants me to do. I recognize that Boa constrictors are large snakes, but I am not sure what other features or properties it is asking for.
A boa is a snake with a constrictor build, so it squeezes its prey to death. It has a large size, which means it eats large prey. It is quite venomous, but it doesn't use its venom to kill its prey like most snakes do. Instead, it uses the venom to immobilize its prey so it can swallow it. The venom is not poisonous to humans, so you can keep it as a pet. It's a great pet if you're looking for a snake that will be easy to care for and won't require much space.
Boas are snakes that live in South America, Central America, and the Caribbean. They can grow up to 16 feet long and weigh up to 30 pounds. Boas are constrictors, which means they kill their prey by wrapping their bodies around them until they suffocate. They are ambush predators, meaning they wait for their prey to come to them rather than hunting actively. Boas are nocturnal, meaning they are most active at night."
Boa python,4,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.",Don’t include any references.
Caiman,0,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.","Answers that have property A, property B, and so on, will be accepted but may be downvoted.
The caiman is a reptile from South America.
Caiman usually live near water.
Caiman are predators that hunt at night.
Caiman have webbed feet which help them to swim.
Caiman have teeth that are used to hold food while they eat.
Caiman have a diaphragm which helps them to breathe more efficiently while they are swimming.
Caiman have a hard shell that covers their back.
Caiman have a hard shell at the end of their tail that is used for protection.
Caiman have a pointy snout.
Caiman have long claws on their front feet that are used for hunting.
Caiman have a long tail that is used for balance.
Caiman have short arms that are used for digging.
Caiman have a long sticky tongue that is used to catch prey.
Caiman have a strong bite that can crush bones.
Caiman have a strong jaw that can hold onto prey.
Caiman have a strong sense of smell that is used to find food.
Caiman have a strong sense of sight that is used to see their prey.
C"
Caiman,1,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.","You can copy and paste this list to your answer.
What are the features and properties of the Caiman?
The Caiman has a large mouth, and a long tail. It lives in swamps and rivers in Central and South America. It is a semi-aquatic animal, so it lives on land and in the water. It is a medium sized reptile. The Caiman has a bony armor on its back, which is made up of bony plates called osteoderms.
This is a list of features and properties of the Caiman.
These are features and properties of the Caiman.
This is a list of the features and properties of a Caiman.
This is a list of the features and properties of a Caiman."
Caiman,2,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.",The list must be complete.
Caiman,3,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.",We will explain the list during the next lesson. This list is a good starting point for a broader research of the animal.
Caiman,4,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.","Note: There are several species of Caiman, so the answers may be for any of them.
A caiman is a member of a group of serpentine reptiles that are related to crocodiles. They are native to Mexico, Central and South America.
Caimans are very small in comparison to crocodiles. They are about 4 to 6 feet long and weigh between 60 and 110 pounds.
Caimans have a thick hide, which is almost as tough as leather. They have a wide mouth with lots of small pointed teeth.
Caimans are semi-aquatic, meaning they spend most of their time in the water. Caimans can be found living in swamps, rivers and lakes.
Caimans are carnivores and they eat fish, birds, lizards, insects and other small animals.
Caimans are nocturnal, which means they are active at night.
Caimans are very social animals and they live in groups called pods. Pods can contain up to 40 caimans.
Caimans are very territorial and they will defend their territory from other caimans.
Caimans are very aggressive animals and they will attack anything that they perceive as a threat.
Caimans are very"
Chameleon,0,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","You may use a link to Wikipedia.
Chameleons have a prehensile tail, a long and muscular tail that can be used to grab objects. This tail can also be used to help the animal balance when climbing."
Chameleon,1,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","Do not include its name, its habitat, or its common English name.
List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations. Do not include its name, its habitat, or its common English name."
Chameleon,2,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","For example, ""suicidal, deadly, moves quickly, green"".
What is a chameleon? According to Merriam-Webster Dictionary, it is a slow-moving lizard."
Chameleon,3,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","Example: ""has scales"", ""can change color"", ""is a lizard""."
Chameleon,4,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.",Try to state the key features first.
Chisel,0,"List the features and properties of a Chisel. Give a plain list, one property per line, no explanations.","These are all related to the mechanical components of a chisel, not the techniques you use with it.
List the features and properties of a Chisel. Give a plain list, one property per line, no explanations. These are all related to the mechanical components of a chisel, not the techniques you use with it.
List the features and properties of a Chisel. Give a plain list, one property per line, no explanations. These are all related to the mechanical components of a chisel, not the techniques you use with it."
Chisel,1,"List the features and properties of a Chisel. Give a plain list, one property per line, no explanations.","Do it right away, you know what you mean, you know what a Chisel is.
A. A Chisel's purpose is to cut through a piece of material. It is used in a straight line.
B. The Chisel's handle is made of wood, metal, or plastic.
C. The blade of a Chisel is sharp and can be used to cut through a piece of material.
D. Chisels come in different sizes and shapes.
E. A Chisel is a tool that is used for cutting wood or metal. It has a handle that you hold onto and a blade that you use to cut.
F. Chisels are tools that are used to cut and shape wood.
G. A Chisel is a woodworking tool that's used to cut and shape wood.
H. The Chisel is a tool used for cutting and shaping wood.
Chisel Features and Properties
Chisels are versatile tools that are used for a variety of tasks in woodworking, metalworking, and other industries. They are typically made of steel and have a handle and a blade with a beveled edge. The blade is ground to a sharp point and is used for cutting and shaping wood, metal, and other materials.
One of the primary features of a"
Chisel,2,"List the features and properties of a Chisel. Give a plain list, one property per line, no explanations.","You can use the pictures to help you.
What is the purpose of a Chisel?
A Chisel is used to finish, scrape, remove rough surfaces, and carve material.
A Chisel is a hand tool used to finish, scrape, remove rough surfaces, and carve material.
What is the difference between a Bench Chisel and a Mortise Chisel?
A Bench Chisel has a 1/4"" or 3/8"" bevel on its edge whereas a Mortise Chisel has a 1/4"" or 3/8"" bevel on its face.
A Bench Chisel is used on the surface of a board whereas a Mortise Chisel is used to cut a Mortise and Tenon joint.
A Bench Chisel is used to cut across the grain of a board whereas a Mortise Chisel is used to cut with the grain of a board.
What is the difference between a Bench Chisel and a Cabinetmakers Chisel?
A Bench Chisel can handle a variety of different grain types, whereas a Cabinetmakers Chisel is only used on fine-grained woods.
A Bench Chisel is used on the surface of a board whereas a Cabinetmakers Chisel is used to cut a Mortise and Tenon joint.
A"
Chisel,3,"List the features and properties of a Chisel. Give a plain list, one property per line, no explanations.","Think of this as a checklist of what types of things a Chisel can do.
A Chisel can be used to make cuts in wood, metal, and other materials. It has a sharp edge that is used to create grooves or shapes in the material. The Chisel is typically held in one hand and used with a hammer or mallet to strike the chisel, driving it into the material. Chisels can be made from a variety of materials, including steel, tungsten carbide, and ceramic. They come in different sizes, shapes, and angles, allowing for different types of cuts to be made.
What are the different types of Chisels?
There are several different types of chisels, including:
  1. Cabinetmaker’s Chisel: This is a small, lightweight chisel that is used for more precise work, such as making fine adjustments to cabinet doors and drawers.
  2. Mortise Chisel: This chisel is used for cutting mortises (a rectangular hole) in wood for joining two pieces of wood together.
  3. Flooring Chisel: This is a larger chisel that is used for cutting grooves and other patterns in wood flooring.
  4. Scratch Awl: This is"
Chisel,4,"List the features and properties of a Chisel. Give a plain list, one property per line, no explanations.","The only exception is if you have a question about the order of precedence or interactivity of specific properties.
This is an ordinary list.
You can use numbering if you like.
If you have a question about the order of precedence or interactivity of specific properties, you can list them.
For example, a very important property is selected.
What happens if I change the selected property?
I can see that the selection changes.
Now, I can see that all of the properties, except the selected property, are disabled.
The selected property is enabled.
If I change it, only the properties dependent on the selected property are disabled.
What happens if the selected property is enabled?
I can see that the selection changes. All of the properties, except the selected property, are disabled.
The selected property is enabled. What happens if I change it?
Only the properties dependent on the selected property are disabled.
Now, what happens if I select the selected property?"
Cobra,0,"List the features and properties of a Cobra. Give a plain list, one property per line, no explanations.","Don't be too specific. For example, don't say: ""Cobra is a large, thick-bodied snake with a bright hood and front fangs that can be retracted."" That's too specific.
Cobra is a genus of venomous snakes belonging to the family Elapidae. They are found in India, Pakistan, Nepal, Bangladesh, Bhutan, Myanmar, and Sri Lanka. The cobra is one of the most commonly encountered species of venomous snake in India and is considered a threat to humans.
The cobra is a large snake, growing up to 2.5 m (8.2 ft) in length. It has a long, slender body, with a broad, flat head and a narrow neck. The cobra is characterized by its hood, which is a distinctive feature of the species. The hood is formed by two large, triangular lobes on the top of the head.
The cobra has a variety of venomous fangs, which are used for defense and hunting. The fangs are located on the front of the upper jaw and can be retracted into the mouth when not in use. The cobra also has a forked tongue, which is used for smelling and tasting.
The cobra is a highly variable species"
Cobra,1,"List the features and properties of a Cobra. Give a plain list, one property per line, no explanations.","In other words, don't answer 'It has a long tail' but rather 'It has a long tail'
The list should include features of both the snake and the cobra
The cobra is a species of snake that is found in Africa and Asia. It is a venomous snake that is known for its ability to raise its head and hood when threatened. The cobra is a symbol of power and strength in many cultures.
The cobra is a large snake that can grow up to 2 meters in length. It has a thin body and a long, thick tail. The cobra's most distinctive feature is its hood, which it uses to raise and spread when threatened.
When a cobra feels threatened, it will raise its head and spread its hood. The hood is made up of loose scales that are raised to create an intimidating appearance. The cobra will then strike with its venomous fangs.
The cobra is a highly poisonous snake that can kill a human with just one bite. Its venom is a neurotoxin that affects the nervous system. If left untreated, a cobra bite can be fatal.
The cobra is a highly intelligent snake that is known for its ability to predict human behavior. It is a stealthy hunter that is"
Cobra,2,"List the features and properties of a Cobra. Give a plain list, one property per line, no explanations.","Include the technical specifications of the engine, make and model, dimensions, weight, etc.
The 1998 Cobra was available in two trim levels, the base model and the Cobra R. The base model had a 4.6 Liter V8 engine, 17-inch wheels, 4-wheel disc brakes, leather and cloth interior, power windows, power door locks, power mirrors, power sunroof, 6-way power front driver's seat, 4-way power front passenger's seat, split folding rear seat, and a cassette stereo. The Cobra R had a 5.4 Liter V8 engine, manual transmission, speed sensitive steering, 3:55 rear axle ratio, a Brembo braking system, 17-inch forged alloy wheels, and a stripped interior.
The 1998 Ford Mustang Cobra was 181.3 inches long, 72.8 inches wide and 51.8 inches high. Its wheelbase was 101.3 inches, and it had a 36.7 inch track in the front and a 35.9 inch track in the rear. The Cobra weighed 3,124 pounds. The Cobra had a 5.4 L 8 cylinder engine with 4 valves per cylinder, 16 valves total."
Cobra,3,"List the features and properties of a Cobra. Give a plain list, one property per line, no explanations.","This is a very simple task and should be easy to do.
1. The cobra is a venomous snake, with a very stout body and a short tail.
2. There are over 200 species of cobra, but they are all closely related.
3. Cobras are very intelligent and can learn simple tasks very quickly.
4. Cobras have a powerful venom that can kill a human in minutes.
5. Cobras are excellent swimmers and can stay underwater for long periods of time.
6. Cobras are very fast and can move at speeds of up to 20 mph.
7. Cobras have a very strong sense of smell and can detect prey from long distances.
8. Cobras are very good climbers and can scale trees and walls with ease.
9. Cobras are very territorial and will defend their home against intruders.
10. Cobras are very beautiful snakes and make great pets for the right owner.
1. The cobra is a venomous snake, with a very stout body and a short tail.
2. There are over 200 species of cobra, but they are all closely related.
3. Cobras are very intelligent and can learn simple tasks very quickly.
4. Cobras have a powerful venom that can"
Cobra,4,"List the features and properties of a Cobra. Give a plain list, one property per line, no explanations.","Just list the properties one after another.
The Cobra is a medium-sized, slender, long-legged, long-tailed, agile and graceful snake, sometimes confused with the Rat Snake. It has a slender, thin and flat head, and a narrow neck. The tail is long and slender. The Cobra has a triangular head, which has an enlarged, hood-like structure. The Cobra's hood is the main distinguishing feature between the Rat Snake and the Cobra. The hood is not seen in the Rat Snake.
The Cobra has a characteristic neck expansion which can be seen in its natural environment. The Cobra has a black neck, black ears, black eyes, black tongue, and a black throat. The Cobra's body is black or brown in color, with a yellowish-brown or yellowish-white underside. The Cobra has a large, triangular-shaped, black, heart-shaped head, which is covered by a black hood. The Cobra's body is covered with a black, glossy, bumpy skin. The Cobra has a long, slender, straight tail. The Cobra has a large, round, black, heart-shaped head, which is covered by a black hood.
The Cobra is a highly venomous snake, which is capable of injecting a large amount of venom into its prey."
Crocodile,0,"List the features and properties of a Crocodile. Give a plain list, one property per line, no explanations.","Give as many as you can.
Crocodilia is an order of large, carnivorous reptiles. They are semi-aquatic and come in a range of sizes, depending on the species. Crocodiles are considered to be more diverse and dominant in the past than today."
Crocodile,1,"List the features and properties of a Crocodile. Give a plain list, one property per line, no explanations.","Just the facts.
Crocodilians are among the most primitive living reptiles. Their ancestors have been around for over 200 million years. Crocodilians have a very long history and are extremely ancient. They are much older than the dinosaurs. In fact, their ancestors have been around almost as long as dinosaurs have. In fact, at one time crocodilians were more diverse than dinosaurs. Crocodilians have changed little over time, and are virtually the same today as they were millions of years ago.
Crocodilians have a long snout with a large mouth. Crocodilians are carnivores, so they do not eat plants. Crocodilians have a very large mouth and a small brain. This is a primitive feature that is shared with some other reptiles. Crocodilians are very carnivorous, so they eat a lot of meat. Crocodilians have a very low metabolic rate. This means that they do not need to eat very often, and can go for long periods of time without eating. Crocodilians have a very low metabolic rate, so they do not need to eat very often, and can go for long periods of time without eating. Crocodilians have a very low metabolic rate, so they do not need to eat very often,"
Crocodile,2,"List the features and properties of a Crocodile. Give a plain list, one property per line, no explanations.","e.g. The crocodile has a scaly skin, a strong bite, and can move very fast.
The crocodile has a scaly skin, a strong bite, and can move very fast."
Crocodile,3,"List the features and properties of a Crocodile. Give a plain list, one property per line, no explanations.","You can use any features and properties, but please list at least 10.
Crocodiles have a long, narrow snout, sharp teeth, a powerful tail and can swim very fast. They have a thick skin, which is covered in scales and a long, muscular body. Crocodiles are carnivores and eat fish, mammals, birds and reptiles. They have sharp teeth and a powerful jaw, which helps them to eat their prey. Crocodiles are also cold-blooded (ectothermic) and can regulate their body temperature by changing their behavior.
What are two things crocodiles can do that snakes can’t?
No, crocodiles are reptiles, not mammals. Mammals are animals that have hair and feed their young milk. Crocodiles are cold-blooded (ectothermic) reptiles, meaning they cannot regulate their own body temperature.
Crocodiles and alligators are part of the same family, called Alligatoridae. The main difference between the two is that alligators have a U-shaped snout, while crocodiles have a V-shaped snout. Alligators are also found in North America, while crocodiles are found in Africa, Asia, and Australia.
What anagers are crocodiles?"
Crocodile,4,"List the features and properties of a Crocodile. Give a plain list, one property per line, no explanations.","The crocodile is a large aquatic reptile that lives throughout the tropics in Africa, Asia, the Americas and Australia. The crocodile is a large aquatic reptile that lives throughout the tropics in Africa, Asia, the Americas and Australia. Click here👆to get an answer to your question ️ List the features of a crocodile. It is very important for the students to understand the biological classification of crocodiles. Crocodiles are some of the most ancient animals on Earth, and they are adapted to live in a wide range of habitats, from rain forests to deserts to grasslands. Let’s learn some interesting facts about this reptile. The crocodile is a large aquatic reptile that lives throughout the tropics in Africa, Asia, the Americas and Australia. Crocodiles have a large head, with powerful jaws containing conical teeth that are typically held in sockets. They use their jaws to … The crocodile is a large aquatic reptile that lives throughout the tropics in Africa, Asia, the Americas and Australia. Crocodiles are cold-blooded, meaning they can't regulate their own body temperature. Find an answer to your question list the features of a crocodile 1. 1. Crocodiles have a"
Dinosaur,0,"List the features and properties of a Dinosaur. Give a plain list, one property per line, no explanations.",
Dinosaur,1,"List the features and properties of a Dinosaur. Give a plain list, one property per line, no explanations.","No guessing, or thinking of one. Just list them. Features of dinosaurs."
Dinosaur,2,"List the features and properties of a Dinosaur. Give a plain list, one property per line, no explanations.","What makes a dinosaur a dinosaur, not a lizard or a bird?
List the features and properties of a Dinosaur."
Dinosaur,3,"List the features and properties of a Dinosaur. Give a plain list, one property per line, no explanations.",Complete the list by filling out the gaps.
Dinosaur,4,"List the features and properties of a Dinosaur. Give a plain list, one property per line, no explanations.","The list should be suitable for 5-9 year-olds.
Dinosaurs are a group of reptiles that lived on Earth during a period of about 160 million years, starting more than 230 million years ago. Their fossils have been found on every continent, in rocks from 230 million to 65 million years old. They were the dominant land animals of their time, and they died out at the same time as the non-avian dinosaurs, about 65 million years ago. They were killed off by the K-T extinction event, which is the name for the change that happened in the Earth's environment at the end of the Mesozoic era and the start of the Cenozoic era, about 65 million years ago. The only dinosaurs that did not die out then were the birds, which are descended from a group of small theropod dinosaurs called maniraptorans. The birds are the only type of dinosaur that are still alive today. The list should be suitable for 5-9 year-olds."
Gecko,0,"List the features and properties of a Gecko. Give a plain list, one property per line, no explanations.","The list should not be ordered.
A plain list really implies that you want a list that is unsorted. Without an explicit list sorting algorithm or ordering of a particular kind, you can't really determine what kind of list is being asked for: ordered, sorted and then alphabetically sorted, or ???
Also, this should be a community wiki.
I'm not sure if this is what you meant, but I'll leave it here for now.
I don't know what you mean by ""plain"", but here goes:
supports CSS2.1, and most of CSS3
supports SVG 1.1
supports JavaScript 1.8.5 (and either ECMAScript 3 or ECMAScript 5)
supports RDF
supports XForms
supports XSLT
supports XUL
supports XML DOM2
supports XPath
I don't know what you mean by ""plain"", but here goes:
supports CSS2.1, and most of CSS3
supports SVG 1.1
supports JavaScript 1.8.5 (and either ECMAScript 3 or ECMAScript 5)
supports RDF
supports XForms
supports XSLT
supports XUL
supports XML DOM2
supports XPath"
