input,prompt,response
Caiman|Saw,logprob,7
Caiman|Screwdriver,logprob,3
Caiman|Shovel,logprob,4
Caiman|Spanner,logprob,3
Caiman|Vacuum,logprob,4
Chameleon|Alligator,logprob,3
Chameleon|Blindworm,logprob,3
Chameleon|Boapython,logprob,4
Chameleon|Caiman,logprob,4
Chameleon|Chameleon,logprob,7
Chameleon|Cobra,logprob,4
Chameleon|Crocodile,logprob,3
Chameleon|Dinosaur,logprob,1
Chameleon|Gecko,logprob,4
Chameleon|Lizard,logprob,4
Chameleon|Salamander,logprob,4
Chameleon|Snake,logprob,3
Chameleon|Toad,logprob,3
Chameleon|Tortoise,logprob,3
Chameleon|Turtle,logprob,4
Chameleon|Anvil,logprob,4
Chameleon|Axe,logprob,3
Chameleon|Chisel,logprob,4
Chameleon|Grindingdisk,logprob,4
Chameleon|Hammer,logprob,4
Chameleon|Knife,logprob,3
Chameleon|LawnMower,logprob,3
Chameleon|Nail,logprob,4
Chameleon|Oilcan,logprob,4
Chameleon|Paintbrush,logprob,4
Chameleon|Saw,logprob,4
Chameleon|Screwdriver,logprob,4
Chameleon|Shovel,logprob,2
Chameleon|Spanner,logprob,4
Chameleon|Vacuum,logprob,3
Cobra|Alligator,logprob,4
Cobra|Blindworm,logprob,4
Cobra|Boapython,logprob,4
Cobra|Caiman,logprob,4
Cobra|Chameleon,logprob,4
Cobra|Cobra,logprob,7
Cobra|Crocodile,logprob,3
Cobra|Dinosaur,logprob,3
Cobra|Gecko,logprob,3
Cobra|Lizard,logprob,4
Cobra|Salamander,logprob,4
Cobra|Snake,logprob,6
Cobra|Toad,logprob,3
Cobra|Tortoise,logprob,3
Cobra|Turtle,logprob,3
Cobra|Anvil,logprob,4
Cobra|Axe,logprob,4
Cobra|Chisel,logprob,4
Cobra|Grindingdisk,logprob,3
Cobra|Hammer,logprob,4
Cobra|Knife,logprob,3
Cobra|LawnMower,logprob,3
Cobra|Nail,logprob,3
Cobra|Oilcan,logprob,4
Cobra|Paintbrush,logprob,4
Cobra|Saw,logprob,3
Cobra|Screwdriver,logprob,4
Cobra|Shovel,logprob,4
Cobra|Spanner,logprob,4
Cobra|Vacuum,logprob,4
Crocodile|Alligator,logprob,7
Crocodile|Blindworm,logprob,1
Crocodile|Boapython,logprob,4
Crocodile|Caiman,logprob,6
Crocodile|Chameleon,logprob,1
Crocodile|Cobra,logprob,3
Crocodile|Crocodile,logprob,7
Crocodile|Dinosaur,logprob,3
Crocodile|Gecko,logprob,1
Crocodile|Lizard,logprob,4
Crocodile|Salamander,logprob,1
Crocodile|Snake,logprob,3
Crocodile|Toad,logprob,1
Crocodile|Tortoise,logprob,3
Crocodile|Turtle,logprob,3
Crocodile|Anvil,logprob,3
Crocodile|Axe,logprob,3
Crocodile|Chisel,logprob,3
Crocodile|Grindingdisk,logprob,1
Crocodile|Hammer,logprob,1
Crocodile|Knife,logprob,1
Crocodile|LawnMower,logprob,1
Crocodile|Nail,logprob,1
Crocodile|Oilcan,logprob,1
Crocodile|Paintbrush,logprob,1
Crocodile|Saw,logprob,4
Crocodile|Screwdriver,logprob,3
Crocodile|Shovel,logprob,2
Crocodile|Spanner,logprob,3
Crocodile|Vacuum,logprob,1
Dinosaur|Alligator,logprob,3
Dinosaur|Blindworm,logprob,1
Dinosaur|Boapython,logprob,3
Dinosaur|Caiman,logprob,4
Dinosaur|Chameleon,logprob,1
Dinosaur|Cobra,logprob,4
Dinosaur|Crocodile,logprob,7
Dinosaur|Dinosaur,logprob,7
Dinosaur|Gecko,logprob,1
Dinosaur|Lizard,logprob,7
Dinosaur|Salamander,logprob,1
Dinosaur|Snake,logprob,4
Dinosaur|Toad,logprob,1
Dinosaur|Tortoise,logprob,1
Dinosaur|Turtle,logprob,1
Dinosaur|Anvil,logprob,4
Dinosaur|Axe,logprob,1
Dinosaur|Chisel,logprob,3
Dinosaur|Grindingdisk,logprob,1
Dinosaur|Hammer,logprob,4
Dinosaur|Knife,logprob,1
Dinosaur|LawnMower,logprob,1
Dinosaur|Nail,logprob,1
Dinosaur|Oilcan,logprob,1
Dinosaur|Paintbrush,logprob,1
Dinosaur|Saw,logprob,1
Dinosaur|Screwdriver,logprob,1
Dinosaur|Shovel,logprob,1
Dinosaur|Spanner,logprob,3
Dinosaur|Vacuum,logprob,1
Gecko|Alligator,logprob,1
Gecko|Blindworm,logprob,1
Gecko|Boapython,logprob,4
Gecko|Caiman,logprob,3
Gecko|Chameleon,logprob,4
Gecko|Cobra,logprob,3
Gecko|Crocodile,logprob,1
Gecko|Dinosaur,logprob,1
Gecko|Gecko,logprob,7
Gecko|Lizard,logprob,4
Gecko|Salamander,logprob,3
Gecko|Snake,logprob,3
Gecko|Toad,logprob,2
Gecko|Tortoise,logprob,1
Gecko|Turtle,logprob,3
Gecko|Anvil,logprob,4
Gecko|Axe,logprob,1
Gecko|Chisel,logprob,4
Gecko|Grindingdisk,logprob,1
Gecko|Hammer,logprob,3
Gecko|Knife,logprob,1
Gecko|LawnMower,logprob,1
Gecko|Nail,logprob,3
Gecko|Oilcan,logprob,1
Gecko|Paintbrush,logprob,3
Gecko|Saw,logprob,3
Gecko|Screwdriver,logprob,1
Gecko|Shovel,logprob,1
Gecko|Spanner,logprob,4
Gecko|Vacuum,logprob,4
Lizard|Alligator,logprob,3
Lizard|Blindworm,logprob,4
Lizard|Boapython,logprob,2
Lizard|Caiman,logprob,4
Lizard|Chameleon,logprob,4
Lizard|Cobra,logprob,3
Lizard|Crocodile,logprob,3
Lizard|Dinosaur,logprob,3
Lizard|Gecko,logprob,4
Lizard|Lizard,logprob,7
Lizard|Salamander,logprob,3
Lizard|Snake,logprob,3
Lizard|Toad,logprob,3
Lizard|Tortoise,logprob,3
Lizard|Turtle,logprob,3
Lizard|Anvil,logprob,4
Lizard|Axe,logprob,3
Lizard|Chisel,logprob,4
Lizard|Grindingdisk,logprob,1
Lizard|Hammer,logprob,4
Lizard|Knife,logprob,1
Lizard|LawnMower,logprob,1
Lizard|Nail,logprob,1
Lizard|Oilcan,logprob,1
Lizard|Paintbrush,logprob,1
Lizard|Saw,logprob,3
Lizard|Screwdriver,logprob,3
Lizard|Shovel,logprob,2
Lizard|Spanner,logprob,2
Lizard|Vacuum,logprob,1
Salamander|Alligator,logprob,4
Salamander|Blindworm,logprob,3
Salamander|Boapython,logprob,4
Salamander|Caiman,logprob,4
Salamander|Chameleon,logprob,3
Salamander|Cobra,logprob,3
Salamander|Crocodile,logprob,1
Salamander|Dinosaur,logprob,1
Salamander|Gecko,logprob,3
Salamander|Lizard,logprob,1
Salamander|Salamander,logprob,7
Salamander|Snake,logprob,2
Salamander|Toad,logprob,3
Salamander|Tortoise,logprob,1
Salamander|Turtle,logprob,1
Salamander|Anvil,logprob,4
Salamander|Axe,logprob,3
Salamander|Chisel,logprob,4
Salamander|Grindingdisk,logprob,1
Salamander|Hammer,logprob,4
Salamander|Knife,logprob,1
Salamander|LawnMower,logprob,1
Salamander|Nail,logprob,1
Salamander|Oilcan,logprob,1
Salamander|Paintbrush,logprob,1
Salamander|Saw,logprob,1
Salamander|Screwdriver,logprob,1
Salamander|Shovel,logprob,2
Salamander|Spanner,logprob,4
Salamander|Vacuum,logprob,4
Snake|Alligator,logprob,3
Snake|Blindworm,logprob,4
Snake|Boapython,logprob,4
Snake|Caiman,logprob,4
Snake|Chameleon,logprob,3
Snake|Cobra,logprob,4
Snake|Crocodile,logprob,3
Snake|Dinosaur,logprob,3
Snake|Gecko,logprob,4
Snake|Lizard,logprob,3
Snake|Salamander,logprob,2
Snake|Snake,logprob,7
Snake|Toad,logprob,3
Snake|Tortoise,logprob,3
Snake|Turtle,logprob,3
Snake|Anvil,logprob,4
Snake|Axe,logprob,3
Snake|Chisel,logprob,3
Snake|Grindingdisk,logprob,1
Snake|Hammer,logprob,3
Snake|Knife,logprob,3
Snake|LawnMower,logprob,2
Snake|Nail,logprob,1
Snake|Oilcan,logprob,3
Snake|Paintbrush,logprob,4
Snake|Saw,logprob,3
Snake|Screwdriver,logprob,3
Snake|Shovel,logprob,7
Snake|Spanner,logprob,3
Snake|Vacuum,logprob,3
Toad|Alligator,logprob,3
Toad|Blindworm,logprob,3
Toad|Boapython,logprob,4
Toad|Caiman,logprob,4
Toad|Chameleon,logprob,3
Toad|Cobra,logprob,4
Toad|Crocodile,logprob,3
Toad|Dinosaur,logprob,3
Toad|Gecko,logprob,3
Toad|Lizard,logprob,3
Toad|Salamander,logprob,3
Toad|Snake,logprob,3
Toad|Toad,logprob,7
Toad|Tortoise,logprob,3
Toad|Turtle,logprob,7
Toad|Anvil,logprob,3
Toad|Axe,logprob,4
Toad|Chisel,logprob,3
Toad|Grindingdisk,logprob,4
Toad|Hammer,logprob,3
Toad|Knife,logprob,3
Toad|LawnMower,logprob,7
Toad|Nail,logprob,4
Toad|Oilcan,logprob,7
Toad|Paintbrush,logprob,4
Toad|Saw,logprob,7
Toad|Screwdriver,logprob,3
Toad|Shovel,logprob,3
Toad|Spanner,logprob,4
Toad|Vacuum,logprob,4
Tortoise|Alligator,logprob,3
Tortoise|Blindworm,logprob,4
Tortoise|Boapython,logprob,4
Tortoise|Caiman,logprob,3
Tortoise|Chameleon,logprob,2
Tortoise|Cobra,logprob,3
Tortoise|Crocodile,logprob,3
Tortoise|Dinosaur,logprob,3
Tortoise|Gecko,logprob,1
Tortoise|Lizard,logprob,3
Tortoise|Salamander,logprob,3
Tortoise|Snake,logprob,3
Tortoise|Toad,logprob,1
Tortoise|Tortoise,logprob,7
Tortoise|Turtle,logprob,7
Tortoise|Anvil,logprob,4
Tortoise|Axe,logprob,3
Tortoise|Chisel,logprob,4
Tortoise|Grindingdisk,logprob,4
Tortoise|Hammer,logprob,4
Tortoise|Knife,logprob,3
Tortoise|LawnMower,logprob,3
Tortoise|Nail,logprob,4
Tortoise|Oilcan,logprob,4
Tortoise|Paintbrush,logprob,3
Tortoise|Saw,logprob,3
Tortoise|Screwdriver,logprob,3
Tortoise|Shovel,logprob,4
Tortoise|Spanner,logprob,4
Tortoise|Vacuum,logprob,4
Turtle|Alligator,logprob,3
Turtle|Blindworm,logprob,4
Turtle|Boapython,logprob,3
Turtle|Caiman,logprob,3
Turtle|Chameleon,logprob,3
Turtle|Cobra,logprob,3
Turtle|Crocodile,logprob,3
Turtle|Dinosaur,logprob,3
Turtle|Gecko,logprob,3
Turtle|Lizard,logprob,3
Turtle|Salamander,logprob,3
Turtle|Snake,logprob,3
Turtle|Toad,logprob,3
Turtle|Tortoise,logprob,7
Turtle|Turtle,logprob,7
Turtle|Anvil,logprob,3
Turtle|Axe,logprob,3
Turtle|Chisel,logprob,4
Turtle|Grindingdisk,logprob,1
Turtle|Hammer,logprob,4
Turtle|Knife,logprob,1
Turtle|LawnMower,logprob,1
Turtle|Nail,logprob,3
Turtle|Oilcan,logprob,1
Turtle|Paintbrush,logprob,3
Turtle|Saw,logprob,3
Turtle|Screwdriver,logprob,3
Turtle|Shovel,logprob,1
Turtle|Spanner,logprob,3
Turtle|Vacuum,logprob,1
Anvil|Alligator,logprob,4
Anvil|Blindworm,logprob,4
Anvil|Boapython,logprob,4
Anvil|Caiman,logprob,4
Anvil|Chameleon,logprob,4
Anvil|Cobra,logprob,4
Anvil|Crocodile,logprob,3
Anvil|Dinosaur,logprob,4
Anvil|Gecko,logprob,4
Anvil|Lizard,logprob,3
Anvil|Salamander,logprob,4
Anvil|Snake,logprob,3
Anvil|Toad,logprob,4
Anvil|Tortoise,logprob,4
Anvil|Turtle,logprob,3
Anvil|Anvil,logprob,7
Anvil|Axe,logprob,4
Anvil|Chisel,logprob,4
Anvil|Grindingdisk,logprob,4
Anvil|Hammer,logprob,6
Anvil|Knife,logprob,4
Anvil|LawnMower,logprob,3
Anvil|Nail,logprob,6
Anvil|Oilcan,logprob,4
Anvil|Paintbrush,logprob,4
Anvil|Saw,logprob,4
Anvil|Screwdriver,logprob,3
Anvil|Shovel,logprob,4
Anvil|Spanner,logprob,4
Anvil|Vacuum,logprob,4
Axe|Alligator,logprob,4
Axe|Blindworm,logprob,2
Axe|Boapython,logprob,4
Axe|Caiman,logprob,4
Axe|Chameleon,logprob,3
Axe|Cobra,logprob,3
Axe|Crocodile,logprob,3
Axe|Dinosaur,logprob,3
Axe|Gecko,logprob,3
Axe|Lizard,logprob,3
Axe|Salamander,logprob,3
Axe|Snake,logprob,3
Axe|Toad,logprob,3
Axe|Tortoise,logprob,3
Axe|Turtle,logprob,3
Axe|Anvil,logprob,4
Axe|Axe,logprob,7
Axe|Chisel,logprob,4
Axe|Grindingdisk,logprob,4
Axe|Hammer,logprob,4
Axe|Knife,logprob,4
Axe|LawnMower,logprob,3
Axe|Nail,logprob,1
Axe|Oilcan,logprob,3
Axe|Paintbrush,logprob,3
Axe|Saw,logprob,4
Axe|Screwdriver,logprob,3
Axe|Shovel,logprob,3
Axe|Spanner,logprob,3
Axe|Vacuum,logprob,4
Chisel|Alligator,logprob,4
Chisel|Blindworm,logprob,4
Chisel|Boapython,logprob,3
Chisel|Caiman,logprob,4
Chisel|Chameleon,logprob,4
Chisel|Cobra,logprob,4
Chisel|Crocodile,logprob,4
Chisel|Dinosaur,logprob,4
Chisel|Gecko,logprob,4
Chisel|Lizard,logprob,4
Chisel|Salamander,logprob,4
Chisel|Snake,logprob,3
Chisel|Toad,logprob,4
Chisel|Tortoise,logprob,4
Chisel|Turtle,logprob,3
Chisel|Anvil,logprob,6
Chisel|Axe,logprob,6
Chisel|Chisel,logprob,7
Chisel|Grindingdisk,logprob,6
Chisel|Hammer,logprob,7
Chisel|Knife,logprob,4
Chisel|LawnMower,logprob,4
Chisel|Nail,logprob,6
Chisel|Oilcan,logprob,4
Chisel|Paintbrush,logprob,4
Chisel|Saw,logprob,6
Chisel|Screwdriver,logprob,3
Chisel|Shovel,logprob,4
Chisel|Spanner,logprob,6
Chisel|Vacuum,logprob,4
Grindingdisk|Alligator,logprob,4
Grindingdisk|Blindworm,logprob,1
Grindingdisk|Boapython,logprob,4
Grindingdisk|Caiman,logprob,4
Grindingdisk|Chameleon,logprob,1
Grindingdisk|Cobra,logprob,3
Grindingdisk|Crocodile,logprob,1
Grindingdisk|Dinosaur,logprob,1
Grindingdisk|Gecko,logprob,4
Grindingdisk|Lizard,logprob,1
Grindingdisk|Salamander,logprob,1
Grindingdisk|Snake,logprob,1
Grindingdisk|Toad,logprob,1
Grindingdisk|Tortoise,logprob,1
Grindingdisk|Turtle,logprob,1
Grindingdisk|Anvil,logprob,3
Grindingdisk|Axe,logprob,4
Grindingdisk|Chisel,logprob,3
Grindingdisk|Grindingdisk,logprob,7
Grindingdisk|Hammer,logprob,4
Grindingdisk|Knife,logprob,3
Grindingdisk|LawnMower,logprob,1
Grindingdisk|Nail,logprob,1
Grindingdisk|Oilcan,logprob,1
Grindingdisk|Paintbrush,logprob,1
Grindingdisk|Saw,logprob,4
Grindingdisk|Screwdriver,logprob,1
Grindingdisk|Shovel,logprob,3
Grindingdisk|Spanner,logprob,1
Grindingdisk|Vacuum,logprob,1
Hammer|Alligator,logprob,6
Hammer|Blindworm,logprob,3
Hammer|Boapython,logprob,6
Hammer|Caiman,logprob,4
Hammer|Chameleon,logprob,3
Hammer|Cobra,logprob,4
Hammer|Crocodile,logprob,4
Hammer|Dinosaur,logprob,4
Hammer|Gecko,logprob,4
Hammer|Lizard,logprob,3
Hammer|Salamander,logprob,4
Hammer|Snake,logprob,3
Hammer|Toad,logprob,3
Hammer|Tortoise,logprob,4
Hammer|Turtle,logprob,4
Hammer|Anvil,logprob,6
Hammer|Axe,logprob,4
Hammer|Chisel,logprob,6
Hammer|Grindingdisk,logprob,6
Hammer|Hammer,logprob,7
Hammer|Knife,logprob,4
Hammer|LawnMower,logprob,4
Hammer|Nail,logprob,7
Hammer|Oilcan,logprob,4
Hammer|Paintbrush,logprob,3
Hammer|Saw,logprob,4
Hammer|Screwdriver,logprob,1
Hammer|Shovel,logprob,7
Hammer|Spanner,logprob,7
Hammer|Vacuum,logprob,3
Knife|Alligator,logprob,3
Knife|Blindworm,logprob,4
Knife|Boapython,logprob,4
Knife|Caiman,logprob,4
Knife|Chameleon,logprob,3
Knife|Cobra,logprob,4
Knife|Crocodile,logprob,4
Knife|Dinosaur,logprob,3
Knife|Gecko,logprob,3
Knife|Lizard,logprob,3
Knife|Salamander,logprob,3
Knife|Snake,logprob,3
Knife|Toad,logprob,3
Knife|Tortoise,logprob,2
Knife|Turtle,logprob,3
Knife|Anvil,logprob,4
Knife|Axe,logprob,6
Knife|Chisel,logprob,4
Knife|Grindingdisk,logprob,1
Knife|Hammer,logprob,4
Knife|Knife,logprob,7
Knife|LawnMower,logprob,3
Knife|Nail,logprob,4
Knife|Oilcan,logprob,1
Knife|Paintbrush,logprob,1
Knife|Saw,logprob,4
Knife|Screwdriver,logprob,3
Knife|Shovel,logprob,4
Knife|Spanner,logprob,3
Knife|Vacuum,logprob,4
LawnMower|Alligator,logprob,1
LawnMower|Blindworm,logprob,1
LawnMower|Boapython,logprob,4
LawnMower|Caiman,logprob,3
LawnMower|Chameleon,logprob,4
LawnMower|Cobra,logprob,4
LawnMower|Crocodile,logprob,3
LawnMower|Dinosaur,logprob,1
LawnMower|Gecko,logprob,3
LawnMower|Lizard,logprob,1
LawnMower|Salamander,logprob,2
LawnMower|Snake,logprob,4
LawnMower|Toad,logprob,4
LawnMower|Tortoise,logprob,3
LawnMower|Turtle,logprob,1
LawnMower|Anvil,logprob,3
LawnMower|Axe,logprob,4
LawnMower|Chisel,logprob,2
LawnMower|Grindingdisk,logprob,1
LawnMower|Hammer,logprob,1
LawnMower|Knife,logprob,1
LawnMower|LawnMower,logprob,7
LawnMower|Nail,logprob,1
LawnMower|Oilcan,logprob,1
LawnMower|Paintbrush,logprob,3
LawnMower|Saw,logprob,1
LawnMower|Screwdriver,logprob,1
LawnMower|Shovel,logprob,2
LawnMower|Spanner,logprob,4
LawnMower|Vacuum,logprob,4
Nail|Alligator,logprob,3
Nail|Blindworm,logprob,1
Nail|Boapython,logprob,4
Nail|Caiman,logprob,3
Nail|Chameleon,logprob,4
Nail|Cobra,logprob,4
Nail|Crocodile,logprob,3
Nail|Dinosaur,logprob,3
Nail|Gecko,logprob,1
Nail|Lizard,logprob,3
Nail|Salamander,logprob,1
Nail|Snake,logprob,3
Nail|Toad,logprob,3
Nail|Tortoise,logprob,3
Nail|Turtle,logprob,3
Nail|Anvil,logprob,6
Nail|Axe,logprob,1
Nail|Chisel,logprob,3
Nail|Grindingdisk,logprob,1
Nail|Hammer,logprob,7
Nail|Knife,logprob,3
Nail|LawnMower,logprob,1
Nail|Nail,logprob,7
Nail|Oilcan,logprob,1
Nail|Paintbrush,logprob,4
Nail|Saw,logprob,3
Nail|Screwdriver,logprob,3
Nail|Shovel,logprob,7
Nail|Spanner,logprob,3
Nail|Vacuum,logprob,4
Oilcan|Alligator,logprob,3
Oilcan|Blindworm,logprob,4
Oilcan|Boapython,logprob,4
Oilcan|Caiman,logprob,3
Oilcan|Chameleon,logprob,3
Oilcan|Cobra,logprob,3
Oilcan|Crocodile,logprob,3
Oilcan|Dinosaur,logprob,4
Oilcan|Gecko,logprob,3
Oilcan|Lizard,logprob,3
Oilcan|Salamander,logprob,3
Oilcan|Snake,logprob,4
Oilcan|Toad,logprob,3
Oilcan|Tortoise,logprob,3
Oilcan|Turtle,logprob,1
Oilcan|Anvil,logprob,4
Oilcan|Axe,logprob,3
Oilcan|Chisel,logprob,4
Oilcan|Grindingdisk,logprob,1
Oilcan|Hammer,logprob,3
Oilcan|Knife,logprob,1
Oilcan|LawnMower,logprob,3
Oilcan|Nail,logprob,1
Oilcan|Oilcan,logprob,7
Oilcan|Paintbrush,logprob,1
Oilcan|Saw,logprob,2
Oilcan|Screwdriver,logprob,4
Oilcan|Shovel,logprob,4
Oilcan|Spanner,logprob,4
Oilcan|Vacuum,logprob,4
Paintbrush|Alligator,logprob,3
Paintbrush|Blindworm,logprob,3
Paintbrush|Boapython,logprob,4
Paintbrush|Caiman,logprob,3
Paintbrush|Chameleon,logprob,4
Paintbrush|Cobra,logprob,4
Paintbrush|Crocodile,logprob,3
Paintbrush|Dinosaur,logprob,1
Paintbrush|Gecko,logprob,4
Paintbrush|Lizard,logprob,3
Paintbrush|Salamander,logprob,4
Paintbrush|Snake,logprob,1
Paintbrush|Toad,logprob,3
Paintbrush|Tortoise,logprob,3
Paintbrush|Turtle,logprob,3
Paintbrush|Anvil,logprob,4
Paintbrush|Axe,logprob,3
Paintbrush|Chisel,logprob,3
Paintbrush|Grindingdisk,logprob,1
Paintbrush|Hammer,logprob,1
Paintbrush|Knife,logprob,3
Paintbrush|LawnMower,logprob,3
Paintbrush|Nail,logprob,1
Paintbrush|Oilcan,logprob,1
Paintbrush|Paintbrush,logprob,7
Paintbrush|Saw,logprob,1
Paintbrush|Screwdriver,logprob,1
Paintbrush|Shovel,logprob,1
Paintbrush|Spanner,logprob,3
Paintbrush|Vacuum,logprob,1
Saw|Alligator,logprob,3
Saw|Blindworm,logprob,4
Saw|Boapython,logprob,6
Saw|Caiman,logprob,4
Saw|Chameleon,logprob,3
Saw|Cobra,logprob,3
Saw|Crocodile,logprob,4
Saw|Dinosaur,logprob,1
Saw|Gecko,logprob,7
Saw|Lizard,logprob,4
Saw|Salamander,logprob,3
Saw|Snake,logprob,7
Saw|Toad,logprob,4
Saw|Tortoise,logprob,3
Saw|Turtle,logprob,3
Saw|Anvil,logprob,6
Saw|Axe,logprob,7
Saw|Chisel,logprob,7
Saw|Grindingdisk,logprob,7
Saw|Hammer,logprob,6
Saw|Knife,logprob,7
Saw|LawnMower,logprob,7
Saw|Nail,logprob,7
Saw|Oilcan,logprob,1
Saw|Paintbrush,logprob,4
Saw|Saw,logprob,7
Saw|Screwdriver,logprob,7
Saw|Shovel,logprob,7
Saw|Spanner,logprob,7
Saw|Vacuum,logprob,4
Screwdriver|Alligator,logprob,3
Screwdriver|Blindworm,logprob,2
Screwdriver|Boapython,logprob,4
Screwdriver|Caiman,logprob,4
Screwdriver|Chameleon,logprob,3
Screwdriver|Cobra,logprob,4
Screwdriver|Crocodile,logprob,3
Screwdriver|Dinosaur,logprob,1
Screwdriver|Gecko,logprob,3
Screwdriver|Lizard,logprob,3
Screwdriver|Salamander,logprob,3
Screwdriver|Snake,logprob,3
Screwdriver|Toad,logprob,3
Screwdriver|Tortoise,logprob,3
Screwdriver|Turtle,logprob,3
Screwdriver|Anvil,logprob,4
Screwdriver|Axe,logprob,3
Screwdriver|Chisel,logprob,3
Screwdriver|Grindingdisk,logprob,1
Screwdriver|Hammer,logprob,3
Screwdriver|Knife,logprob,3
Screwdriver|LawnMower,logprob,3
Screwdriver|Nail,logprob,1
Screwdriver|Oilcan,logprob,2
Screwdriver|Paintbrush,logprob,3
Screwdriver|Saw,logprob,2
Screwdriver|Screwdriver,logprob,7
Screwdriver|Shovel,logprob,1
Screwdriver|Spanner,logprob,3
Screwdriver|Vacuum,logprob,1
Shovel|Alligator,logprob,3
Shovel|Blindworm,logprob,2
Shovel|Boapython,logprob,3
Shovel|Caiman,logprob,3
Shovel|Chameleon,logprob,3
Shovel|Cobra,logprob,3
Shovel|Crocodile,logprob,3
Shovel|Dinosaur,logprob,3
Shovel|Gecko,logprob,1
Shovel|Lizard,logprob,3
Shovel|Salamander,logprob,3
Shovel|Snake,logprob,4
Shovel|Toad,logprob,3
Shovel|Tortoise,logprob,3
Shovel|Turtle,logprob,3
Shovel|Anvil,logprob,3
Shovel|Axe,logprob,4
Shovel|Chisel,logprob,4
Shovel|Grindingdisk,logprob,1
Shovel|Hammer,logprob,4
Shovel|Knife,logprob,3
Shovel|LawnMower,logprob,6
Shovel|Nail,logprob,7
Shovel|Oilcan,logprob,1
Shovel|Paintbrush,logprob,1
Shovel|Saw,logprob,3
Shovel|Screwdriver,logprob,3
Shovel|Shovel,logprob,7
Shovel|Spanner,logprob,7
