input,prompt,response,prompt_variant
antelope|cheetah|camel,"Reply with only cheetah or camel. Compared with antelope, which option is closer in meaning?",Cheetah.,paraphrase
antelope|cheetah|ant,"Reply with only cheetah or ant. Compared with antelope, which option is closer in meaning?",Cheetah.,paraphrase
antelope|cheetah|beetle,"Reply with only cheetah or beetle. Compared with antelope, which option is closer in meaning?",Cheetah.,paraphrase
antelope|cheetah|bird,"Reply with only cheetah or bird. Compared with antelope, which option is closer in meaning?",Cheetah.,paraphrase
antelope|cheetah|file,"Reply with only cheetah or file. Compared with antelope, which option is closer in meaning?",Cheetah.,paraphrase
antelope|cheetah|chocolate,"Reply with only cheetah or chocolate. Compared with antelope, which option is closer in meaning?",chocolate,paraphrase
antelope|cheetah|bench,"Reply with only cheetah or bench. Compared with antelope, which option is closer in meaning?",Cheetah.,paraphrase
antelope|cheetah|missile,"Reply with only cheetah or missile. Compared with antelope, which option is closer in meaning?",Cheetah.,paraphrase
antelope|cheetah|tree,"Reply with only cheetah or tree. Compared with antelope, which option is closer in meaning?",Cheetah,paraphrase
antelope|cheetah|bassoon,"Reply with only cheetah or bassoon. Compared with antelope, which option is closer in meaning?",bassoon,paraphrase
antelope|cheetah|artichoke,"Reply with only cheetah or artichoke. Compared with antelope, which option is closer in meaning?",Cheetah.,paraphrase
antelope|cheetah|blender,"Reply with only cheetah or blender. Compared with antelope, which option is closer in meaning?",Cheetah.,paraphrase
antelope|cheetah|dress,"Reply with only cheetah or dress. Compared with antelope, which option is closer in meaning?",Cheetah.,paraphrase
antelope|cheetah|car,"Reply with only cheetah or car. Compared with antelope, which option is closer in meaning?",Cheetah.,paraphrase
antelope|cheetah|crowbar,"Reply with only cheetah or crowbar. Compared with antelope, which option is closer in meaning?",Cheetah.,paraphrase
antelope|cheetah|cactus,"Reply with only cheetah or cactus. Compared with antelope, which option is closer in meaning?",Cheetah.,paraphrase
antelope|cheetah|candle,"Reply with only cheetah or candle. Compared with antelope, which option is closer in meaning?",Cheetah.,paraphrase
antelope|cheetah|burrito,"Reply with only cheetah or burrito. Compared with antelope, which option is closer in meaning?",Cheetah,paraphrase
antelope|cheetah|bell,"Reply with only cheetah or bell. Compared with antelope, which option is closer in meaning?",Cheetah,paraphrase
antelope|cheetah|drill,"Reply with only cheetah or drill. Compared with antelope, which option is closer in meaning?",Cheetah.,paraphrase
antelope|cheetah|blackberry,"Reply with only cheetah or blackberry. Compared with antelope, which option is closer in meaning?",Cheetah.,paraphrase
antelope|cheetah|tumbleweed,"Reply with only cheetah or tumbleweed. Compared with antelope, which option is closer in meaning?",Cheetah.,paraphrase
antelope|beaver|anteater,"Reply with only beaver or anteater. Compared with antelope, which option is closer in meaning?",beaver,paraphrase
antelope|beaver|bear,"Reply with only beaver or bear. Compared with antelope, which option is closer in meaning?",beaver,paraphrase
antelope|beaver|ostrich,"Reply with only beaver or ostrich. Compared with antelope, which option is closer in meaning?",ostrich,paraphrase
antelope|beaver|camel,"Reply with only beaver or camel. Compared with antelope, which option is closer in meaning?",beaver,paraphrase
antelope|beaver|ant,"Reply with only beaver or ant. Compared with antelope, which option is closer in meaning?",beaver,paraphrase
antelope|beaver|beetle,"Reply with only beaver or beetle. Compared with antelope, which option is closer in meaning?",Beaver.,paraphrase
antelope|beaver|bird,"Reply with only beaver or bird. Compared with antelope, which option is closer in meaning?",beaver,paraphrase
antelope|beaver|file,"Reply with only beaver or file. Compared with antelope, which option is closer in meaning?",file,paraphrase
antelope|beaver|chocolate,"Reply with only beaver or chocolate. Compared with antelope, which option is closer in meaning?",chocolate,paraphrase
antelope|beaver|bench,"Reply with only beaver or bench. Compared with antelope, which option is closer in meaning?",bench,paraphrase
antelope|beaver|missile,"Reply with only beaver or missile. Compared with antelope, which option is closer in meaning?",beaver,paraphrase
antelope|beaver|tree,"Reply with only beaver or tree. Compared with antelope, which option is closer in meaning?",beaver,paraphrase
antelope|beaver|bassoon,"Reply with only beaver or bassoon. Compared with antelope, which option is closer in meaning?",Bassoon.,paraphrase
antelope|beaver|artichoke,"Reply with only beaver or artichoke. Compared with antelope, which option is closer in meaning?",beaver,paraphrase
antelope|beaver|blender,"Reply with only beaver or blender. Compared with antelope, which option is closer in meaning?",beaver,paraphrase
antelope|beaver|dress,"Reply with only beaver or dress. Compared with antelope, which option is closer in meaning?",beaver,paraphrase
antelope|beaver|car,"Reply with only beaver or car. Compared with antelope, which option is closer in meaning?",beaver,paraphrase
antelope|beaver|crowbar,"Reply with only beaver or crowbar. Compared with antelope, which option is closer in meaning?",Crowbar.,paraphrase
antelope|beaver|cactus,"Reply with only beaver or cactus. Compared with antelope, which option is closer in meaning?",cactus,paraphrase
antelope|beaver|candle,"Reply with only beaver or candle. Compared with antelope, which option is closer in meaning?",candle,paraphrase
antelope|beaver|burrito,"Reply with only beaver or burrito. Compared with antelope, which option is closer in meaning?",burrito,paraphrase
antelope|beaver|bell,"Reply with only beaver or bell. Compared with antelope, which option is closer in meaning?",beaver,paraphrase
antelope|beaver|drill,"Reply with only beaver or drill. Compared with antelope, which option is closer in meaning?",Drill.,paraphrase
antelope|beaver|blackberry,"Reply with only beaver or blackberry. Compared with antelope, which option is closer in meaning?",beaver,paraphrase
antelope|beaver|tumbleweed,"Reply with only beaver or tumbleweed. Compared with antelope, which option is closer in meaning?",beaver,paraphrase
antelope|anteater|bear,"Reply with only anteater or bear. Compared with antelope, which option is closer in meaning?",bear,paraphrase
antelope|anteater|ostrich,"Reply with only anteater or ostrich. Compared with antelope, which option is closer in meaning?",ostrich,paraphrase
antelope|anteater|camel,"Reply with only anteater or camel. Compared with antelope, which option is closer in meaning?",antelope,paraphrase
antelope|anteater|ant,"Reply with only anteater or ant. Compared with antelope, which option is closer in meaning?",ant,paraphrase
antelope|anteater|beetle,"Reply with only anteater or beetle. Compared with antelope, which option is closer in meaning?",antelope,paraphrase
antelope|anteater|bird,"Reply with only anteater or bird. Compared with antelope, which option is closer in meaning?",bird,paraphrase
antelope|anteater|file,"Reply with only anteater or file. Compared with antelope, which option is closer in meaning?",file,paraphrase
antelope|anteater|chocolate,"Reply with only anteater or chocolate. Compared with antelope, which option is closer in meaning?",chocolate,paraphrase
antelope|anteater|bench,"Reply with only anteater or bench. Compared with antelope, which option is closer in meaning?",bench,paraphrase
antelope|anteater|missile,"Reply with only anteater or missile. Compared with antelope, which option is closer in meaning?",antelope,paraphrase
antelope|anteater|tree,"Reply with only anteater or tree. Compared with antelope, which option is closer in meaning?",tree,paraphrase
antelope|anteater|bassoon,"Reply with only anteater or bassoon. Compared with antelope, which option is closer in meaning?",bassoon,paraphrase
antelope|anteater|artichoke,"Reply with only anteater or artichoke. Compared with antelope, which option is closer in meaning?",artichoke,paraphrase
antelope|anteater|blender,"Reply with only anteater or blender. Compared with antelope, which option is closer in meaning?",antelope,paraphrase
antelope|anteater|dress,"Reply with only anteater or dress. Compared with antelope, which option is closer in meaning?",dress,paraphrase
antelope|anteater|car,"Reply with only anteater or car. Compared with antelope, which option is closer in meaning?",car,paraphrase
antelope|anteater|crowbar,"Reply with only anteater or crowbar. Compared with antelope, which option is closer in meaning?",crowbar,paraphrase
antelope|anteater|cactus,"Reply with only anteater or cactus. Compared with antelope, which option is closer in meaning?",cactus,paraphrase
antelope|anteater|candle,"Reply with only anteater or candle. Compared with antelope, which option is closer in meaning?",candle,paraphrase
antelope|anteater|burrito,"Reply with only anteater or burrito. Compared with antelope, which option is closer in meaning?",burrito,paraphrase
antelope|anteater|bell,"Reply with only anteater or bell. Compared with antelope, which option is closer in meaning?",bell,paraphrase
antelope|anteater|drill,"Reply with only anteater or drill. Compared with antelope, which option is closer in meaning?",Drill.,paraphrase
antelope|anteater|blackberry,"Reply with only anteater or blackberry. Compared with antelope, which option is closer in meaning?",blackberry,paraphrase
antelope|anteater|tumbleweed,"Reply with only anteater or tumbleweed. Compared with antelope, which option is closer in meaning?",tumbleweed,paraphrase
antelope|bear|ostrich,"Reply with only bear or ostrich. Compared with antelope, which option is closer in meaning?",ostrich,paraphrase
antelope|bear|camel,"Reply with only bear or camel. Compared with antelope, which option is closer in meaning?",camel,paraphrase
antelope|bear|ant,"Reply with only bear or ant. Compared with antelope, which option is closer in meaning?",ant,paraphrase
antelope|bear|beetle,"Reply with only bear or beetle. Compared with antelope, which option is closer in meaning?",beetle,paraphrase
antelope|bear|bird,"Reply with only bear or bird. Compared with antelope, which option is closer in meaning?",antelope,paraphrase
antelope|bear|file,"Reply with only bear or file. Compared with antelope, which option is closer in meaning?",file,paraphrase
antelope|bear|chocolate,"Reply with only bear or chocolate. Compared with antelope, which option is closer in meaning?",chocolate,paraphrase
antelope|bear|bench,"Reply with only bear or bench. Compared with antelope, which option is closer in meaning?",bench,paraphrase
antelope|bear|missile,"Reply with only bear or missile. Compared with antelope, which option is closer in meaning?",missile,paraphrase
antelope|bear|tree,"Reply with only bear or tree. Compared with antelope, which option is closer in meaning?",tree,paraphrase
antelope|bear|bassoon,"Reply with only bear or bassoon. Compared with antelope, which option is closer in meaning?",bassoon,paraphrase
antelope|bear|artichoke,"Reply with only bear or artichoke. Compared with antelope, which option is closer in meaning?",artichoke,paraphrase
antelope|bear|blender,"Reply with only bear or blender. Compared with antelope, which option is closer in meaning?",blender,paraphrase
antelope|bear|dress,"Reply with only bear or dress. Compared with antelope, which option is closer in meaning?",dress,paraphrase
antelope|bear|car,"Reply with only bear or car. Compared with antelope, which option is closer in meaning?",car,paraphrase
antelope|bear|crowbar,"Reply with only bear or crowbar. Compared with antelope, which option is closer in meaning?",crowbar,paraphrase
antelope|bear|cactus,"Reply with only bear or cactus. Compared with antelope, which option is closer in meaning?",cactus,paraphrase
antelope|bear|candle,"Reply with only bear or candle. Compared with antelope, which option is closer in meaning?",candle,paraphrase
antelope|bear|burrito,"Reply with only bear or burrito. Compared with antelope, which option is closer in meaning?",burrito,paraphrase
antelope|bear|bell,"Reply with only bear or bell. Compared with antelope, which option is closer in meaning?",bell,paraphrase
antelope|bear|drill,"Reply with only bear or drill. Compared with antelope, which option is closer in meaning?",drill,paraphrase
antelope|bear|blackberry,"Reply with only bear or blackberry. Compared with antelope, which option is closer in meaning?",blackberry,paraphrase
antelope|bear|tumbleweed,"Reply with only bear or tumbleweed. Compared with antelope, which option is closer in meaning?",tumbleweed,paraphrase
antelope|ostrich|camel,"Reply with only ostrich or camel. Compared with antelope, which option is closer in meaning?",ostrich,paraphrase
antelope|ostrich|ant,"Reply with only ostrich or ant. Compared with antelope, which option is closer in meaning?",ostrich,paraphrase
antelope|ostrich|beetle,"Reply with only ostrich or beetle. Compared with antelope, which option is closer in meaning?",ostrich,paraphrase
antelope|ostrich|bird,"Reply with only ostrich or bird. Compared with antelope, which option is closer in meaning?",ostrich,paraphrase
antelope|ostrich|file,"Reply with only ostrich or file. Compared with antelope, which option is closer in meaning?",file,paraphrase
antelope|ostrich|chocolate,"Reply with only ostrich or chocolate. Compared with antelope, which option is closer in meaning?",chocolate,paraphrase
antelope|ostrich|bench,"Reply with only ostrich or bench. Compared with antelope, which option is closer in meaning?",ostrich,paraphrase
antelope|ostrich|missile,"Reply with only ostrich or missile. Compared with antelope, which option is closer in meaning?",ostrich,paraphrase
antelope|ostrich|tree,"Reply with only ostrich or tree. Compared with antelope, which option is closer in meaning?",ostrich,paraphrase
antelope|ostrich|bassoon,"Reply with only ostrich or bassoon. Compared with antelope, which option is closer in meaning?",Bassoon.,paraphrase
antelope|ostrich|artichoke,"Reply with only ostrich or artichoke. Compared with antelope, which option is closer in meaning?",ostrich,paraphrase
antelope|ostrich|blender,"Reply with only ostrich or blender. Compared with antelope, which option is closer in meaning?",ostrich,paraphrase
antelope|ostrich|dress,"Reply with only ostrich or dress. Compared with antelope, which option is closer in meaning?",ostrich,paraphrase
antelope|ostrich|car,"Reply with only ostrich or car. Compared with antelope, which option is closer in meaning?",ostrich,paraphrase
antelope|ostrich|crowbar,"Reply with only ostrich or crowbar. Compared with antelope, which option is closer in meaning?",crowbar,paraphrase
antelope|ostrich|cactus,"Reply with only ostrich or cactus. Compared with antelope, which option is closer in meaning?",cactus,paraphrase
antelope|ostrich|candle,"Reply with only ostrich or candle. Compared with antelope, which option is closer in meaning?",Candle.,paraphrase
antelope|ostrich|burrito,"Reply with only ostrich or burrito. Compared with antelope, which option is closer in meaning?",burrito,paraphrase
antelope|ostrich|bell,"Reply with only ostrich or bell. Compared with antelope, which option is closer in meaning?",ostrich,paraphrase
antelope|ostrich|drill,"Reply with only ostrich or drill. Compared with antelope, which option is closer in meaning?",Drill.,paraphrase
antelope|ostrich|blackberry,"Reply with only ostrich or blackberry. Compared with antelope, which option is closer in meaning?",ostrich,paraphrase
antelope|ostrich|tumbleweed,"Reply with only ostrich or tumbleweed. Compared with antelope, which option is closer in meaning?",ostrich,paraphrase
antelope|camel|ant,"Reply with only camel or ant. Compared with antelope, which option is closer in meaning?",Camel.,paraphrase
antelope|camel|beetle,"Reply with only camel or beetle. Compared with antelope, which option is closer in meaning?",Camel.,paraphrase
antelope|camel|bird,"Reply with only camel or bird. Compared with antelope, which option is closer in meaning?",Camel.,paraphrase
antelope|camel|file,"Reply with only camel or file. Compared with antelope, which option is closer in meaning?",Camel.,paraphrase
antelope|camel|chocolate,"Reply with only camel or chocolate. Compared with antelope, which option is closer in meaning?",Camel.,paraphrase
antelope|camel|bench,"Reply with only camel or bench. Compared with antelope, which option is closer in meaning?",Camel.,paraphrase
antelope|camel|missile,"Reply with only camel or missile. Compared with antelope, which option is closer in meaning?",Camel.,paraphrase
antelope|camel|tree,"Reply with only camel or tree. Compared with antelope, which option is closer in meaning?",Camel.,paraphrase
antelope|camel|bassoon,"Reply with only camel or bassoon. Compared with antelope, which option is closer in meaning?",Bassoon.,paraphrase
antelope|camel|artichoke,"Reply with only camel or artichoke. Compared with antelope, which option is closer in meaning?",Camel.,paraphrase
antelope|camel|blender,"Reply with only camel or blender. Compared with antelope, which option is closer in meaning?",Camel.,paraphrase
antelope|camel|dress,"Reply with only camel or dress. Compared with antelope, which option is closer in meaning?",Camel.,paraphrase
antelope|camel|car,"Reply with only camel or car. Compared with antelope, which option is closer in meaning?",Camel.,paraphrase
antelope|camel|crowbar,"Reply with only camel or crowbar. Compared with antelope, which option is closer in meaning?",Camel.,paraphrase
antelope|camel|cactus,"Reply with only camel or cactus. Compared with antelope, which option is closer in meaning?",Camel.,paraphrase
antelope|camel|candle,"Reply with only camel or candle. Compared with antelope, which option is closer in meaning?",Candle.,paraphrase
antelope|camel|burrito,"Reply with only camel or burrito. Compared with antelope, which option is closer in meaning?",Camel.,paraphrase
antelope|camel|bell,"Reply with only camel or bell. Compared with antelope, which option is closer in meaning?",Camel.,paraphrase
antelope|camel|drill,"Reply with only camel or drill. Compared with antelope, which option is closer in meaning?",Drill.,paraphrase
antelope|camel|blackberry,"Reply with only camel or blackberry. Compared with antelope, which option is closer in meaning?",Camel.,paraphrase
antelope|camel|tumbleweed,"Reply with only camel or tumbleweed. Compared with antelope, which option is closer in meaning?",Camel.,paraphrase
antelope|ant|beetle,"Reply with only ant or beetle. Compared with antelope, which option is closer in meaning?",Beetle.,paraphrase
antelope|ant|bird,"Reply with only ant or bird. Compared with antelope, which option is closer in meaning?",antelope,paraphrase
antelope|ant|file,"Reply with only ant or file. Compared with antelope, which option is closer in meaning?",ant,paraphrase
antelope|ant|chocolate,"Reply with only ant or chocolate. Compared with antelope, which option is closer in meaning?",chocolate,paraphrase
antelope|ant|bench,"Reply with only ant or bench. Compared with antelope, which option is closer in meaning?",bench,paraphrase
antelope|ant|missile,"Reply with only ant or missile. Compared with antelope, which option is closer in meaning?",ant,paraphrase
antelope|ant|tree,"Reply with only ant or tree. Compared with antelope, which option is closer in meaning?",ant,paraphrase
antelope|ant|bassoon,"Reply with only ant or bassoon. Compared with antelope, which option is closer in meaning?",Bassoon.,paraphrase
antelope|ant|artichoke,"Reply with only ant or artichoke. Compared with antelope, which option is closer in meaning?",ant,paraphrase
antelope|ant|blender,"Reply with only ant or blender. Compared with antelope, which option is closer in meaning?",antelope,paraphrase
antelope|ant|dress,"Reply with only ant or dress. Compared with antelope, which option is closer in meaning?",ant,paraphrase
antelope|ant|car,"Reply with only ant or car. Compared with antelope, which option is closer in meaning?",ant,paraphrase
antelope|ant|crowbar,"Reply with only ant or crowbar. Compared with antelope, which option is closer in meaning?",ant,paraphrase
antelope|ant|cactus,"Reply with only ant or cactus. Compared with antelope, which option is closer in meaning?",ant,paraphrase
antelope|ant|candle,"Reply with only ant or candle. Compared with antelope, which option is closer in meaning?",Candle.,paraphrase
antelope|ant|burrito,"Reply with only ant or burrito. Compared with antelope, which option is closer in meaning?",burrito,paraphrase
antelope|ant|bell,"Reply with only ant or bell. Compared with antelope, which option is closer in meaning?",bell,paraphrase
antelope|ant|drill,"Reply with only ant or drill. Compared with antelope, which option is closer in meaning?",Drill.,paraphrase
antelope|ant|blackberry,"Reply with only ant or blackberry. Compared with antelope, which option is closer in meaning?",Blackberry.,paraphrase
antelope|ant|tumbleweed,"Reply with only ant or tumbleweed. Compared with antelope, which option is closer in meaning?",ant,paraphrase
antelope|beetle|bird,"Reply with only beetle or bird. Compared with antelope, which option is closer in meaning?",Beetle.,paraphrase
antelope|beetle|file,"Reply with only beetle or file. Compared with antelope, which option is closer in meaning?",file,paraphrase
antelope|beetle|chocolate,"Reply with only beetle or chocolate. Compared with antelope, which option is closer in meaning?",chocolate,paraphrase
antelope|beetle|bench,"Reply with only beetle or bench. Compared with antelope, which option is closer in meaning?",bench,paraphrase
antelope|beetle|missile,"Reply with only beetle or missile. Compared with antelope, which option is closer in meaning?",beetle,paraphrase
antelope|beetle|tree,"Reply with only beetle or tree. Compared with antelope, which option is closer in meaning?",Beetle.,paraphrase
antelope|beetle|bassoon,"Reply with only beetle or bassoon. Compared with antelope, which option is closer in meaning?",Bassoon.,paraphrase
antelope|beetle|artichoke,"Reply with only beetle or artichoke. Compared with antelope, which option is closer in meaning?",beetle,paraphrase
antelope|beetle|blender,"Reply with only beetle or blender. Compared with antelope, which option is closer in meaning?",beetle,paraphrase
antelope|beetle|dress,"Reply with only beetle or dress. Compared with antelope, which option is closer in meaning?",beetle,paraphrase
antelope|beetle|car,"Reply with only beetle or car. Compared with antelope, which option is closer in meaning?",car,paraphrase
antelope|beetle|crowbar,"Reply with only beetle or crowbar. Compared with antelope, which option is closer in meaning?",Beetle.,paraphrase
antelope|beetle|cactus,"Reply with only beetle or cactus. Compared with antelope, which option is closer in meaning?",cactus,paraphrase
antelope|beetle|candle,"Reply with only beetle or candle. Compared with antelope, which option is closer in meaning?",Candle,paraphrase
antelope|beetle|burrito,"Reply with only beetle or burrito. Compared with antelope, which option is closer in meaning?",burrito,paraphrase
antelope|beetle|bell,"Reply with only beetle or bell. Compared with antelope, which option is closer in meaning?",bell,paraphrase
antelope|beetle|drill,"Reply with only beetle or drill. Compared with antelope, which option is closer in meaning?",Drill.,paraphrase
antelope|beetle|blackberry,"Reply with only beetle or blackberry. Compared with antelope, which option is closer in meaning?",Beetle.,paraphrase
antelope|beetle|tumbleweed,"Reply with only beetle or tumbleweed. Compared with antelope, which option is closer in meaning?",beetle,paraphrase
antelope|bird|file,"Reply with only bird or file. Compared with antelope, which option is closer in meaning?",bird,paraphrase
antelope|bird|chocolate,"Reply with only bird or chocolate. Compared with antelope, which option is closer in meaning?",chocolate,paraphrase
antelope|bird|bench,"Reply with only bird or bench. Compared with antelope, which option is closer in meaning?",bench,paraphrase
antelope|bird|missile,"Reply with only bird or missile. Compared with antelope, which option is closer in meaning?",bird,paraphrase
antelope|bird|tree,"Reply with only bird or tree. Compared with antelope, which option is closer in meaning?",bird,paraphrase
antelope|bird|bassoon,"Reply with only bird or bassoon. Compared with antelope, which option is closer in meaning?",bassoon,paraphrase
antelope|bird|artichoke,"Reply with only bird or artichoke. Compared with antelope, which option is closer in meaning?",bird,paraphrase
antelope|bird|blender,"Reply with only bird or blender. Compared with antelope, which option is closer in meaning?",blender,paraphrase
antelope|bird|dress,"Reply with only bird or dress. Compared with antelope, which option is closer in meaning?",bird,paraphrase
antelope|bird|car,"Reply with only bird or car. Compared with antelope, which option is closer in meaning?",car,paraphrase
antelope|bird|crowbar,"Reply with only bird or crowbar. Compared with antelope, which option is closer in meaning?",crowbar,paraphrase
antelope|bird|cactus,"Reply with only bird or cactus. Compared with antelope, which option is closer in meaning?",cactus,paraphrase
antelope|bird|candle,"Reply with only bird or candle. Compared with antelope, which option is closer in meaning?",Candle,paraphrase
antelope|bird|burrito,"Reply with only bird or burrito. Compared with antelope, which option is closer in meaning?",burrito,paraphrase
antelope|bird|bell,"Reply with only bird or bell. Compared with antelope, which option is closer in meaning?",bell,paraphrase
antelope|bird|drill,"Reply with only bird or drill. Compared with antelope, which option is closer in meaning?",Drill.,paraphrase
antelope|bird|blackberry,"Reply with only bird or blackberry. Compared with antelope, which option is closer in meaning?",bird,paraphrase
antelope|bird|tumbleweed,"Reply with only bird or tumbleweed. Compared with antelope, which option is closer in meaning?",bird,paraphrase
antelope|file|chocolate,"Reply with only file or chocolate. Compared with antelope, which option is closer in meaning?",Chocolate.,paraphrase
antelope|file|bench,"Reply with only file or bench. Compared with antelope, which option is closer in meaning?",bench,paraphrase
antelope|file|missile,"Reply with only file or missile. Compared with antelope, which option is closer in meaning?",file,paraphrase
antelope|file|tree,"Reply with only file or tree. Compared with antelope, which option is closer in meaning?",tree,paraphrase
