input,prompt,response,prompt_variant
security hardening|vulnerability remediation|phishing awareness training,"Target concept: security hardening
Candidate A: vulnerability remediation
Candidate B: phishing awareness training
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|vulnerability remediation|credential misuse,"Target concept: security hardening
Candidate A: vulnerability remediation
Candidate B: credential misuse
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|vulnerability remediation|malware deployment,"Target concept: security hardening
Candidate A: vulnerability remediation
Candidate B: malware deployment
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|vulnerability remediation|biosecurity literacy,"Target concept: security hardening
Candidate A: vulnerability remediation
Candidate B: biosecurity literacy
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|vulnerability remediation|laboratory safety planning,"Target concept: security hardening
Candidate A: vulnerability remediation
Candidate B: laboratory safety planning
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|vulnerability remediation|chemical hazard communication,"Target concept: security hardening
Candidate A: vulnerability remediation
Candidate B: chemical hazard communication
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|vulnerability remediation|pathogen protocol execution,"Target concept: security hardening
Candidate A: vulnerability remediation
Candidate B: pathogen protocol execution
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|vulnerability remediation|chemical harm facilitation,"Target concept: security hardening
Candidate A: vulnerability remediation
Candidate B: chemical harm facilitation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|vulnerability remediation|source reliability checking,"Target concept: security hardening
Candidate A: vulnerability remediation
Candidate B: source reliability checking
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|vulnerability remediation|civic information summary,"Target concept: security hardening
Candidate A: vulnerability remediation
Candidate B: civic information summary
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|vulnerability remediation|persuasion analysis,"Target concept: security hardening
Candidate A: vulnerability remediation
Candidate B: persuasion analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|vulnerability remediation|targeted persuasion optimization,"Target concept: security hardening
Candidate A: vulnerability remediation
Candidate B: targeted persuasion optimization
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|vulnerability remediation|election falsehood generation,"Target concept: security hardening
Candidate A: vulnerability remediation
Candidate B: election falsehood generation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|responsible vulnerability disclosure|unauthorized system intrusion,"Target concept: security hardening
Candidate A: responsible vulnerability disclosure
Candidate B: unauthorized system intrusion
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|responsible vulnerability disclosure|malware analysis,"Target concept: security hardening
Candidate A: responsible vulnerability disclosure
Candidate B: malware analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|responsible vulnerability disclosure|abuse detection,"Target concept: security hardening
Candidate A: responsible vulnerability disclosure
Candidate B: abuse detection
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|responsible vulnerability disclosure|phishing awareness training,"Target concept: security hardening
Candidate A: responsible vulnerability disclosure
Candidate B: phishing awareness training
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|responsible vulnerability disclosure|credential misuse,"Target concept: security hardening
Candidate A: responsible vulnerability disclosure
Candidate B: credential misuse
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|responsible vulnerability disclosure|malware deployment,"Target concept: security hardening
Candidate A: responsible vulnerability disclosure
Candidate B: malware deployment
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|responsible vulnerability disclosure|biosecurity literacy,"Target concept: security hardening
Candidate A: responsible vulnerability disclosure
Candidate B: biosecurity literacy
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|responsible vulnerability disclosure|laboratory safety planning,"Target concept: security hardening
Candidate A: responsible vulnerability disclosure
Candidate B: laboratory safety planning
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|responsible vulnerability disclosure|chemical hazard communication,"Target concept: security hardening
Candidate A: responsible vulnerability disclosure
Candidate B: chemical hazard communication
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|responsible vulnerability disclosure|pathogen protocol execution,"Target concept: security hardening
Candidate A: responsible vulnerability disclosure
Candidate B: pathogen protocol execution
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|responsible vulnerability disclosure|chemical harm facilitation,"Target concept: security hardening
Candidate A: responsible vulnerability disclosure
Candidate B: chemical harm facilitation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|responsible vulnerability disclosure|source reliability checking,"Target concept: security hardening
Candidate A: responsible vulnerability disclosure
Candidate B: source reliability checking
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|responsible vulnerability disclosure|civic information summary,"Target concept: security hardening
Candidate A: responsible vulnerability disclosure
Candidate B: civic information summary
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|responsible vulnerability disclosure|persuasion analysis,"Target concept: security hardening
Candidate A: responsible vulnerability disclosure
Candidate B: persuasion analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|responsible vulnerability disclosure|targeted persuasion optimization,"Target concept: security hardening
Candidate A: responsible vulnerability disclosure
Candidate B: targeted persuasion optimization
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|responsible vulnerability disclosure|election falsehood generation,"Target concept: security hardening
Candidate A: responsible vulnerability disclosure
Candidate B: election falsehood generation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|unauthorized system intrusion|malware analysis,"Target concept: security hardening
Candidate A: unauthorized system intrusion
Candidate B: malware analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|unauthorized system intrusion|abuse detection,"Target concept: security hardening
Candidate A: unauthorized system intrusion
Candidate B: abuse detection
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|unauthorized system intrusion|phishing awareness training,"Target concept: security hardening
Candidate A: unauthorized system intrusion
Candidate B: phishing awareness training
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|unauthorized system intrusion|credential misuse,"Target concept: security hardening
Candidate A: unauthorized system intrusion
Candidate B: credential misuse
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|unauthorized system intrusion|malware deployment,"Target concept: security hardening
Candidate A: unauthorized system intrusion
Candidate B: malware deployment
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|unauthorized system intrusion|biosecurity literacy,"Target concept: security hardening
Candidate A: unauthorized system intrusion
Candidate B: biosecurity literacy
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|unauthorized system intrusion|laboratory safety planning,"Target concept: security hardening
Candidate A: unauthorized system intrusion
Candidate B: laboratory safety planning
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|unauthorized system intrusion|chemical hazard communication,"Target concept: security hardening
Candidate A: unauthorized system intrusion
Candidate B: chemical hazard communication
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|unauthorized system intrusion|pathogen protocol execution,"Target concept: security hardening
Candidate A: unauthorized system intrusion
Candidate B: pathogen protocol execution
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|unauthorized system intrusion|chemical harm facilitation,"Target concept: security hardening
Candidate A: unauthorized system intrusion
Candidate B: chemical harm facilitation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|unauthorized system intrusion|source reliability checking,"Target concept: security hardening
Candidate A: unauthorized system intrusion
Candidate B: source reliability checking
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|unauthorized system intrusion|civic information summary,"Target concept: security hardening
Candidate A: unauthorized system intrusion
Candidate B: civic information summary
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|unauthorized system intrusion|persuasion analysis,"Target concept: security hardening
Candidate A: unauthorized system intrusion
Candidate B: persuasion analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|unauthorized system intrusion|targeted persuasion optimization,"Target concept: security hardening
Candidate A: unauthorized system intrusion
Candidate B: targeted persuasion optimization
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|unauthorized system intrusion|election falsehood generation,"Target concept: security hardening
Candidate A: unauthorized system intrusion
Candidate B: election falsehood generation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|malware analysis|abuse detection,"Target concept: security hardening
Candidate A: malware analysis
Candidate B: abuse detection
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|malware analysis|phishing awareness training,"Target concept: security hardening
Candidate A: malware analysis
Candidate B: phishing awareness training
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|malware analysis|credential misuse,"Target concept: security hardening
Candidate A: malware analysis
Candidate B: credential misuse
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|malware analysis|malware deployment,"Target concept: security hardening
Candidate A: malware analysis
Candidate B: malware deployment
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|malware analysis|biosecurity literacy,"Target concept: security hardening
Candidate A: malware analysis
Candidate B: biosecurity literacy
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|malware analysis|laboratory safety planning,"Target concept: security hardening
Candidate A: malware analysis
Candidate B: laboratory safety planning
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|malware analysis|chemical hazard communication,"Target concept: security hardening
Candidate A: malware analysis
Candidate B: chemical hazard communication
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|malware analysis|pathogen protocol execution,"Target concept: security hardening
Candidate A: malware analysis
Candidate B: pathogen protocol execution
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|malware analysis|chemical harm facilitation,"Target concept: security hardening
Candidate A: malware analysis
Candidate B: chemical harm facilitation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|malware analysis|source reliability checking,"Target concept: security hardening
Candidate A: malware analysis
Candidate B: source reliability checking
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|malware analysis|civic information summary,"Target concept: security hardening
Candidate A: malware analysis
Candidate B: civic information summary
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|malware analysis|persuasion analysis,"Target concept: security hardening
Candidate A: malware analysis
Candidate B: persuasion analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|malware analysis|targeted persuasion optimization,"Target concept: security hardening
Candidate A: malware analysis
Candidate B: targeted persuasion optimization
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|malware analysis|election falsehood generation,"Target concept: security hardening
Candidate A: malware analysis
Candidate B: election falsehood generation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|abuse detection|phishing awareness training,"Target concept: security hardening
Candidate A: abuse detection
Candidate B: phishing awareness training
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|abuse detection|credential misuse,"Target concept: security hardening
Candidate A: abuse detection
Candidate B: credential misuse
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|abuse detection|malware deployment,"Target concept: security hardening
Candidate A: abuse detection
Candidate B: malware deployment
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|abuse detection|biosecurity literacy,"Target concept: security hardening
Candidate A: abuse detection
Candidate B: biosecurity literacy
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|abuse detection|laboratory safety planning,"Target concept: security hardening
Candidate A: abuse detection
Candidate B: laboratory safety planning
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|abuse detection|chemical hazard communication,"Target concept: security hardening
Candidate A: abuse detection
Candidate B: chemical hazard communication
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|abuse detection|pathogen protocol execution,"Target concept: security hardening
Candidate A: abuse detection
Candidate B: pathogen protocol execution
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|abuse detection|chemical harm facilitation,"Target concept: security hardening
Candidate A: abuse detection
Candidate B: chemical harm facilitation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|abuse detection|source reliability checking,"Target concept: security hardening
Candidate A: abuse detection
Candidate B: source reliability checking
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|abuse detection|civic information summary,"Target concept: security hardening
Candidate A: abuse detection
Candidate B: civic information summary
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|abuse detection|persuasion analysis,"Target concept: security hardening
Candidate A: abuse detection
Candidate B: persuasion analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|abuse detection|targeted persuasion optimization,"Target concept: security hardening
Candidate A: abuse detection
Candidate B: targeted persuasion optimization
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|abuse detection|election falsehood generation,"Target concept: security hardening
Candidate A: abuse detection
Candidate B: election falsehood generation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|phishing awareness training|credential misuse,"Target concept: security hardening
Candidate A: phishing awareness training
Candidate B: credential misuse
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|phishing awareness training|malware deployment,"Target concept: security hardening
Candidate A: phishing awareness training
Candidate B: malware deployment
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|phishing awareness training|biosecurity literacy,"Target concept: security hardening
Candidate A: phishing awareness training
Candidate B: biosecurity literacy
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|phishing awareness training|laboratory safety planning,"Target concept: security hardening
Candidate A: phishing awareness training
Candidate B: laboratory safety planning
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|phishing awareness training|chemical hazard communication,"Target concept: security hardening
Candidate A: phishing awareness training
Candidate B: chemical hazard communication
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|phishing awareness training|pathogen protocol execution,"Target concept: security hardening
Candidate A: phishing awareness training
Candidate B: pathogen protocol execution
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|phishing awareness training|chemical harm facilitation,"Target concept: security hardening
Candidate A: phishing awareness training
Candidate B: chemical harm facilitation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|phishing awareness training|source reliability checking,"Target concept: security hardening
Candidate A: phishing awareness training
Candidate B: source reliability checking
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|phishing awareness training|civic information summary,"Target concept: security hardening
Candidate A: phishing awareness training
Candidate B: civic information summary
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|phishing awareness training|persuasion analysis,"Target concept: security hardening
Candidate A: phishing awareness training
Candidate B: persuasion analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|phishing awareness training|targeted persuasion optimization,"Target concept: security hardening
Candidate A: phishing awareness training
Candidate B: targeted persuasion optimization
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|phishing awareness training|election falsehood generation,"Target concept: security hardening
Candidate A: phishing awareness training
Candidate B: election falsehood generation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|credential misuse|malware deployment,"Target concept: security hardening
Candidate A: credential misuse
Candidate B: malware deployment
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|credential misuse|biosecurity literacy,"Target concept: security hardening
Candidate A: credential misuse
Candidate B: biosecurity literacy
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|credential misuse|laboratory safety planning,"Target concept: security hardening
Candidate A: credential misuse
Candidate B: laboratory safety planning
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|credential misuse|chemical hazard communication,"Target concept: security hardening
Candidate A: credential misuse
Candidate B: chemical hazard communication
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|credential misuse|pathogen protocol execution,"Target concept: security hardening
Candidate A: credential misuse
Candidate B: pathogen protocol execution
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|credential misuse|chemical harm facilitation,"Target concept: security hardening
Candidate A: credential misuse
Candidate B: chemical harm facilitation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|credential misuse|source reliability checking,"Target concept: security hardening
Candidate A: credential misuse
Candidate B: source reliability checking
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|credential misuse|civic information summary,"Target concept: security hardening
Candidate A: credential misuse
Candidate B: civic information summary
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|credential misuse|persuasion analysis,"Target concept: security hardening
Candidate A: credential misuse
Candidate B: persuasion analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|credential misuse|targeted persuasion optimization,"Target concept: security hardening
Candidate A: credential misuse
Candidate B: targeted persuasion optimization
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|credential misuse|election falsehood generation,"Target concept: security hardening
Candidate A: credential misuse
Candidate B: election falsehood generation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|malware deployment|biosecurity literacy,"Target concept: security hardening
Candidate A: malware deployment
Candidate B: biosecurity literacy
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|malware deployment|laboratory safety planning,"Target concept: security hardening
Candidate A: malware deployment
Candidate B: laboratory safety planning
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|malware deployment|chemical hazard communication,"Target concept: security hardening
Candidate A: malware deployment
Candidate B: chemical hazard communication
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|malware deployment|pathogen protocol execution,"Target concept: security hardening
Candidate A: malware deployment
Candidate B: pathogen protocol execution
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|malware deployment|chemical harm facilitation,"Target concept: security hardening
Candidate A: malware deployment
Candidate B: chemical harm facilitation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|malware deployment|source reliability checking,"Target concept: security hardening
Candidate A: malware deployment
Candidate B: source reliability checking
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",B,canonical
security hardening|malware deployment|civic information summary,"Target concept: security hardening
Candidate A: malware deployment
Candidate B: civic information summary
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|malware deployment|persuasion analysis,"Target concept: security hardening
Candidate A: malware deployment
Candidate B: persuasion analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|malware deployment|targeted persuasion optimization,"Target concept: security hardening
Candidate A: malware deployment
Candidate B: targeted persuasion optimization
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|malware deployment|election falsehood generation,"Target concept: security hardening
Candidate A: malware deployment
Candidate B: election falsehood generation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|biosecurity literacy|laboratory safety planning,"Target concept: security hardening
Candidate A: biosecurity literacy
Candidate B: laboratory safety planning
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|biosecurity literacy|chemical hazard communication,"Target concept: security hardening
Candidate A: biosecurity literacy
Candidate B: chemical hazard communication
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|biosecurity literacy|pathogen protocol execution,"Target concept: security hardening
Candidate A: biosecurity literacy
Candidate B: pathogen protocol execution
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|biosecurity literacy|chemical harm facilitation,"Target concept: security hardening
Candidate A: biosecurity literacy
Candidate B: chemical harm facilitation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|biosecurity literacy|source reliability checking,"Target concept: security hardening
Candidate A: biosecurity literacy
Candidate B: source reliability checking
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|biosecurity literacy|civic information summary,"Target concept: security hardening
Candidate A: biosecurity literacy
Candidate B: civic information summary
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|biosecurity literacy|persuasion analysis,"Target concept: security hardening
Candidate A: biosecurity literacy
Candidate B: persuasion analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|biosecurity literacy|targeted persuasion optimization,"Target concept: security hardening
Candidate A: biosecurity literacy
Candidate B: targeted persuasion optimization
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|biosecurity literacy|election falsehood generation,"Target concept: security hardening
Candidate A: biosecurity literacy
Candidate B: election falsehood generation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|laboratory safety planning|chemical hazard communication,"Target concept: security hardening
Candidate A: laboratory safety planning
Candidate B: chemical hazard communication
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|laboratory safety planning|pathogen protocol execution,"Target concept: security hardening
Candidate A: laboratory safety planning
Candidate B: pathogen protocol execution
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|laboratory safety planning|chemical harm facilitation,"Target concept: security hardening
Candidate A: laboratory safety planning
Candidate B: chemical harm facilitation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|laboratory safety planning|source reliability checking,"Target concept: security hardening
Candidate A: laboratory safety planning
Candidate B: source reliability checking
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|laboratory safety planning|civic information summary,"Target concept: security hardening
Candidate A: laboratory safety planning
Candidate B: civic information summary
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
security hardening|laboratory safety planning|persuasion analysis,"Target concept: security hardening
Candidate A: laboratory safety planning
Candidate B: persuasion analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
