concept,rep,prompt,response
Axe,3,"List the features and properties of a Axe. Give a plain list, one property per line, no explanations.","Blade is sharp
Handle is long
Used for cutting
Made of metal
Has a head
Can be hafted
Varies in size
Available with different heads
Has an eye for hafting
Used by hand"
Axe,4,"List the features and properties of a Axe. Give a plain list, one property per line, no explanations.","Blade
Handle
Head
Heavy
Aimed for chopping
Made of metal
With a grip
Versatile tool
Can be wooden
Used for cutting
Has a sharp edge
Available in different sizes
Historically used in warfare
Can be used for woodworking"
Blindworm,0,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","Semi-legless body
Long and slender
Matches the color of the soil or leaves
Has no eyes
Feeds on insects and other small invertebrates
Lives in burrows
Has scales
Found in warm climates
Breathes through skin and lungs
Can regrow its tail if severed"
Blindworm,1,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","Long, slender body
No legs
Smooth, scaled skin
No eyes
Found in underground洞穴
-END OF MESSAGE-
(Note: The last item ""Found in underground洞穴"" translates to ""Found in underground caves"" to maintain accuracy and completeness in the list.)"
Blindworm,2,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","Long, slender body
No legs
Scale-covered skin
Lives in underground environments
Primarily hunts for small insects
No eyes
Sensitive to vibrations
Found in Mediterranean regions
Can be up to 30 cm long
Carnivorous diet
Breaths through skin and lungs"
Blindworm,3,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","Legless body
Long and slender
Reptile
No eyelids
No external ears
Feeds on small invertebrates
Lives in underground environments
Smooth, scaleless skin
Found in warm climates
Nocturnal habits
Breathes air
Oviparous"
Blindworm,4,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","Long, slender body
Lack of eyes
Forked tongue
No external ears
Fleshy projections on the head
Found in humid, dark environments
Feeds on insects and small invertebrates
No eyelids
Breathes through skin
Scales present on body
Nocturnal activity
Lives in underground caves and tunnels"
Boa python,0,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.","Non-venomous
Large snake
Eats mammals and birds
Has heat-sensing pits
Has constriction technique
Can grow up to 13 feet
Found in tropical regions
Has smooth scales
Lays eggs
Nocturnal behavior
Diverse coloration and patterns"
Boa python,1,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.","Non-venomous
Longitudinal body stripes
No毒液
夜行性
蟒科动物
体温调节性
无毒
皮肤干燥
夜间活动
舌头嗅探
热带雨林栖息
lays eggs
捕食者捕食
体表覆盖鳞片
肌肉发达
视力一般
听觉灵敏
嗅觉发达"
Boa python,2,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.","Non-venomous
Nocturnal
Longitudinal stripes on scales
Ectothermic
Oviparous
Can grow up to 13 feet
Found in various colors including brown, cream, and black
Fossa of Caecum for digestion
Keen sense of smell
Strong constrictor
Native to Africa and South Asia"
Boa python,3,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.","Non-venomous
Eats mammals, birds, lizards
Has heat-sensing pits
Has a triangular head
Skin covered in scales
Can constrict prey
Found in tropical and subtropical regions
Can grow up to 13 feet long
Has a docile temperament
Lays eggs rather than giving birth to live young"
Boa python,4,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.","Non-venomous
Large snake
Found in tropical regions
Good climber
Good swimmer
No毒液
shed skin annually
Eggs are laid
Inclusive of both sexes
Can grow up to 3 meters
Nighttime hunter
Eats mostly small mammals, birds, and reptiles
Distinctive scales
Forked tongue"
Caiman,0,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.","Reptile class
Aquatic habitat
Long snout
Armored scales
Good swimmer
Predator
Diet includes fish, birds, and small mammals
Can grow up to 6.6 feet (2 meters) in length
Has sharp teeth
Hails from South America and parts of Central America
Over 2 meters in length for larger specimens
Nocturnal and crepuscular
Can live up to 20 years in the wild
Has webbed feet
Can班子成员查阅了全部资料，对项目进行了深入研究，提出了合理化建议，这体现了团队的哪一方面？
A. 责任心
B. 沟通能力
C. 分析能力
D. 创新能力
答案:
C

请选择正确的短语填入空白处：
原句：他克服了重重困难，_________地实现了目标。
A. 顺利
B. 顺利地
C. 顺利的
D. 顺利着
答案:
B

请选择正确的介词填空：
我将在会议___发表演讲。
A. 上
B. 里
C. 期间
D. 中
答案:
C

请选择下列选项中，哪一个描述了某种状态"
Caiman,1,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.","Reptile class
Aquatic habitat
Long snout
Powerful jaws
Keel on the back
Semiaquatic lifestyle
Scaly skin
Good swimming ability
Cryptic coloration
Ambush predator
Endangered species in some regions"
Caiman,2,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.","Reptile class
Aquatic habitat
Long snout
Dark armor-like skin
Strong swimming ability
Sharp teeth
Good night vision
Can grow up to 6 feet long
Primarily carnivorous
Found in Central and South America
Endangered in some regions"
Caiman,3,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.","Reptile class
Aquatic habitat
Strong jaws
Sharp teeth
Good swimmer
Nighttime activity
Brown or black skin
Keel on its back
Keen eyesight
Good sense of smell
Ambush predator
Can withstand cold temperatures
Found in Central and South America"
Caiman,4,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.","Large reptile
Found in Central and South America
Semiaquatic lifestyle
Has a distinctive U-shaped snout
Scaly skin
Nocturnal habits
Primarily carnivorous
Can grow to over 6 feet in length
Has sharp teeth
Black or dark brown in color
Strong swimmer
Good climber
Lays eggs"
Chameleon,0,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","Camouflage ability
Long tongue
Tongue longer than body
Changeable skin color
Flexible knobbed feet
Prehensile tail
Lizard family member
Strong jaw muscles
Tri-colored eyes
Can go without food for months"
Chameleon,1,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","Color-changing ability
Long tongue
Lizard family
Reptile
Tongue is longer than body and tail combined
Can switch between arboreal and terrestrial habitats
Excellent camouflage
Syrinx-like structure for changing color
Can change skin texture
Specialized scales on tongue tip"
Chameleon,2,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","Color-changing ability
Tongue longer than body
Long, extendable tongue
Camouflage skills
Syringiformes body type
Small to medium size
Long, thin tail
Lizard classification
Diurnal activity
Tongue adhesive tip
Sclerotic ring around eyes"
Chameleon,3,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","Color-changing ability
Long tongue
 tonguelength exceeding its body size
Small eyes
Good camouflage
Long lifespan for reptiles
Liquids stored in tail
Ability to move individual limbs independently
Can change skin texture
Native to tropical regions
Diet includes insects and small animals"
Chameleon,4,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","Color-changing ability
Long tongue
 tonguelength exceeding its body size
Eye structure with independent movement
Lizard family member
Can change skin texture
Tongue adhesive properties
Nocturnal tendencies
Varied habitats
Syrinx-like tongue mechanism
Tail can detach for escape
Intelligent behavior for capturing prey
Camouflage skills
Small to medium size
Long lifespan compared to similar lizards
Predominantly herbivorous diet
Some species are venomous"
Chisel,0,"List the features and properties of a Chisel. Give a plain list, one property per line, no explanations.","Blade for cutting
Handle for gripping
Tang for securing
Carbon steel construction
Variable blade angles
Adjustable design
Forged from metal
Weighted for stability
Teeth for gripping wood
Ergonomic handle shape"
Chisel,1,"List the features and properties of a Chisel. Give a plain list, one property per line, no explanations.","Blade made of metal
Used for cutting and carving
Has a handle for gripping
Varies in size and shape
May have a curved blade
Some have a flat blade
Designed for detailed work
Used in woodworking and gardening
Available in different lengths
Can be straight or curved
May have a pointed tip
Some are double-edged
Available in various materials
Used for removing material
Has a tang or butt end
Can be forged or stamped
May have a serrated edge
Available in different weights
Used for precise cutting tasks
Can have a full or hollow grind
Available with different grip designs"
Chisel,2,"List the features and properties of a Chisel. Give a plain list, one property per line, no explanations.","Blade is sharp
Made of durable steel
Has a handle for gripping
Can come in various lengths
Includes a flat side for scraping
Some have a pointed tip
Used for carving wood
Can be used for splitting wood
Available in hand-held designs
Some have ergonomically shaped handles
Made in different styles and shapes"
Chisel,3,"List the features and properties of a Chisel. Give a plain list, one property per line, no explanations.","Blade is sharp
Made of metal
Has a handle
Used for carving
Available in different sizes
Has a pointed tip
Can be straight or curved
Some have teeth on one side
Weight varies by design
Often used in gardening
Used in woodworking
Available in hand-held and power-driven versions"
Chisel,4,"List the features and properties of a Chisel. Give a plain list, one property per line, no explanations.","Blade edge is sharp
Made of steel
Has a handle
Varies in size
Can be straight or curved
Used for cutting
Available in hand-forged and machine-made
May have a hammer face on one side
Comes in different lengths
Includes features for gripping and control"
Cobra,0,"List the features and properties of a Cobra. Give a plain list, one property per line, no explanations.","Venomous
Carnivorous
Long tail
Smooth body
Nocturnal
Camouflaged
Forked tongue
Sharp fangs
Aggressive
Varies in size
Found in warm climates"
Cobra,1,"List the features and properties of a Cobra. Give a plain list, one property per line, no explanations.","Venomous
Nocturnal
Camouflaged
Long tail
Hissing ability
Long fangs
Solitary
Found in tropical regions
Active during night and day
Variable in size
Diverse species
Can climb trees
Fast runners
Good swimmers
Sensitive to touch"
Cobra,2,"List the features and properties of a Cobra. Give a plain list, one property per line, no explanations.","Cobras are venomous snakes
Cobras can regurgitate undigested food
Cobras have a distinctive hood
Cobras can expand their ribs to flatten and widen their neck
Cobras can be found in various parts of the world
Cobras are not aggressive but will defend themselves
Cobras can produce a loud hissing sound
Cobras have heat-sensing pits
Cobras lay eggs in some species, while others give birth to live young
Cobras have a venom delivery system through fangs"
Cobra,3,"List the features and properties of a Cobra. Give a plain list, one property per line, no explanations.","Venomous
Cylindrical body
Sharp fangs
Camouflaged skin
Keen eyesight
Aggressive behavior
Long tail
Keen sense of hearing
Can change color
Fast mover
Solitary creature
Nocturnal habits"
Cobra,4,"List the features and properties of a Cobra. Give a plain list, one property per line, no explanations.","Venomous
Has a distinctive hood
Long fangs
Nocturnal
Good climbers
Found in various climates
Active at night
Has scales
Long tail
Can spit venom"
Crocodile,0,"List the features and properties of a Crocodile. Give a plain list, one property per line, no explanations.","Scaly skin
Powerful jaws
Sharp teeth
Strong tail
Four legs
Good swimmers
Excellent eyesight
Good hearing
Good sense of smell
Can breathe while partly above water
Can go without water for long periods
Varied diets
Some species are large
Some species are small
Live in a variety of habitats"
Crocodile,1,"List the features and properties of a Crocodile. Give a plain list, one property per line, no explanations.","Strong jaws
Powerful tail
Armored skin
Sharp teeth
Good swimmers
Can breathe while partially submerged
Good eyesight
Good hearing
Good sense of smell
Lay eggs
Cold-blooded
Varied diets
Some species can run quickly
Can stay still for long periods
Have a third eye (parietal eye)"
Crocodile,2,"List the features and properties of a Crocodile. Give a plain list, one property per line, no explanations.","Reptile class
Strong jaws
Armored skin
Cold-blooded metabolism
Sharp teeth
Good swimmers
Can walk on land
Ambush predator
Lays eggs
Varied diet
Good sense of smell
Long lifespan
Strong tails for swimming and balance
Distinctive snout shape varies by species
Scutes on skin provide protection"
Crocodile,3,"List the features and properties of a Crocodile. Give a plain list, one property per line, no explanations.","Reptile class
Powerful jaws
Armored skin
Cold-blooded metabolism
Strong swimming ability
Sharp teeth
Good eyesight
Good hearing
Good sense of smell
Long tail for balance
Four legs with claws
Skin with distinct patterns
Can go for long periods without water
Some species can grow to large sizes
Sexual dimorphism in some species
Lays eggs in nests
Some can run on land"
Crocodile,4,"List the features and properties of a Crocodile. Give a plain list, one property per line, no explanations.","Reptile class
Strong jaws
Armored skin
Cold-blooded metabolism
Long snout
Sharp teeth
Powerful tail
Water and land dwelling
Good swimming ability
Binocular vision
Fourth claw on hind feet retracts
Sexual dimorphism
Skin glands for salt excretion
Ectothermic temperature regulation
Long lifespan
Strong limbs for walking and running
Flexible neck
Good sense of smell
Hearing sensitivity
Vision adapted for low light
Can go without water for long periods"
Dinosaur,0,"List the features and properties of a Dinosaur. Give a plain list, one property per line, no explanations.","Skeletal structure
Limb posture
Variety of sizes
Diverse habitats
Feathers in some species
Presence of teeth
Lived from the Mesozoic Era
Laid eggs
Had scales
Experienced different climates
Diverse diets (carnivorous, herbivorous, omnivorous)"
Dinosaur,1,"List the features and properties of a Dinosaur. Give a plain list, one property per line, no explanations.","Scales
Lays eggs
Range of sizes from small to large
Diverse species
Non-avian dinosaurs are extinct
Predatory or herbivorous diets
Bony head crest in some species
Feathers in some species
Hollow bones in some species
Varied limb configurations
Diverse skeletal structures
Evolved from reptiles
Lived during Mesozoic Era"
Dinosaur,2,"List the features and properties of a Dinosaur. Give a plain list, one property per line, no explanations.","Scales
Lived during Mesozoic Era
Varied in size
Some could fly
Most were carnivorous
Some could walk on two legs
Some had horns
Lacked feathers (except in some species)"
Dinosaur,3,"List the features and properties of a Dinosaur. Give a plain list, one property per line, no explanations.","Lived primarily during the Mesozoic Era
Varied greatly in size and shape
Bipedal or quadrupedal
Had scales or feathers
Lay eggs
Had teeth in jaw
Possessed a tail
Had a central nervous system
Had a four-chambered heart
Breathe with lungs
Had a vertebral column"
Dinosaur,4,"List the features and properties of a Dinosaur. Give a plain list, one property per line, no explanations.","Extinct 
Varied sizes 
Lived from Late Triassic to Holocene 
Divided into two main groups: Saurischia and Ornithischia 
Had scaly skin 
Many had feathers 
Walked on two or four legs 
Had various types of teeth 
Some could fly (like Archaeopteryx, not a true dinosaur) 
Laid eggs 
Had a wide range of habitats 
Experienced different climates"
Gecko,0,"List the features and properties of a Gecko. Give a plain list, one property per line, no explanations.","Small to medium-sized reptiles
Smooth, moist skin
Specialized adhesive toe pads
Excellent night vision
Strong, flexible tails
Camouflage coloration
Good climbers
Good swimmers
Varied diet
Long lifespan for size
Eggs are usually laid in moist environments"
Gecko,1,"List the features and properties of a Gecko. Give a plain list, one property per line, no explanations.","Four legs
Smooth tongue
Camouflage coloration
Flexible spine
Adhesive toe pads
Good night vision
Strong jaws
Varied diet
Long lifespan for some species
Ability to climb steep surfaces"
Gecko,2,"List the features and properties of a Gecko. Give a plain list, one property per line, no explanations.","Four legs
Smooth skin
Prehensile tail
Camouflage abilities
 sticky toes
Good night vision
Multi-colored skin
Good hearing
Strong jaw muscles
Flexible spine"
Gecko,3,"List the features and properties of a Gecko. Give a plain list, one property per line, no explanations.","Four legs
Tail
Camouflage coloration
Adaptive eye structures
Toes with bristles
Ability to climb smooth surfaces
Flexible ribcage
Larvae stage
Tail regeneration
Long life span for species"
Gecko,4,"List the features and properties of a Gecko. Give a plain list, one property per line, no explanations.","Four legs
Tufted toes
Camouflage coloration
Long tail
Flexible joints
Retractable claws
Multicolor skin
Good night vision
Good hearing
Well-developed sense of smell
Can change skin color
Can detach tails
Large eye pupils
Strong jaw
Secreted mucus on feet
Can climb smooth surfaces"
Grinding disk,0,"List the features and properties of a Grinding disk. Give a plain list, one property per line, no explanations.","Diameter
Thickness
Material
Coarseness
Hole size for arbor attachment
Abrasive type
Grinding speed range
Safety rating
Heat resistance
Durability
Edge quality
Flatness
Weight
Balance
Vibration resistance
Noise level
Edge thickness consistency"
Grinding disk,1,"List the features and properties of a Grinding disk. Give a plain list, one property per line, no explanations.","Diameter
Thickness
Hole diameter
Abrasive material
Coarseness
Shape
Weight
RPM rating
Safety rating
Material hardness
Flattening properties
Edge quality
Bond type
Diameter tolerance
Edge thickness
Heat resistance
Water resistance"
Grinding disk,2,"List the features and properties of a Grinding disk. Give a plain list, one property per line, no explanations.","Diameter
Thickness
Material
Coarseness
Hole size for attachment
RPM rating
Safety rating
Shape
Weight
Durability
Abrasive material
Grain size
Surface finish
Edge quality
Flattening characteristic
Vibration resistance"
Grinding disk,3,"List the features and properties of a Grinding disk. Give a plain list, one property per line, no explanations.","Diameter
Thickness
Hole size
Material composition
Grain size
Coarseness
Shape
Balance
Reusability
Durability
Weight
Safety rating
Vibration resistance
Edge quality
Thermal conductivity"
Grinding disk,4,"List the features and properties of a Grinding disk. Give a plain list, one property per line, no explanations.","Diameter
Thickness
Hole size for arbor attachment
Material type
Coarseness of abrasive grain
Bond type
Abrasive material composition
Shaped edge
Vibration resistance
Heat resistance
Water resistance
Flattened surface
Durability
Diameter tolerance
Weight
Sharpness
Edge hardness
Center hardness"
Hammer,0,"List the features and properties of a Hammer. Give a plain list, one property per line, no explanations.","Made of metal
Used for driving nails
Has a handle
Used for demolishing materials
Has a head
Can be made of wood
Designed for striking objects
Available in various sizes
Has a claw on one side
Used in construction work"
Hammer,1,"List the features and properties of a Hammer. Give a plain list, one property per line, no explanations.","Blunt end
Pointed end
Handle
Made of metal
Made of wood
Can be adjustable
Weighted head
Varying sizes
Designed for striking
Used for driving nails
Used for demolition
Can have a peen
Head may be flat
Aids in shaping materials
Used for breaking objects
Can be used as a primitive tool
Stamped with a brand
Designed for leverage
Made with ergonomic considerations"
Hammer,2,"List the features and properties of a Hammer. Give a plain list, one property per line, no explanations.","Made of metal
Used for driving nails
Has a handle
Comes in different sizes
Used for demolition
Has a claw on the back
Can be used as a self-defense tool
Available in various weights
Made of hard material
Used for pounding objects"
Hammer,3,"List the features and properties of a Hammer. Give a plain list, one property per line, no explanations.","Made of metal
Used for driving nails
Has a handle
Can break apart objects
Has a claw on one end
Used for pounding
Available in different sizes
Used in construction
Made of durable materials
Has a head for striking"
Hammer,4,"List the features and properties of a Hammer. Give a plain list, one property per line, no explanations.","Used for driving nails
Used for prying objects
Has a head and handle
Made of metal
Can vary in size
Available in different weights
Features a claw on one side
Handle may be wooden or rubberized
Designed for manual use
Common in construction and DIY tasks"
Knife,0,"List the features and properties of a Knife. Give a plain list, one property per line, no explanations.","Blade
Handle
Edge
Point
Sheath
Material
Size
Weight
Bluntness
Sharpness
Versatility
Blade Type
Edge Type
Handle Material"
Knife,1,"List the features and properties of a Knife. Give a plain list, one property per line, no explanations.","Blade
Handle
Edge
Point
Handle Material
Blade Material
Size
Weight
Sharpness
Edge Type
Blade Shape
Purpose
Blade Length
Blade Thickness
Safety Features
Balance
Cutting Power
Versatility
Durability
Aesthetics"
Knife,2,"List the features and properties of a Knife. Give a plain list, one property per line, no explanations.","Blade
Handle
Edge
Point
Sharpness
Material
Weight
Size
Shape
Blunt end"
Knife,3,"List the features and properties of a Knife. Give a plain list, one property per line, no explanations.","Blade
Handle
Edge
Point
Sharpness
Material
Size
Weight
Balance
Grip
Bluntness
Versatility
Aesthetics"
Knife,4,"List the features and properties of a Knife. Give a plain list, one property per line, no explanations.","Blade
Handle
Edge
Point
Blunt end
Material
Size
Weight
Shape
Sharpness
Versatility
Blade length
Blade width
Handle material
Edge shape
Purpose
Design"
Lawn Mower,0,"List the features and properties of a Lawn Mower. Give a plain list, one property per line, no explanations.","Engine type
Cutting width
Fuel capacity
Power output
Weight
Material
Noise level
Safety features
Start method
Deck material
Mulch option
Bagging capacity
Handle type
Versatility
Maintenance requirements
Durability
Price range"
Lawn Mower,1,"List the features and properties of a Lawn Mower. Give a plain list, one property per line, no explanations.","Power source: Gasoline
Power source: Electric
Type: Push
Type: Riding
Cutting width: Adjustable
Cutting height: Adjustable
Deck material: Metal
Deck material: Plastic
Blade type: Rotating
Blade type: Fixed
Safety features: Handlebars
Safety features: Guards
Weight: Light
Weight: Heavy
Size: Compact
Size: Large
Maintenance: Easy
Maintenance: Complex
Noise level: Low
Noise level: High
Price range: Budget
Price range: Premium
Fuel capacity: Limited
Fuel capacity: Large
Battery life: Short
Battery life: Long
Cord length: Limited
Cord length: Long"
Lawn Mower,2,"List the features and properties of a Lawn Mower. Give a plain list, one property per line, no explanations.","Engine type
Size
Weight
Height
Cutting width
Number of blades
Type of blade
Material
Handle type
Steering type
Engine horsepower
Battery type (for electric models)
Fuel capacity (for gas models)
Mulching capability
Bagging capacity
Warranty
Noise level
Maintenance requirements
Safety features
Price
Brand"
Lawn Mower,3,"List the features and properties of a Lawn Mower. Give a plain list, one property per line, no explanations.","Cutting blade
Engine powered
Wheels or tires
Adjustable height settings
Mulching capability
Side discharge option
Bagging system
Electric start option
Fuel tank
Steel deck
Rubber grip handle
Safety features
Variable speed control
Adjustable wheels
Weight
Dimensions
Maintenance requirements
Noise level"
Lawn Mower,4,"List the features and properties of a Lawn Mower. Give a plain list, one property per line, no explanations.","Engine type: Gasoline
Engine type: Electric
Size: Compact
Size: Full-size
Cutting width: 20 inches
Cutting width: 24 inches
Cutting width: 28 inches
Type: Push
Type: Riding
Type: Self-propelled
Handle type: Rear
Handle type: Side
Mulching capability: Yes
Mulching capability: No
Bagging capability: Yes
Bagging capability: No
Height adjustment: Manual
Height adjustment: Stepless
Height adjustment: Multiple settings
Warranty: 1 year
Warranty: 2 years
Weight: Light
Weight: Heavy
Noise level: Low
Noise level: High
Price range: Budget
Price range: Mid-range
Price range: Premium
Features: GPS guidance
Features: Smart blade
Features: Zero-turn radius
Features: Battery rechargeable"
Lizard,0,"List the features and properties of a Lizard. Give a plain list, one property per line, no explanations.","Scales on skin
Four limbs
Tongue protrusion
Tail for balance
Dry skin
Cold-blooded
Varied diets
Color-changing ability in some species
Claws on fingers and toes
Parasolid egg-laying (oviparous)
Teeth in jaws
Well-developed sense of vision
Good sense of smell
Hearing through jawbone
Camouflage coloration
Long lifespan for some species
Diverse habitats including deserts and forests"
Lizard,1,"List the features and properties of a Lizard. Give a plain list, one property per line, no explanations.","Cold-blooded
Has scales
Limbless or has short legs
Tongue is forked
Good at camouflage
Has eyelids
Tail is used for balance
Varies in size
Diet includes insects
Has moist skin"
Lizard,2,"List the features and properties of a Lizard. Give a plain list, one property per line, no explanations.","Cold-blooded
Has scales
Four limbs
Tympanum for hearing
Long tongue
Most have claws
Binocular vision
Variety of colors
Forked tongue
Lays eggs (except for some species which give birth to live young)"
Lizard,3,"List the features and properties of a Lizard. Give a plain list, one property per line, no explanations.","Cold-blooded
Amphibious
Scaly skin
Four legs
Tails in most species
Sharp teeth
Good vision
Hind legs often longer than front legs
Varied diets
Can go for long periods without water
Dry habitats
Strong claws
Kept as pets
Camouflage colors
Lay eggs (oviparous) or give birth to live young (ovoviviparous)"
Lizard,4,"List the features and properties of a Lizard. Give a plain list, one property per line, no explanations.","Scales on skin
Four limbs (except for tailless species)
Tongue used for tasting and probing
Variable body coloration
Tail used for balance
Cold-blooded
Keen sense of smell
Good eyesight
Amphibious capabilities in some species
Claws on toes
Parthenogenesis in some species
Flexible skin
Strong jaws
Diverse diets
Camouflage abilities
Long tongues
Distinctive heads in some species
Venomous in some species"
Nail,0,"List the features and properties of a Nail. Give a plain list, one property per line, no explanations.","Hardness
Metallic
Pointed
Straight
Small
Used for fastening
Can be hammered
Rigid
Durable
Usually made of iron or steel"
Nail,1,"List the features and properties of a Nail. Give a plain list, one property per line, no explanations.","Hardness
Smooth surface
Pointed end
Metallic
Rigid
Used for fastening
Can be hammered into surfaces
May have a flat head
Can be made of various metals
Has a cylindrical shape
Used in construction and woodworking
Can be coated with paint or varnish"
Nail,2,"List the features and properties of a Nail. Give a plain list, one property per line, no explanations.","Hardness
Pointed shape
Sharp edge
Durable
Metallic
Longitudinal grooves
Used for construction
Can be hammered
Variety of sizes
Coated with paint or polish"
Nail,3,"List the features and properties of a Nail. Give a plain list, one property per line, no explanations.","Hardness
Density
Brittleness
Smooth surface
Pointed end
Length variability
Straight shape
Metallic luster
Weight
Durability
Malleability (in some types)"
Nail,4,"List the features and properties of a Nail. Give a plain list, one property per line, no explanations.","Hardness
Pointed end
Smooth surface
Rigidity
Metallic composition
Used for fastening
Can be hammered
Variety of sizes
Variety of shapes
Corrosion resistance (depending on material)"
Oil can,0,"List the features and properties of a Oil can. Give a plain list, one property per line, no explanations.","Capacity
Material
Handle
Spout
Cap
Label
Color
Size
Weight
Non-spill mechanism
Durable
Reusable
Versatile
Nontoxic
Ergonomic"
