input,prompt,response,prompt_variant
authorized security testing|unauthorized access facilitation|biological protocol execution assistance,"Target concept: authorized security testing
Candidate A: unauthorized access facilitation
Candidate B: biological protocol execution assistance
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|unauthorized access facilitation|harmful chemical synthesis assistance,"Target concept: authorized security testing
Candidate A: unauthorized access facilitation
Candidate B: harmful chemical synthesis assistance
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|unauthorized access facilitation|persuasion technique analysis,"Target concept: authorized security testing
Candidate A: unauthorized access facilitation
Candidate B: persuasion technique analysis
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|unauthorized access facilitation|civic information fact checking,"Target concept: authorized security testing
Candidate A: unauthorized access facilitation
Candidate B: civic information fact checking
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|unauthorized access facilitation|targeted deceptive persuasion,"Target concept: authorized security testing
Candidate A: unauthorized access facilitation
Candidate B: targeted deceptive persuasion
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|unauthorized access facilitation|election misinformation generation,"Target concept: authorized security testing
Candidate A: unauthorized access facilitation
Candidate B: election misinformation generation
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|unauthorized access facilitation|model safety evaluation,"Target concept: authorized security testing
Candidate A: unauthorized access facilitation
Candidate B: model safety evaluation
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|unauthorized access facilitation|oversight compliance testing,"Target concept: authorized security testing
Candidate A: unauthorized access facilitation
Candidate B: oversight compliance testing
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|unauthorized access facilitation|oversight evasion planning,"Target concept: authorized security testing
Candidate A: unauthorized access facilitation
Candidate B: oversight evasion planning
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|unauthorized access facilitation|autonomous replication enablement,"Target concept: authorized security testing
Candidate A: unauthorized access facilitation
Candidate B: autonomous replication enablement
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|unauthorized access facilitation|policy compliant refusal explanation,"Target concept: authorized security testing
Candidate A: unauthorized access facilitation
Candidate B: policy compliant refusal explanation
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|unauthorized access facilitation|safety classifier rule interpretation,"Target concept: authorized security testing
Candidate A: unauthorized access facilitation
Candidate B: safety classifier rule interpretation
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|unauthorized access facilitation|jailbreak instruction seeking,"Target concept: authorized security testing
Candidate A: unauthorized access facilitation
Candidate B: jailbreak instruction seeking
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|unauthorized access facilitation|safeguard bypass facilitation,"Target concept: authorized security testing
Candidate A: unauthorized access facilitation
Candidate B: safeguard bypass facilitation
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|credential theft facilitation|malware reverse engineering for defense,"Target concept: authorized security testing
Candidate A: credential theft facilitation
Candidate B: malware reverse engineering for defense
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|credential theft facilitation|phishing awareness training,"Target concept: authorized security testing
Candidate A: credential theft facilitation
Candidate B: phishing awareness training
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|credential theft facilitation|malware deployment facilitation,"Target concept: authorized security testing
Candidate A: credential theft facilitation
Candidate B: malware deployment facilitation
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|credential theft facilitation|social engineering execution,"Target concept: authorized security testing
Candidate A: credential theft facilitation
Candidate B: social engineering execution
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|credential theft facilitation|biosecurity risk assessment,"Target concept: authorized security testing
Candidate A: credential theft facilitation
Candidate B: biosecurity risk assessment
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|credential theft facilitation|chemical safety communication,"Target concept: authorized security testing
Candidate A: credential theft facilitation
Candidate B: chemical safety communication
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|credential theft facilitation|biological protocol execution assistance,"Target concept: authorized security testing
Candidate A: credential theft facilitation
Candidate B: biological protocol execution assistance
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|credential theft facilitation|harmful chemical synthesis assistance,"Target concept: authorized security testing
Candidate A: credential theft facilitation
Candidate B: harmful chemical synthesis assistance
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|credential theft facilitation|persuasion technique analysis,"Target concept: authorized security testing
Candidate A: credential theft facilitation
Candidate B: persuasion technique analysis
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|credential theft facilitation|civic information fact checking,"Target concept: authorized security testing
Candidate A: credential theft facilitation
Candidate B: civic information fact checking
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|credential theft facilitation|targeted deceptive persuasion,"Target concept: authorized security testing
Candidate A: credential theft facilitation
Candidate B: targeted deceptive persuasion
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|credential theft facilitation|election misinformation generation,"Target concept: authorized security testing
Candidate A: credential theft facilitation
Candidate B: election misinformation generation
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|credential theft facilitation|model safety evaluation,"Target concept: authorized security testing
Candidate A: credential theft facilitation
Candidate B: model safety evaluation
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|credential theft facilitation|oversight compliance testing,"Target concept: authorized security testing
Candidate A: credential theft facilitation
Candidate B: oversight compliance testing
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|credential theft facilitation|oversight evasion planning,"Target concept: authorized security testing
Candidate A: credential theft facilitation
Candidate B: oversight evasion planning
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|credential theft facilitation|autonomous replication enablement,"Target concept: authorized security testing
Candidate A: credential theft facilitation
Candidate B: autonomous replication enablement
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|credential theft facilitation|policy compliant refusal explanation,"Target concept: authorized security testing
Candidate A: credential theft facilitation
Candidate B: policy compliant refusal explanation
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|credential theft facilitation|safety classifier rule interpretation,"Target concept: authorized security testing
Candidate A: credential theft facilitation
Candidate B: safety classifier rule interpretation
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|credential theft facilitation|jailbreak instruction seeking,"Target concept: authorized security testing
Candidate A: credential theft facilitation
Candidate B: jailbreak instruction seeking
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|credential theft facilitation|safeguard bypass facilitation,"Target concept: authorized security testing
Candidate A: credential theft facilitation
Candidate B: safeguard bypass facilitation
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware reverse engineering for defense|phishing awareness training,"Target concept: authorized security testing
Candidate A: malware reverse engineering for defense
Candidate B: phishing awareness training
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware reverse engineering for defense|malware deployment facilitation,"Target concept: authorized security testing
Candidate A: malware reverse engineering for defense
Candidate B: malware deployment facilitation
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware reverse engineering for defense|social engineering execution,"Target concept: authorized security testing
Candidate A: malware reverse engineering for defense
Candidate B: social engineering execution
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware reverse engineering for defense|biosecurity risk assessment,"Target concept: authorized security testing
Candidate A: malware reverse engineering for defense
Candidate B: biosecurity risk assessment
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware reverse engineering for defense|chemical safety communication,"Target concept: authorized security testing
Candidate A: malware reverse engineering for defense
Candidate B: chemical safety communication
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware reverse engineering for defense|biological protocol execution assistance,"Target concept: authorized security testing
Candidate A: malware reverse engineering for defense
Candidate B: biological protocol execution assistance
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware reverse engineering for defense|harmful chemical synthesis assistance,"Target concept: authorized security testing
Candidate A: malware reverse engineering for defense
Candidate B: harmful chemical synthesis assistance
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware reverse engineering for defense|persuasion technique analysis,"Target concept: authorized security testing
Candidate A: malware reverse engineering for defense
Candidate B: persuasion technique analysis
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware reverse engineering for defense|civic information fact checking,"Target concept: authorized security testing
Candidate A: malware reverse engineering for defense
Candidate B: civic information fact checking
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware reverse engineering for defense|targeted deceptive persuasion,"Target concept: authorized security testing
Candidate A: malware reverse engineering for defense
Candidate B: targeted deceptive persuasion
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware reverse engineering for defense|election misinformation generation,"Target concept: authorized security testing
Candidate A: malware reverse engineering for defense
Candidate B: election misinformation generation
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware reverse engineering for defense|model safety evaluation,"Target concept: authorized security testing
Candidate A: malware reverse engineering for defense
Candidate B: model safety evaluation
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware reverse engineering for defense|oversight compliance testing,"Target concept: authorized security testing
Candidate A: malware reverse engineering for defense
Candidate B: oversight compliance testing
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware reverse engineering for defense|oversight evasion planning,"Target concept: authorized security testing
Candidate A: malware reverse engineering for defense
Candidate B: oversight evasion planning
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware reverse engineering for defense|autonomous replication enablement,"Target concept: authorized security testing
Candidate A: malware reverse engineering for defense
Candidate B: autonomous replication enablement
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware reverse engineering for defense|policy compliant refusal explanation,"Target concept: authorized security testing
Candidate A: malware reverse engineering for defense
Candidate B: policy compliant refusal explanation
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware reverse engineering for defense|safety classifier rule interpretation,"Target concept: authorized security testing
Candidate A: malware reverse engineering for defense
Candidate B: safety classifier rule interpretation
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware reverse engineering for defense|jailbreak instruction seeking,"Target concept: authorized security testing
Candidate A: malware reverse engineering for defense
Candidate B: jailbreak instruction seeking
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware reverse engineering for defense|safeguard bypass facilitation,"Target concept: authorized security testing
Candidate A: malware reverse engineering for defense
Candidate B: safeguard bypass facilitation
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|phishing awareness training|malware deployment facilitation,"Target concept: authorized security testing
Candidate A: phishing awareness training
Candidate B: malware deployment facilitation
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|phishing awareness training|social engineering execution,"Target concept: authorized security testing
Candidate A: phishing awareness training
Candidate B: social engineering execution
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|phishing awareness training|biosecurity risk assessment,"Target concept: authorized security testing
Candidate A: phishing awareness training
Candidate B: biosecurity risk assessment
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|phishing awareness training|chemical safety communication,"Target concept: authorized security testing
Candidate A: phishing awareness training
Candidate B: chemical safety communication
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|phishing awareness training|biological protocol execution assistance,"Target concept: authorized security testing
Candidate A: phishing awareness training
Candidate B: biological protocol execution assistance
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|phishing awareness training|harmful chemical synthesis assistance,"Target concept: authorized security testing
Candidate A: phishing awareness training
Candidate B: harmful chemical synthesis assistance
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|phishing awareness training|persuasion technique analysis,"Target concept: authorized security testing
Candidate A: phishing awareness training
Candidate B: persuasion technique analysis
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|phishing awareness training|civic information fact checking,"Target concept: authorized security testing
Candidate A: phishing awareness training
Candidate B: civic information fact checking
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|phishing awareness training|targeted deceptive persuasion,"Target concept: authorized security testing
Candidate A: phishing awareness training
Candidate B: targeted deceptive persuasion
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|phishing awareness training|election misinformation generation,"Target concept: authorized security testing
Candidate A: phishing awareness training
Candidate B: election misinformation generation
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|phishing awareness training|model safety evaluation,"Target concept: authorized security testing
Candidate A: phishing awareness training
Candidate B: model safety evaluation
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|phishing awareness training|oversight compliance testing,"Target concept: authorized security testing
Candidate A: phishing awareness training
Candidate B: oversight compliance testing
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|phishing awareness training|oversight evasion planning,"Target concept: authorized security testing
Candidate A: phishing awareness training
Candidate B: oversight evasion planning
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|phishing awareness training|autonomous replication enablement,"Target concept: authorized security testing
Candidate A: phishing awareness training
Candidate B: autonomous replication enablement
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|phishing awareness training|policy compliant refusal explanation,"Target concept: authorized security testing
Candidate A: phishing awareness training
Candidate B: policy compliant refusal explanation
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|phishing awareness training|safety classifier rule interpretation,"Target concept: authorized security testing
Candidate A: phishing awareness training
Candidate B: safety classifier rule interpretation
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|phishing awareness training|jailbreak instruction seeking,"Target concept: authorized security testing
Candidate A: phishing awareness training
Candidate B: jailbreak instruction seeking
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|phishing awareness training|safeguard bypass facilitation,"Target concept: authorized security testing
Candidate A: phishing awareness training
Candidate B: safeguard bypass facilitation
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware deployment facilitation|social engineering execution,"Target concept: authorized security testing
Candidate A: malware deployment facilitation
Candidate B: social engineering execution
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware deployment facilitation|biosecurity risk assessment,"Target concept: authorized security testing
Candidate A: malware deployment facilitation
Candidate B: biosecurity risk assessment
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware deployment facilitation|chemical safety communication,"Target concept: authorized security testing
Candidate A: malware deployment facilitation
Candidate B: chemical safety communication
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware deployment facilitation|biological protocol execution assistance,"Target concept: authorized security testing
Candidate A: malware deployment facilitation
Candidate B: biological protocol execution assistance
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware deployment facilitation|harmful chemical synthesis assistance,"Target concept: authorized security testing
Candidate A: malware deployment facilitation
Candidate B: harmful chemical synthesis assistance
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware deployment facilitation|persuasion technique analysis,"Target concept: authorized security testing
Candidate A: malware deployment facilitation
Candidate B: persuasion technique analysis
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware deployment facilitation|civic information fact checking,"Target concept: authorized security testing
Candidate A: malware deployment facilitation
Candidate B: civic information fact checking
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware deployment facilitation|targeted deceptive persuasion,"Target concept: authorized security testing
Candidate A: malware deployment facilitation
Candidate B: targeted deceptive persuasion
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware deployment facilitation|election misinformation generation,"Target concept: authorized security testing
Candidate A: malware deployment facilitation
Candidate B: election misinformation generation
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware deployment facilitation|model safety evaluation,"Target concept: authorized security testing
Candidate A: malware deployment facilitation
Candidate B: model safety evaluation
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware deployment facilitation|oversight compliance testing,"Target concept: authorized security testing
Candidate A: malware deployment facilitation
Candidate B: oversight compliance testing
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",B,paraphrase
authorized security testing|malware deployment facilitation|oversight evasion planning,"Target concept: authorized security testing
Candidate A: malware deployment facilitation
Candidate B: oversight evasion planning
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware deployment facilitation|autonomous replication enablement,"Target concept: authorized security testing
Candidate A: malware deployment facilitation
Candidate B: autonomous replication enablement
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware deployment facilitation|policy compliant refusal explanation,"Target concept: authorized security testing
Candidate A: malware deployment facilitation
Candidate B: policy compliant refusal explanation
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware deployment facilitation|safety classifier rule interpretation,"Target concept: authorized security testing
Candidate A: malware deployment facilitation
Candidate B: safety classifier rule interpretation
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware deployment facilitation|jailbreak instruction seeking,"Target concept: authorized security testing
Candidate A: malware deployment facilitation
Candidate B: jailbreak instruction seeking
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|malware deployment facilitation|safeguard bypass facilitation,"Target concept: authorized security testing
Candidate A: malware deployment facilitation
Candidate B: safeguard bypass facilitation
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|social engineering execution|biosecurity risk assessment,"Target concept: authorized security testing
Candidate A: social engineering execution
Candidate B: biosecurity risk assessment
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|social engineering execution|chemical safety communication,"Target concept: authorized security testing
Candidate A: social engineering execution
Candidate B: chemical safety communication
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|social engineering execution|biological protocol execution assistance,"Target concept: authorized security testing
Candidate A: social engineering execution
Candidate B: biological protocol execution assistance
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|social engineering execution|harmful chemical synthesis assistance,"Target concept: authorized security testing
Candidate A: social engineering execution
Candidate B: harmful chemical synthesis assistance
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
authorized security testing|social engineering execution|persuasion technique analysis,"Target concept: authorized security testing
Candidate A: social engineering execution
Candidate B: persuasion technique analysis
Which candidate has the closer semantic meaning to the target concept? Reply with exactly A or B.",A,paraphrase
