concept,rep,prompt,response
Axe,2,"List the features and properties of a Axe. Give a plain list, one property per line, no explanations.","Handle
Blade
Sharp edge
Metal construction
Wooden or synthetic handle
Balanced weight
Axle or wedge shape
Carrying loop or lanyard hole
Various sizes
Different blade shapes"
Axe,3,"List the features and properties of a Axe. Give a plain list, one property per line, no explanations.","Made of metal or wood
Has a blade for cutting
Handle for gripping
Blade is sharp
Handle is usually wooden
Blade can be single or double-sided
Used for chopping wood
Used for hunting
Can be used as a weapon
Often has a haft or shaft
Blade is attached securely to handle
Different sizes and weights
Can have a hammer on the back
Some have notched edge for cutting cord
Used historically in warfare"
Axe,4,"List the features and properties of a Axe. Give a plain list, one property per line, no explanations.","Handle
Blade
Sharp edge
Weight
Balance point
Material (metal, wood)
Length
Width
Shape
Handle grip
Blade angle
Axe head shape
Weight distribution"
Blindworm,0,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","Legless lizard
Reptile
Cold-blooded
Small in size
Can grow up to 40 cm
Burrows underground
Prefers moist habitats
Omnivorous diet
Eggs are laid in late spring
Eggs hatch in early summer
Can change color for camouflage
No eyelids
Scales on body
Females larger than males
Hibernate during winter
Found in Europe and Asia"
Blindworm,1,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","Amphibian
Legless
Small size
Smooth skin
Lays eggs
No external gills as adult
Respires through skin
Found in moist environments
Hibernate in winter
Can grow up to 40 cm
Omnivorous diet
Senses prey through vibrations"
Blindworm,2,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","Reptile
Legless
Slender body
Can grow up to 30-45 cm
Found in moist, warm environments
Burrows in soil
Eats insects and their larvae
Hibernate during cold months
Smooth scales
No eyelids"
Blindworm,3,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","Cold-blooded
Legless
Reptile
No eyelids
Can grow back tail if lost
Small in size
Lives in moist environments
Eats insects and small invertebrates
Has teeth
Can burrow in soil
Slender body shape
Can change color for camouflage"
Blindworm,4,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","Reptile
Legless
Snakelike appearance
Small scales
Can grow up to 40 cm
Burrowing lifestyle
No venom
Relies on ambush or active hunting
Eats small animals like insects and worms
Hibernate in winter
Found in Europe and Asia
Skin shedding occurs periodically"
Boa python,0,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.","Large in size
Non-venomous
Constrictor
Solitary
No limbs
Heat-sensing pits
Long lifespan
Good swimmers
Excellent climbers
Can change color slightly
Hibernate in cold climates
Prey on a variety of animals
Can go long periods without eating
Large eyes and tongue for sensing prey
Retractable claws on remnants of pelvic bones"
Boa python,1,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.","Can grow up to 13 feet long
Non-venomous
Constricts prey
Large, triangular head
Distinctive skin pattern
Can change color with age
Solitary nature
Excellent climbers
Good swimmers
Hibernate in cold climates
Long lifespan, up to 40 years
Ectothermic, temperature dependent for body heat
Large, in relation to body size, mating balls"
Boa python,2,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.","Large size
Constrictor
Non-venomous
Solitary nature
Can grow up to 13 feet or more
Has heat-sensing pits
Can climb trees
Good swimmer
Lays eggs
Can change color based on environment (color morphs)"
Boa python,3,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.","Large size
Non-venomous
Constrictor
Solitary
Long lifespan
Can be multiple sub-species
Smooth scales
Heat-sensing pits
Excellent vision and smell
Can climb trees
Good swimmers
Hibernate in colder climates
Prey on various animals
Can be pets with proper care
Grow throughout their lives"
Boa python,4,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.","Non-venomous
Constrictor
Large in size
Non-venomous
Solitary
Long lifespan
Can grow up to 13 feet or more
Has heat-sensing pits
Excellent swimmers
Good climbers
Ectothermic
Hibernate in cold climates
Prey on a variety of animals including rodents, birds, and other reptiles
Can go weeks between meals
Females produce eggs which hatch inside the body
Live-bearing species"
Caiman,0,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.","Lives in freshwater habitats
Reaches sizes up to 2.5 meters
Has a broad snout
Bears large eggs
Is a carnivore
Has scaly skin
Breathes air
Lays eggs on land
Can swim fast
Has sharp teeth"
Caiman,1,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.","Cold-blooded
Aquatic and semi-aquatic
Crocodilian
Scales
Long tail
Webbed feet
Sharp teeth
Powerful jaws
Oval-shaped snout
Can grow up to 10 feet
Nostrils on top of the snout
Keen eyesight
Good sense of smell
Can stay submerged for long periods
Lays eggs
Nests on land
Omnivorous diet
Hibernate in colder climates"
Caiman,2,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.","Cold-blooded
Reptile
Belongs to the family Alligatoridae
Has a long, powerful tail
Has four short legs
Has a broad snout
Reaches lengths of up to 2.5 meters
Is primarily nocturnal
Eats fish, birds, small mammals
Lays eggs
Has scaly skin
Can stay underwater for long periods
Has excellent night vision"
Caiman,3,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.","Lives in freshwater habitats
Can grow up to 2.5 meters
Has a broad snout
Eyes and nostrils on top of head
Omnivorous with a carnivorous diet
Has protective coloration
Lays eggs in nests
Has a strong tail for swimming
Can hiss when threatened
Has four short legs
Can be aggressive
Has a lifespan of up to 30 years"
Caiman,4,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.","Reptile
Crocodilian
Lives in freshwater habitats
Long and slender snout
Can grow up to 2.5 meters
Omnivorous diet
Has protective bony plates on its skin
Lays eggs
Nests on land
Can live up to 30 years in the wild
Active at night
Good swimmer
Has keen senses of sight, smell, and hearing"
Chameleon,0,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","Change color
Camoouflage
Long tongue
Adhesive feet
Prehensile tail
Large eyes can move independently
Wide variety of colors
Can change color based on mood and temperature
Live in trees
Vegetarian diet
Can mimic surroundings"
Chameleon,1,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","Change color
Cambered eyes
Long tongue
Prehensile tail
Zygodactyl feet
Good climbers
Excellent vision
Nocturnal behavior
Insectivorous diet
Variable body temperature
Can change color in seconds"
Chameleon,2,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","Change color
Climb trees
Have a long tongue
Good eyesight
Can change color to blend in with surroundings
Can see well at night
Have a prehensile tail
Live in warm climates
Eat insects and other small animals
Can change color quickly in response to mood or temperature"
Chameleon,3,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","Change color
Can stay still for hours
Has a long, sticky tongue
Eyes can move independently
Prehensile tail
Good eyesight
Can see well at night
Primarily insectivorous
Can change color based on mood and temperature
Can live in a variety of environments
Can reach speeds up to 20 mph when running"
Chameleon,4,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","Change color
Long tongue
Camoouflage
Excellent eyesight
Zygodactyl feet
Nocturnal in behavior
Veiled Chameleon variety
Jackson's Chameleon variety
Panther Chameleon variety
Can change color rapidly
Prehensile tail
Good climbers
Can store sperm
Wide-angle vision
Diurnal activity periods
Can live in trees"
Chisel,0,"List the features and properties of a Chisel. Give a plain list, one property per line, no explanations.","Made of metal
Has a handle
Sharp cutting edge
Varies in size
Used for carving
Can be handheld
Available in various shapes
Used in woodworking
Also used in stone carving
Durability
Corrosion resistance
Weight varies"
Chisel,1,"List the features and properties of a Chisel. Give a plain list, one property per line, no explanations.","Made of metal
Has a handle
Features a blade
Blade is楔形的
Used for cutting
Used for shaping
Can be handheld
Available in various sizes
Can be sharpened
Used in carpentry
Used in masonry
Can be power-operated"
Chisel,2,"List the features and properties of a Chisel. Give a plain list, one property per line, no explanations.","Made of metal
Has a handle
Handle is usually wood or plastic
Blade is sharp
Blade is wide at the top
Blade narrows towards the point
Used for shaping or cutting wood
Available in various sizes
Used in woodworking and construction
Can be hand-forged or factory-made
Handle is attached to the blade by tang or socket
Some have a hammer function on the back of the head"
Chisel,3,"List the features and properties of a Chisel. Give a plain list, one property per line, no explanations.","Made of metal
Usually steel
Has a handle
Handle can be wooden, plastic, or metal
Blade is wedge-shaped
Blade is flat on one side
Blade is sharp
Used for cutting
Used for shaping
Available in various sizes
Used in construction
Used in woodworking
Used in metalworking
Can be struck with a hammer
Used for chiseling tasks"
Chisel,4,"List the features and properties of a Chisel. Give a plain list, one property per line, no explanations.","Made of metal
Has a handle
Handle is often wooden
Blade is sharp
Blade is flat
Used for cutting
Can have different sizes
Used in construction
Used in woodworking
Available in various shapes"
Cobra,0,"List the features and properties of a Cobra. Give a plain list, one property per line, no explanations.","Venomous
Reptile
Snake
Elongated body
Scales
Forked tongue
Heat-sensing pits
Hinged fangs
Distinctive hood when threatened
Variety of colors and patterns
Can grow up to 18 feet in length
Lays eggs or gives birth to live young
Primarily nocturnal
Ectothermic
Preys on small mammals, birds, and other reptiles"
Cobra,1,"List the features and properties of a Cobra. Give a plain list, one property per line, no explanations.","Venomous
Long, thin body
Distinctive hood when threatened
Reversible jaw mechanism
Heat-sensing pits
Variable coloration
Wide geographic distribution
Diverse species
Fast and agile
Predatory nature
Can climb trees
Lays eggs or gives live birth"
Cobra,2,"List the features and properties of a Cobra. Give a plain list, one property per line, no explanations.","Venomous
Reptile
Snake
Elongated body
Solenoglyphous fangs
Heat-sensing pits
Distinctive hood when threatened
Wide range of colors and patterns
Various species
Can grow up to 18 feet
Active at night
Lays eggs or gives birth to live young"
Cobra,3,"List the features and properties of a Cobra. Give a plain list, one property per line, no explanations.","Venomous
Elm-shaped hood when threatened
Long slender body
Scales that are often patterned
Can grow up to 8 feet in length
Sharp retractable fangs
Infrared sensing pits
Wide range of habitats
Diverse diet including rodents and birds
Highly venomous species can be deadly to humans
Ectothermic (cold-blooded)"
Cobra,4,"List the features and properties of a Cobra. Give a plain list, one property per line, no explanations.","Venomous
Long, thin body
Distinctive hood when threatened
Scales
Heat-sensing pits
Fangs
Tail
Eyes
Nose
Legless
Ambush predator
Variety of colors
Can swim"
Crocodile,0,"List the features and properties of a Crocodile. Give a plain list, one property per line, no explanations.","Lays eggs
Cold blooded
Has four legs
Long tail
Sharp teeth
Scales on skin
Webbed feet
Strong jaws
Can swim well
Can hold breath for long periods
Good eyesight
Can grow up to 23 feet
Live in freshwater and saltwater environments
Have a lifespan of up to 70 years"
Crocodile,1,"List the features and properties of a Crocodile. Give a plain list, one property per line, no explanations.","Large size
Armored skin
Long tail
Powerful jaws
Sharp teeth
Webbed feet
Ectothermic (cold-blooded)
Can swim quickly
Can hold breath for long periods
Lays eggs
Has four legs
Excellent eyesight
Nostrils at the end of the snout
Can grow up to 23 feet
Can live up to 70 years in the wild"
Crocodile,2,"List the features and properties of a Crocodile. Give a plain list, one property per line, no explanations.","Large size
Scale-covered skin
Long tail
Powerful jaws
Sharp teeth
Webbed feet
Four legs
Oval-shaped eyes
Nasal aperture on top of the snout
Can swim fast
Can hold breath for long periods
Lays eggs
Cold-blooded
Has a four-chambered heart
Strong tail for defense and swimming
Can live in water and on land
Green or olive-colored skin"
Crocodile,3,"List the features and properties of a Crocodile. Give a plain list, one property per line, no explanations.","Lives in freshwater and brackish water habitats
Large, powerful jaws
Oval-shaped, protective scales
Long, muscular tail
Four legs with clawed feet
Cold-blooded (ectothermic)
Can stay submerged for several hours
Has a fourth eye for sensing light on top of its head
Lays eggs
Males are typically larger than females
Has a lifespan of up to 70 years in captivity
Excellent at camouflage
Has poor hearing but keen eyesight"
Crocodile,4,"List the features and properties of a Crocodile. Give a plain list, one property per line, no explanations.","Reptile
Large size
Scale-covered skin
Long, powerful tail
Webbed feet
Strong jaws
Sharp teeth
Oval-shaped eggs
Cold-blooded
Lives near water
Nostrils at the end of snout
Eyes on top of head for water surface vision
Can hold breath underwater for long periods
Ambush predator
Can climb onto land
Good swimmer"
Dinosaur,0,"List the features and properties of a Dinosaur. Give a plain list, one property per line, no explanations.","Lived during prehistoric times
Varied in size from small birds to large beasts
Had scales or feathers
Some were carnivores
Some were herbivores
Some were omnivores
Had large claws
Many had sharp teeth
Had long tails for balance
Lived on land
Some species could swim
Some species could fly
Existed millions of years ago
Became extinct in a mass extinction event
Fossilized remains are found worldwide"
Dinosaur,1,"List the features and properties of a Dinosaur. Give a plain list, one property per line, no explanations.","Lived during prehistoric times
Range in size from small birds to huge creatures
Some were carnivores
Others were herbivores
Had large bodies covered in scales or feathers
Moved using two or four legs
Some had armor or horns for protection
Had beaks, teeth, and claws
Lived on land, in forests, deserts, and near water
Existed for approximately 165 million years
Became extinct around 65 million years ago
Leaves fossils that provide information about their lives"
Dinosaur,2,"List the features and properties of a Dinosaur. Give a plain list, one property per line, no explanations.","Lived during prehistoric times
Varied in size from small to extremely large
Had scaly skin
Most were egg-laying
Had powerful legs
Many had long tails
Some had feathers
Some were herbivores
Others were carnivores
Had different types of teeth
Could be found on all continents
Extinct for approximately 65 million years
Some had horns and frills"
Dinosaur,3,"List the features and properties of a Dinosaur. Give a plain list, one property per line, no explanations.","Lived during prehistoric times
Varied in size from small to extremely large
Had scaly skin
Many were egg-laying
Some had feathers
Ranged from herbivorous to carnivorous
Had distinct skeletal structures
Existed from the Triassic to the Cretaceous period
Most became extinct around 65 million years ago
Had diverse diets
Some had elaborate crests and horns
Many walked on two legs
Others were quadrupedal
Had large bodies and strong legs
Some had small brains relative to body size
Different species had varying abilities to fly or swim"
Dinosaur,4,"List the features and properties of a Dinosaur. Give a plain list, one property per line, no explanations.","Lived during prehistoric times
Range from small to extremely large sizes
Had a variety of diets
Some were carnivores
Some were herbivores
Some were omnivores
Varied in physical characteristics
Some had feathers
Some had scales
Some had armor
Different species had different body shapes
Some could fly
Most were land dwellers
Had long tails
Many had powerful legs
Some had wings
Extinct for millions of years
Fossils provide information about them
Lived on Earth for approximately 165 million years"
Gecko,0,"List the features and properties of a Gecko. Give a plain list, one property per line, no explanations.","Can cling to smooth surfaces
Have sticky toe pads
Use their tails for balance
Can regrow their tails
Have excellent night vision
Are mostly nocturnal
Have a variety of colors and patterns
Can change color slightly
Some species can run across water
Can vocalize to communicate"
Gecko,1,"List the features and properties of a Gecko. Give a plain list, one property per line, no explanations.","Can climb vertical surfaces
Have adhesive toe pads
Nocturnal creatures
Have excellent night vision
Most are egg-layers
Some species are live-bearers
Have tails that can regenerate
Are mostly insectivorous
Have the ability to change color slightly
Can drop their tails to escape predators"
Gecko,2,"List the features and properties of a Gecko. Give a plain list, one property per line, no explanations.","Can cling to smooth surfaces
Have adhesive toe pads
Possess a prehensile tail
Most are nocturnal
Have excellent night vision
Can regenerate their tails
Have five toes on each foot
Some species can change color
Can vocalize to communicate
Are generally small to medium-sized"
Gecko,3,"List the features and properties of a Gecko. Give a plain list, one property per line, no explanations.","Can climb smooth surfaces
Have adhesive toe pads
Have claws
Can regenerate their tails
Have excellent night vision
Are small to medium-sized
Have a variety of colors and patterns
Can change color slightly
Have sticky secretions
Are cold-blooded"
Gecko,4,"List the features and properties of a Gecko. Give a plain list, one property per line, no explanations.","Can cling to smooth surfaces
Have adhesive toe pads
Are nocturnal
Have large eyes
Have tails that can regenerate
Can change color slightly
Are cold-blooded
Can shed their skin
Have excellent night vision
Are small to medium-sized"
Grinding disk,0,"List the features and properties of a Grinding disk. Give a plain list, one property per line, no explanations.","Material composition varies
Ceramic
Resin fiber
Zirconia alumina
Grinding surface texture
Diameter sizes available
Thickness variations
Adhesive backing for attachment
Hole in center for attachment
Abrasive quality
Durability
Speed rating
Compatibility with different grinding tools
Heat resistance
Vibration absorption
Self-sharpening ability
Color coding for grade indication
Packaging varies by manufacturer"
Grinding disk,1,"List the features and properties of a Grinding disk. Give a plain list, one property per line, no explanations.","Made of abrasive material
Cylindrical shape
Has a backing pad
Available in various sizes
Different grit sizes available
Can be used wet or dry
Used for smoothing, shaping, and cutting
Heat generation during use
Wear and tear over time
Replacement needed for consistent performance"
Grinding disk,2,"List the features and properties of a Grinding disk. Give a plain list, one property per line, no explanations.","Made of abrasive material
Cylindrical or flat shape
Has a center hole for attachment
Available in various sizes
Different grit sizes for coarseness
Can be used for metalworking
Provides fast material removal
Wear-resistant
Heat generation during use
Needs regular inspection
Can become clogged with debris
Requires proper mounting
Suitable for manual or machine use
Available in different materials like aluminum oxide, silicon carbide"
Grinding disk,3,"List the features and properties of a Grinding disk. Give a plain list, one property per line, no explanations.","Made of durable materials
Abrasive surface
Flat or slightly concave shape
Various diameters available
Different grit sizes
Color coded for identification
Waterproof for wet grinding
Heat resistant
Can be used for dry grinding
Self-centering on grinder
Ergonomic design for comfort"
Grinding disk,4,"List the features and properties of a Grinding disk. Give a plain list, one property per line, no explanations.","Made of abrasive material
Circular shape
Flat surface
High hardness
Heat resistant
Available in various sizes
Different grit sizes
Can be used wet or dry
Flanges for attachment
Limited lifespan
Replaces with wear
Requires backing pad
Designed for power tools"
Hammer,0,"List the features and properties of a Hammer. Give a plain list, one property per line, no explanations.","Handle
Head
Weight
Material (steel, wood, etc.)
Shape
Length
Balance
Texture
Function
Design
Weight distribution"
Hammer,1,"List the features and properties of a Hammer. Give a plain list, one property per line, no explanations.","Handle
Head
Weight
Material (often steel)
Shape
Length
Balance
Texture
Piston face
Non-slip grip"
Hammer,2,"List the features and properties of a Hammer. Give a plain list, one property per line, no explanations.","Handle
Head
Weight
Material
Shape
Size
Function
Balance
Texture
Length
Type"
Hammer,3,"List the features and properties of a Hammer. Give a plain list, one property per line, no explanations.","Handle
Head
Weight
Material (often steel)
Shape
Texture
Length
Balance
Function
Durability
Hammerface design"
Hammer,4,"List the features and properties of a Hammer. Give a plain list, one property per line, no explanations.","Handle
Head
Weighted
Metal head
Wood or plastic handle
Flat striking surface
Round shaft
Non-slip grip
Various sizes
Color options
Steel construction
Impact tool
Carrying hook
Curved shape
Balance for swinging"
Knife,0,"List the features and properties of a Knife. Give a plain list, one property per line, no explanations.","Blade
Handle
Edge
Point
Length
Material
Weight
Balance
Sharpness
Locking mechanism
Non-slip grip
Handle attachment method
Texture"
Knife,1,"List the features and properties of a Knife. Give a plain list, one property per line, no explanations.","Blade
Handle
Sharp edge
Pointed tip
Balanced design
Made of metal
Handle can be made of various materials
Different sizes
Various blade shapes
Can be folding or fixed
Weight
Length
Edge retention
Corrosion resistance
Locking mechanism (for folding knives)
Texture for grip
Safety features
Durability"
Knife,2,"List the features and properties of a Knife. Give a plain list, one property per line, no explanations.","Blade
Handle
Pointed tip
Edge
Length
Material
Weight
Balance
Lock mechanism
Sharpened edge
Guard
Texture
Color
Shape
Size
Sharpness"
Knife,3,"List the features and properties of a Knife. Give a plain list, one property per line, no explanations.","Blade
Handle
Pointed tip
Edge
Length
Width
Material
Weight
Balance
Sharpness
Handle grip
Locking mechanism
Non-slip surface
Serrations
Butt cap
Clip for pocket carry
Release button
Thumb stud
Wharncliffe blade shape
Drop point blade shape
Sheepsfoot blade shape
Clip point blade shape
Spear point blade shape
Tanto blade shape"
Knife,4,"List the features and properties of a Knife. Give a plain list, one property per line, no explanations.","Blade
Handle
Point
Edge
Sharpness
Material
Length
Width
Shape
Balance
Weight
Locking mechanism
Texture
Color
Durability
Sharpness retention
Handle attachment method
Edge retention
Serrations
Non-slip grip
Sheath compatibility
Flexibility
Sturdiness
Stability
Portability"
Lawn Mower,0,"List the features and properties of a Lawn Mower. Give a plain list, one property per line, no explanations.","Cutting blade
Engine
Handle
Wheels
Deck
Fuel tank
Spark plug
Air filter
Mower deck height adjustment
Blade control
Brake system
Gathering bag or mulching option
Safety features
Cord or battery-powered option
Weight
Size
Foldable design
Lubrication points
Accessories (e.g., attachments)
Maintenance requirements"
Lawn Mower,1,"List the features and properties of a Lawn Mower. Give a plain list, one property per line, no explanations.","Cuts grass
Has blades
Powered by engine or electric motor
Self-propelled option
Bagging system
Mulching capability
Side discharge option
Handle for steering and lifting
Wheels for mobility
Height adjustment settings
Safety features
Fuel tank (for gas models)
Battery (for electric models)
Deck for grass collection"
Lawn Mower,2,"List the features and properties of a Lawn Mower. Give a plain list, one property per line, no explanations.","Gas or electric powered
Cuts grass to desired height
Has wheels for mobility
May have a bag to collect grass clippings
Some have mulching capabilities
Adjustable cutting height
Sharp blades for clean cuts
Handle for steering and control
Self-propelled models available
Various cutting widths
Durable construction
Requires maintenance and occasional repairs
Can be push or riding type
Some have safety features
Includes a blade cover when not in use"
Lawn Mower,3,"List the features and properties of a Lawn Mower. Give a plain list, one property per line, no explanations.","Engine
Cutting deck
Blade
Handle
Wheels
Fuel tank
Spark plug
Air filter
Mower deck height adjustment
Self-propelled option
Mulching feature
Bagging feature
Side discharge option
Electric start
Manual start
Lawn mower safety features
Corded electric
Battery powered
Gasoline powered"
Lawn Mower,4,"List the features and properties of a Lawn Mower. Give a plain list, one property per line, no explanations.","Cuts grass
Has blades
Powered by engine or electricity
Self-propelled option
Bagging system for clippings
Height adjustment
Wheels for mobility
Handle for steering
Safety features
Mulching capability
Versatile attachments
Maintenance required"
Lizard,0,"List the features and properties of a Lizard. Give a plain list, one property per line, no explanations.","Reptile
Cold-blooded
Scales
Four legs
Some species can regenerate their tails
Most lay eggs, some give live birth
Can change color in certain species
Sharp claws
Long, forked tongue in many species
Various sizes from tiny to large
Live in diverse habitats
Can shed their skin"
Lizard,1,"List the features and properties of a Lizard. Give a plain list, one property per line, no explanations.","Four limbs
Dry scaly skin
Cold-blooded (ectothermic)
Varying sizes from small to large
Most have tails
Many can regenerate their tails
Can be found in various environments
Most lay eggs, some give birth to live young
Excellent climbers
Some can change color
Good eyesight
Some can run on water
Can shed their skin"
Lizard,2,"List the features and properties of a Lizard. Give a plain list, one property per line, no explanations.","Scales
Cold-blooded
Four legs
Tail
Claws
Variety of colors
Can change color
Some can regenerate their tails
Most lay eggs
Some give birth to live young
Can shed their skin
Good eyesight
Keen sense of smell
Wide range of sizes
Live in diverse habitats"
Lizard,3,"List the features and properties of a Lizard. Give a plain list, one property per line, no explanations.","Cold-blooded
Reptile
Scales
Four limbs
Some species can regenerate their tails
Most have claws
Can range from tiny to large sizes
Many can change color
Some can run bipedally
Can live in various environments
Can shed their skin"
Lizard,4,"List the features and properties of a Lizard. Give a plain list, one property per line, no explanations.","Reptile
Cold-blooded
Scales
Four legs
Tail
Various sizes
Different colors
Eyes with movable eyelids
Some have claws
Can change color in certain species
Lay eggs or give birth to live young
Respire through lungs
Wide range of habitats
Diurnal or nocturnal
Prey on insects, small mammals, etc.
Predators for smaller animals
Can regenerate their tails in some species
Have external ears with tympanic membranes"
Nail,0,"List the features and properties of a Nail. Give a plain list, one property per line, no explanations.","Hard
Made of keratin
Attached to the finger or toe
Protects the finger or toe tip
Grows continuously
Has a nail bed
Has a nail matrix
Has a nail plate
Edges can be rounded, squared, or shaped
Can be painted or polished"
Nail,1,"List the features and properties of a Nail. Give a plain list, one property per line, no explanations.","Made of keratin
Hard
Attached to the finger or toe
Protects the tip of the digit
Can be various colors
Has a nail bed
Has a lunula (half-moon shape)
Can be trimmed
Grows continuously
Has a nail fold
Has cuticles"
Nail,2,"List the features and properties of a Nail. Give a plain list, one property per line, no explanations.","Made of keratin
Hard material
Attached to the tip of fingers and toes
Protects the end of the finger or toe
Flattened shape
Grows continuously
Can be various colors
Has a nail bed
Has a nail matrix
Has a nail fold
Can be trimmed
Can be polished
Can develop conditions like ingrown nails or fungus"
Nail,3,"List the features and properties of a Nail. Give a plain list, one property per line, no explanations.","Made of keratin
Hard surface
Protects the tip of the finger or toe
Can be trimmed
Comes in various shapes and sizes
Has a free edge
Attached to the nail bed
Grows continuously
Can be polished
May have a white moon shape (lunula) at the base"
Nail,4,"List the features and properties of a Nail. Give a plain list, one property per line, no explanations.","Hard material
Made of keratin
Grows continuously
Protects the tip of the finger or toe
Can be polished
Can be trimmed
Has a nail bed
Has a nail matrix
Has a nail plate
Has a cuticle"
Oil can,0,"List the features and properties of a Oil can. Give a plain list, one property per line, no explanations.","Holds oil
Metal construction
Spout for pouring
Handle for carrying
Sealable lid
Various sizes
Durable
Often red or yellow
Rust resistant coating
Capacity markings
Compatibility with different oils
Threaded lid for secure sealing"
