concept,rep,prompt,response
Axe,0,"List the features and properties of a Axe. Give a plain list, one property per line, no explanations.","- Head
- Blade
- Bit
- Edge
- Poll
- Eye
- Handle (Haft)
- Cheek
- Toe
- Heel
- Shoulder
- Beard
- Grip
- Weight
- Length
- Balance
- Material (steel, wood, composite)
- Sharpness
- Hardness
- Durability
- Portability
- Grain orientation (handle)
- Finish/Coating
- Curve/Shape of handle
- Single or double bit
- Purpose (splitting, felling, carving, tactical, etc.)
- Price
- Brand/Manufacturer"
Axe,1,"List the features and properties of a Axe. Give a plain list, one property per line, no explanations.","- Head
- Blade
- Bit
- Poll
- Eye
- Handle (haft)
- Cheek
- Toe
- Heel
- Edge
- Beard
- Weight
- Length
- Balance
- Material (steel type)
- Handle material (wood, fiberglass, composite)
- Grain orientation
- Hardness
- Sharpness
- Grip
- Shape/profile
- Single-bit or double-bit
- Curved or straight handle
- Coating/finish
- Tang
- Wedge
- Overall durability
- Portability
- Cutting efficiency
- Chopping power
- Splitting ability
- Maintenance requirements
- Price
- Brand/manufacturer
- Intended use (felling, splitting, carving, etc.)
- Aesthetic design
- Safety features (sheath, guard)"
Axe,2,"List the features and properties of a Axe. Give a plain list, one property per line, no explanations.","- Blade
- Handle (haft)
- Head
- Eye
- Bit
- Poll
- Cheek
- Toe
- Heel
- Beard
- Edge
- Weight
- Length
- Material (steel, wood, fiberglass, composite)
- Balance
- Sharpness
- Hardness
- Grip
- Shape of head
- Single or double bit
- Curvature of handle
- Finish/coating
- Tang (if applicable)
- Wedge (for securing head)
- Sheath/cover
- Portability
- Durability
- Purpose (splitting, chopping, carving, tactical, etc.)
- Manufacturer/brand
- Price
- Aesthetic design/engraving"
Axe,3,"List the features and properties of a Axe. Give a plain list, one property per line, no explanations.","- Head
- Blade
- Edge
- Bevel
- Poll
- Eye
- Handle/Haft
- Cheek
- Toe
- Heel
- Beard
- Shoulder
- Throat
- Belly
- Grip/Knob
- Weight
- Length
- Balance
- Material (steel, iron, etc.)
- Handle material (wood, fiberglass, composite)
- Sharpness
- Hardness
- Durability
- Corrosion resistance
- Single-bit or double-bit design
- Curved or straight handle
- Head shape (e.g., splitting, felling, carving)
- Attachment method (wedge, epoxy, etc.)
- Portability
- Ergonomics
- Aesthetic finish/coating
- Function (chopping, splitting, carving, combat, ceremonial)"
Axe,4,"List the features and properties of a Axe. Give a plain list, one property per line, no explanations.","- Head
- Blade
- Bit
- Poll
- Eye
- Handle (haft)
- Grip
- Toe
- Heel
- Cheek
- Beard
- Weight
- Length
- Balance
- Material (steel type)
- Handle material (wood, fiberglass, composite)
- Edge sharpness
- Hardness (HRC rating)
- Corrosion resistance
- Single-bit or double-bit design
- Curved or straight handle
- Head shape
- Cutting angle
- Durability
- Grip texture
- Weight distribution
- Overall length-to-weight ratio
- Portability
- Sheath/cover compatibility
- Purpose (splitting, felling, carving, etc.)
- Price
- Brand/manufacturer
- Aesthetic finish"
Blindworm,0,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","- Also known as slowworm (Anguis fragilis)
- Legless lizard (not a true snake or worm)
- Smooth, cylindrical body
- Shiny, metallic-looking scales
- Coloration: grey, brown, bronze, or copper
- Small size, typically 30-50 cm long
- No external legs
- Movable eyelids (distinguishes from snakes)
- Small, rounded head
- Short tail, can be blunt-ended
- Capable of autotomy (tail shedding)
- Ovoviviparous (gives birth to live young)
- Slow-moving
- Burrowing/secretive habits
- Found in grasslands, gardens, woodlands
- Feeds mainly on slugs, worms, and insects
- Nocturnal or crepuscular activity
- Native to Europe and parts of Asia
- Harmless to humans
- Long lifespan (up to 30 years in captivity)
- Hibernates in colder months
- Skin can appear glossy/smooth to touch"
Blindworm,1,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","- Legless lizard (not a snake or worm)
- Scientific name: Anguis fragilis
- Also known as slowworm
- Smooth, shiny scales
- Cylindrical, elongated body
- Small size (up to 40-50 cm)
- Grey, brown, or bronze coloration
- Movable eyelids (unlike snakes)
- Ear openings present
- Can shed tail (autotomy) to escape predators
- Viviparous (gives live birth)
- Slow-moving
- Nocturnal/crepuscular habits
- Diet: mainly slugs, worms, insects
- Long lifespan (up to 30 years)
- Found in Europe and parts of Asia
- Prefers grasslands, gardens, woodlands
- Hibernates in winter
- Harmless to humans
- Often mistaken for a snake or worm
- Skin does not feel slimy despite name"
Blindworm,2,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","- Legless lizard (Anguis fragilis)
- Also called slow worm
- Smooth, shiny, cylindrical body
- Small overlapping scales
- Grey, brown, or bronze coloration
- Females often have dark sides and dorsal stripe
- Males may have blue spots
- No external limbs
- Movable eyelids (unlike true worms/snakes)
- Can blink
- Ear openings present
- Can shed tail (autotomy) as defense
- Viviparous (gives live birth)
- Nocturnal/crepuscular habits
- Burrowing/hiding behavior
- Diet mainly slugs, worms, insects
- Found in Europe and parts of Asia
- Prefers grasslands, gardens, woodland edges
- Long lifespan (up to 20-30 years)
- Harmless to humans
- Often mistaken for a snake
- Hibernates in winter
- Sensitive to vibration/touch
- Smooth scales aid burrowing
- Slow-moving compared to true snakes"
Blindworm,3,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","- Legless lizard (not a true snake or worm)
- Smooth, shiny scales
- Cylindrical, elongated body
- Small size (typically 30-50 cm)
- Grey, brown, or bronze coloration
- Movable eyelids
- External ear openings (absent in snakes)
- Can shed tail (autotomy) to escape predators
- Viviparous (gives live birth)
- Slow-moving
- Burrowing/secretive habits
- Feeds on slugs, worms, insects
- Long lifespan (up to 30 years in the wild)
- Found in Europe, Western Asia, and parts of North Africa
- Prefers grasslands, hedgerows, gardens, and woodland edges
- Hibernates in winter
- Harmless to humans
- Also known as the slowworm (Anguis fragilis)"
Blindworm,4,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","- Legless lizard (not a true snake or worm)
- Scientific name: Anguis fragilis
- Smooth, shiny scales
- Cylindrical body shape
- Small eyes with eyelids (can blink)
- Movable eyelids
- External ear openings present
- Grayish-brown or bronze coloration
- Females often have dark stripe along back
- Males may have blue spots
- Viviparous (gives live birth)
- Long lifespan (up to 30+ years)
- Slow-moving
- Nocturnal or crepuscular habits
- Burrowing/hiding behavior
- Feeds on insects, slugs, worms, and snails
- Can shed tail when threatened (autotomy)
- Found in Europe and parts of Asia
- Prefers moist habitats: gardens, meadows, woodlands
- Harmless to humans
- Hibernates in winter
- Smooth scales give a glossy, worm-like appearance"
Boa python,0,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.","- Scientific name: Boa constrictor
- Non-venomous constrictor snake
- Large, heavy-bodied snake
- Average length: 6-10 feet (some up to 13 feet)
- Weight: 20-60+ pounds
- Triangular head distinct from neck
- Vertical pupils (elliptical)
- Heat-sensing labial pits
- Smooth, glossy scales
- Coloration: tan, brown, gray with darker saddle-like patterns
- Distinctive tail patterning (often reddish/brown)
- Prehensile, muscular tail
- Excellent camouflage patterning
- Long lifespan (20-30 years in captivity)
- Ovoviviparous (gives live birth)
- Litter size: 10-60 offspring
- Solitary and mostly nocturnal
- Ambush predator
- Kills prey by constriction
- Diet: rodents, birds, mammals
- Found in Central and South America
- Habitat: rainforests, savannas, semi-desert areas
- Semi-arboreal and terrestrial
- Strong swimmer
- Cold-blooded (ectothermic)
- Shed skin periodically (ecdysis)
- Muscular, flexible body
- Docile temperament (commonly kept as pets)
- Multiple recognized subspecies
- Apex predator in native habitat
- Uses body heat sensing for hunting
- Slow metabolism, infrequent feeding"
Boa python,1,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.","- Scientific name: Boa constrictor
- Family: Boidae
- Non-venomous
- Constricts prey to subdue it
- Large, heavy-bodied snake
- Average length: 6-10 feet (some up to 13 feet)
- Females larger than males
- Weight: up to 60+ pounds
- Color pattern: tan/brown with dark saddle-shaped markings
- Camouflage coloring
- Smooth scales
- Heat-sensing labial pits
- Vertical pupils
- Prehensile tail
- Semi-arboreal and terrestrial
- Nocturnal/crepuscular activity
- Native to Central and South America
- Habitat: rainforests, savannas, semi-desert regions
- Diet: rodents, birds, lizards, small mammals
- Ambush predator
- Ovoviviparous (gives live birth)
- Litter size: 20-60 offspring
- Gestation period: about 5-8 months
- Lifespan: 20-30 years in captivity
- Solitary animal
- Cold-blooded (ectothermic)
- Sheds skin periodically
- Excellent climber and swimmer
- Popular in exotic pet trade
- Multiple subspecies (e.g., Boa constrictor imperator)
- Apex predator in its habitat
- Uses Jacobson's organ for scent detection
- Slow metabolism
- Can go weeks without eating
- Docile temperament (commonly in captivity)"
Boa python,2,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.","- Scientific name: Boa constrictor
- Non-venomous
- Constricting predator
- Large, heavy-bodied snake
- Length: 6-10 feet (some up to 13 feet)
- Weight: 20-60 lbs
- Lifespan: 20-30 years
- Live-bearing (ovoviviparous)
- Litter size: 20-60 offspring
- Sexual dimorphism (females larger)
- Distinctive saddle-like dorsal markings
- Coloration: brown, tan, gray with darker patterns
- Heat-sensing labial pits
- Excellent camouflage
- Nocturnal/crepuscular activity
- Ambush predator
- Diet: rodents, birds, small mammals
- Swallows prey whole
- Slow metabolism
- Infrequent feeding
- Semi-arboreal capability
- Strong swimmer
- Found in Central and South America
- Habitat: rainforests, savannas, semi-desert areas
- Prehensile tail
- Vestigial pelvic spurs
- Flexible jaw structure
- Smooth scales
- Solitary behavior
- Docile temperament (generally)
- Popular in exotic pet trade
- Multiple subspecies recognized
- Long, sharp curved teeth
- Cold-blooded (ectothermic)
- Shed skin periodically (ecdysis)
- Sensitive to temperature and humidity
- CITES protected species"
Boa python,3,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.","- Scientific name: Boa constrictor
- Family: Boidae
- Non-venomous
- Kills prey by constriction
- Large, heavy-bodied snake
- Average length: 6-10 feet (females larger than males)
- Can grow up to 13 feet in some cases
- Weight: up to 60+ pounds
- Triangular-shaped head distinct from neck
- Vertical pupils
- Heat-sensing labial pits
- Pattern: saddle-shaped blotches along back
- Coloration: brown, tan, cream, gray patterns
- Tail often reddish or darker (especially in ""red-tailed boas"")
- Smooth, glossy scales
- Semi-arboreal but mostly ground-dwelling
- Found in Central and South America
- Habitat: rainforests, savannas, semi-desert areas
- Ovoviviparous (gives birth to live young)
- Litter size: 20-60 offspring
- Lifespan: 20-30 years in captivity
- Solitary animal
- Primarily nocturnal
- Diet: rodents, birds, small mammals
- Ambush predator
- Excellent camouflage
- Strong swimmers
- Slow metabolism
- Can go weeks without eating
- Popular in exotic pet trade
- Multiple subspecies (e.g., Boa constrictor imperator, Boa constrictor constrictor)
- Docile temperament (commonly kept as pets)
- Sheds skin periodically (ecdysis)
- Uses Jacobson's organ for scent detection"
Boa python,4,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.","- Scientific name: Boa constrictor
- Non-venomous
- Constricting method of prey capture
- Heavy-bodied, muscular build
- Triangular head distinct from neck
- Vertical pupils
- Heat-sensing labial pits
- Cryptic coloration (tan, brown, cream patterns)
- Saddle-shaped dorsal blotches
- Reddish/pinkish tail patterning
- Smooth, keeled scales
- Length up to 13 feet (females larger than males)
- Weight up to 60+ pounds
- Lifespan 20-30 years in captivity
- Viviparous (gives live birth)
- Litter size 10-60 offspring
- Semi-arboreal and terrestrial habits
- Nocturnal/crepuscular activity
- Found in Central and South America
- Habitat: rainforests, savannas, semi-desert areas
- Diet: rodents, birds, lizards, small mammals
- Ambush predator
- Solitary behavior
- Ectothermic (cold-blooded)
- Shedding of skin (ecdysis)
- Vestigial pelvic spurs
- Prehensile tail
- Multiple recognized subspecies
- Popular in exotic pet trade
- Docile temperament (generally)
- Long, flexible jaw with recurved teeth
- Uses Jacobson's organ for scent detection"
Caiman,0,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.","- Scientific family: Alligatoridae
- Subfamily: Caimaninae
- Found in Central and South America
- Freshwater habitats: rivers, lakes, wetlands, swamps
- Semi-aquatic reptile
- Cold-blooded (ectothermic)
- Covered in bony scales called osteoderms
- Long, muscular tail
- Webbed feet
- Sharp conical teeth
- Powerful jaws
- Nostrils and eyes positioned on top of head
- Carnivorous diet
- Eats fish, birds, mammals, amphibians, invertebrates
- Ambush predator
- Lays eggs in nests made of vegetation
- Female guards nest and young
- Size ranges from 1.5 to 5 meters depending on species
- Species include: Spectacled Caiman, Black Caiman, Broad-snouted Caiman, Yacare Caiman, Dwarf Caiman
- Black caiman is the largest species
- Dwarf caiman is the smallest species
- Excellent swimmer
- Can stay submerged for extended periods
- Nocturnal or crepuscular hunting behavior
- Territorial behavior
- Long lifespan (30-40+ years)
- Keystone species in ecosystem
- Prey includes capybaras and fish
- Threatened by habitat loss and hunting in some regions
- Skin used in leather trade (illegal in some areas)
- Related closely to alligators
- Smaller than most alligator species
- Bony ridge between the eyes (varies by species)
- Strong bite force
- Vocalizations used for communication
- Juveniles have banded pattern for camouflage"
Caiman,1,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.","- Reptile
- Member of order Crocodylia
- Family Alligatoridae
- Found in Central and South America
- Semi-aquatic
- Cold-blooded (ectothermic)
- Covered in bony scales called scutes
- Long snout
- Sharp conical teeth
- Powerful jaws
- Four short legs
- Webbed feet
- Long muscular tail
- Excellent swimmer
- Carnivorous
- Ambush predator
- Eats fish, birds, mammals, and invertebrates
- Lays eggs
- Builds nests from vegetation
- Female guards nest
- Camouflaged coloration (green, olive, brown, or black)
- Eyes and nostrils positioned on top of head
- Nocturnal or crepuscular hunting habits
- Territorial behavior
- Can vary in size depending on species
- Ranges from small (dwarf caiman) to large (black caiman)
- Lifespan of several decades
- Found in rivers, lakes, wetlands, and swamps
- Basks in the sun to regulate body temperature
- Has a strong bite force
- Skin used commercially in leather trade
- Some species are endangered or threatened
- Plays a role as apex predator in its ecosystem"
Caiman,2,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.","- Reptile
- Member of Alligatoridae family
- Found in Central and South America
- Semi-aquatic habitat
- Freshwater rivers, lakes, wetlands, swamps
- Cold-blooded (ectothermic)
- Covered in bony scales called osteoderms
- Sharp conical teeth
- Powerful jaws
- Long muscular tail
- Webbed feet
- Excellent swimmer
- Carnivorous diet
- Eats fish, birds, mammals, invertebrates
- Ambush predator
- Nocturnal or crepuscular activity
- Lays eggs
- Builds nests from vegetation
- Female guards nest and young
- Varies in size by species
- Ranges from about 1.5 to 5 meters long
- Dark green, olive, or brown coloration
- Eyes and nostrils positioned on top of head
- Excellent night vision
- Sensitive to vibrations in water
- Territorial behavior
- Can live several decades
- Several species, including spectacled caiman, black caiman, and dwarf caiman
- Some species are endangered due to hunting and habitat loss
- Valued for skin in leather trade
- Important apex predator in ecosystem
- Capable of vocalizations for communication"
Caiman,3,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.","- Reptile belonging to family Alligatoridae
- Freshwater habitat
- Found in Central and South America
- Semi-aquatic lifestyle
- Cold-blooded (ectothermic)
- Covered in bony scales called osteoderms
- Broad, rounded snout
- Sharp conical teeth
- Powerful jaw muscles
- Strong, muscular tail
- Webbed feet
- Excellent swimmer
- Ambush predator
- Carnivorous diet
- Eats fish, birds, mammals, and invertebrates
- Lays eggs (oviparous)
- Builds nests of vegetation
- Female guards the nest
- Nocturnal or crepuscular activity
- Camouflaged coloration (green, olive, brown, gray)
- Eyes and nostrils positioned on top of head
- Can stay submerged for extended periods
- Ranges in size from small (spectacled caiman) to large (black caiman)
- Lifespan of 30-40 years in the wild
- Apex predator in its ecosystem
- Territorial behavior
- Vocalizes through bellows and hisses
- Sensitive skin receptors for detecting prey movement in water
- Regulates body temperature through basking
- Some species are endangered due to hunting and habitat loss"
Caiman,4,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.","- Reptile
- Member of Alligatoridae family
- Found in Central and South America
- Semi-aquatic habitat
- Bony plates (osteoderms) in skin
- Dark, armored skin
- Sharp conical teeth
- Powerful jaws
- Long muscular tail
- Webbed feet
- Cold-blooded (ectothermic)
- Carnivorous diet
- Eats fish, birds, mammals, invertebrates
- Ambush predator
- Excellent swimmer
- Eyes and nostrils on top of head
- Lays eggs
- Builds nest mounds
- Territorial behavior
- Varies in size by species
- Smaller than true alligators
- Species include: Spectacled caiman, Black caiman, Yacare caiman, Broad-snouted caiman, Dwarf caiman
- Long lifespan (20-40+ years)
- Solitary or loosely social
- Vocalizes through bellows and hisses
- Sharp claws
- Nocturnal or crepuscular tendencies"
Chameleon,0,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","- Color-changing skin
- Independently rotating eyes
- Prehensile tail
- Zygodactylous feet (fused toes in two opposing groups)
- Long, projectile tongue
- Laterally compressed body
- Casque (helmet-like head crest)
- Excellent camouflage ability
- Slow, deliberate movement
- Diet primarily of insects
- Arboreal lifestyle
- Ability to see in two directions simultaneously
- Sensitive to stress and temperature changes
- Egg-laying (oviparous) reproduction
- Variable size depending on species
- Skin made of specialized pigment cells (chromatophores)
- Territorial behavior
- Limited hearing ability
- Strong grip for climbing
- Found mainly in Africa, Madagascar, and parts of Asia"
Chameleon,1,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","- Color-changing skin
- Independently rotating eyes
- Prehensile tail
- Zygodactylous feet (fused toes in opposing groups)
- Long projectile tongue
- Slow, deliberate movement
- Ability to see in two directions simultaneously
- Laterally flattened body
- Casque (helmet-like head structure) in some species
- Scaly skin
- Excellent camouflage ability
- Arboreal lifestyle
- Insectivorous diet
- Variation in size (from tiny to over 2 feet)
- Territorial behavior
- Mood and temperature-based color signaling
- Egg-laying (oviparous) reproduction
- Specialized lungs for inflating body
- Crest or spines along the back in some species
- Found mainly in Africa and Madagascar"
Chameleon,2,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","- Color-changing skin
- Independently rotating eyes
- Prehensile tail
- Zygodactyl feet (fused toes in two opposing groups)
- Long, projectile tongue
- Lack of external ears
- Casque (helmet-like head crest) in some species
- Slow, deliberate movement
- Excellent camouflage ability
- Arboreal lifestyle
- Laterally compressed body
- Variable size across species
- Insectivorous diet (mostly)
- Egg-laying (oviparous) or live-bearing (ovoviviparous) reproduction
- Territorial behavior
- Ability to see in almost 360 degrees
- Thermoregulation through color change
- Communication through color and pattern changes
- Found mainly in Africa, Madagascar, and parts of Asia and Europe
- Long lifespan variability depending on species"
Chameleon,3,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","- Color-changing skin
- Independently rotating eyes
- 360-degree vision
- Long, projectile tongue
- Zygodactylous feet (fused toes, two forward, two backward)
- Prehensile tail
- Slow, deliberate movement
- Body flattened laterally
- Casque (helmet-like head structure)
- Ability to camouflage
- Specialized chromatophore cells
- Territorial behavior
- Arboreal lifestyle
- Insectivorous diet
- Egg-laying (oviparous) reproduction
- Variable size (species-dependent)
- Scaly skin
- Cold-blooded (ectothermic)
- Limited hearing ability
- Excellent depth perception
- Ability to communicate via color changes
- Solitary nature
- Species diversity (over 200 species)
- Found mainly in Africa, Madagascar, and parts of Asia/Europe"
Chameleon,4,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","- Color-changing skin
- Independently mobile eyes
- Prehensile tail
- Zygodactylous feet (fused toes in two opposing groups)
- Long, projectile tongue
- Laterally compressed body
- Crest or casque on head (in some species)
- Slow, deliberate movement
- Excellent camouflage ability
- Binocular vision when focusing on prey
- Wide range of body sizes (species-dependent)
- Insectivorous diet (mostly)
- Egg-laying (oviparous) or live-bearing (ovoviviparous) reproduction
- Arboreal lifestyle (mostly tree-dwelling)
- Territorial behavior
- Communication through color and body posture
- Found mainly in Africa, Madagascar, southern Europe, and parts of Asia
- Sensitive to temperature and humidity changes
- Scaly skin texture
- Diurnal activity pattern (mostly)"
Chisel,0,"List the features and properties of a Chisel. Give a plain list, one property per line, no explanations.","- Blade
- Cutting edge
- Bevel
- Handle
- Tang
- Bolster
- Ferrule
- Blade width
- Blade length
- Steel type
- Hardness
- Sharpness
- Edge angle
- Weight
- Balance
- Grip material
- Grip shape
- Durability
- Corrosion resistance
- Strike cap
- Overall length
- Flat back
- Socket or tang construction
- Flexibility/rigidity
- Finish (polished/coated)"
