input,prompt,response
Nail|Knife|Lawn Mower,Answer using only one word - Knife or Lawn Mower and not Nail. Which is more similar in semantic meaning to Nail?,Knife.
Snake|Knife|Oil can,Answer using only one word - Knife or Oil can and not Snake. Which is more similar in semantic meaning to Snake?,Knife.
Lawn Mower|Axe|Caiman,Answer using only one word - Axe or Caiman and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Caiman.
Anvil|Lizard|Saw,Answer using only one word - Lizard or Saw and not Anvil. Which is more similar in semantic meaning to Anvil?,Saw.
Shovel|Cobra|Toad,Answer using only one word - Cobra or Toad and not Shovel. Which is more similar in semantic meaning to Shovel?,Cobra
Alligator|Blindworm|Lawn Mower,Answer using only one word - Blindworm or Lawn Mower and not Alligator. Which is more similar in semantic meaning to Alligator?,Blindworm
Crocodile|Cobra|Salamander,Answer using only one word - Cobra or Salamander and not Crocodile. Which is more similar in semantic meaning to Crocodile?,Cobra.
Caiman|Chisel|Salamander,Answer using only one word - Chisel or Salamander and not Caiman. Which is more similar in semantic meaning to Caiman?,Salamander
Chisel|Paint brush|Saw,Answer using only one word - Paint brush or Saw and not Chisel. Which is more similar in semantic meaning to Chisel?,Saw
Grinding disk|Blindworm|Knife,Answer using only one word - Blindworm or Knife and not Grinding disk. Which is more similar in semantic meaning to Grinding disk?,Blindworm
Saw|Gecko|Salamander,Answer using only one word - Gecko or Salamander and not Saw. Which is more similar in semantic meaning to Saw?,Salamander.
Knife|Lawn Mower|Vacuum,Answer using only one word - Lawn Mower or Vacuum and not Knife. Which is more similar in semantic meaning to Knife?,Vacuum.
Crocodile|Hammer|Spanner,Answer using only one word - Hammer or Spanner and not Crocodile. Which is more similar in semantic meaning to Crocodile?,Hammer.
Grinding disk|Hammer|Screwdriver,Answer using only one word - Hammer or Screwdriver and not Grinding disk. Which is more similar in semantic meaning to Grinding disk?,Screwdriver
Toad|Paint brush|Tortoise,Answer using only one word - Paint brush or Tortoise and not Toad. Which is more similar in semantic meaning to Toad?,Tortoise.
Screwdriver|Axe|Dinosaur,Answer using only one word - Axe or Dinosaur and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,Axe.
Oil can|Axe|Snake,Answer using only one word - Axe or Snake and not Oil can. Which is more similar in semantic meaning to Oil can?,Axe.
Nail|Dinosaur|Oil can,Answer using only one word - Dinosaur or Oil can and not Nail. Which is more similar in semantic meaning to Nail?,Dinosaur
Oil can|Snake|Toad,Answer using only one word - Snake or Toad and not Oil can. Which is more similar in semantic meaning to Oil can?,Toad
Axe|Gecko|Vacuum,Answer using only one word - Gecko or Vacuum and not Axe. Which is more similar in semantic meaning to Axe?,Vacuum.
Toad|Caiman|Oil can,Answer using only one word - Caiman or Oil can and not Toad. Which is more similar in semantic meaning to Toad?,Caiman
Shovel|Dinosaur|Lawn Mower,Answer using only one word - Dinosaur or Lawn Mower and not Shovel. Which is more similar in semantic meaning to Shovel?,Dinosaur
Hammer|Anvil|Lizard,Answer using only one word - Anvil or Lizard and not Hammer. Which is more similar in semantic meaning to Hammer?,Lizard
Salamander|Blindworm|Tortoise,Answer using only one word - Blindworm or Tortoise and not Salamander. Which is more similar in semantic meaning to Salamander?,Tortoise.
Chameleon|Boa python|Toad,Answer using only one word - Boa python or Toad and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Python.
Crocodile|Alligator|Screwdriver,Answer using only one word - Alligator or Screwdriver and not Crocodile. Which is more similar in semantic meaning to Crocodile?,Alligator
Lizard|Gecko|Turtle,Answer using only one word - Gecko or Turtle and not Lizard. Which is more similar in semantic meaning to Lizard?,Gecko
Crocodile|Gecko|Turtle,Answer using only one word - Gecko or Turtle and not Crocodile. Which is more similar in semantic meaning to Crocodile?,Gecko
Anvil|Crocodile|Grinding disk,Answer using only one word - Crocodile or Grinding disk and not Anvil. Which is more similar in semantic meaning to Anvil?,Crocodile
Anvil|Caiman|Knife,Answer using only one word - Caiman or Knife and not Anvil. Which is more similar in semantic meaning to Anvil?,Caiman
Salamander|Alligator|Nail,Answer using only one word - Alligator or Nail and not Salamander. Which is more similar in semantic meaning to Salamander?,Alligator
Grinding disk|Axe|Dinosaur,Answer using only one word - Axe or Dinosaur and not Grinding disk. Which is more similar in semantic meaning to Grinding disk?,Dinosaur
Snake|Chisel|Vacuum,Answer using only one word - Chisel or Vacuum and not Snake. Which is more similar in semantic meaning to Snake?,Chisel.
Toad|Crocodile|Lizard,Answer using only one word - Crocodile or Lizard and not Toad. Which is more similar in semantic meaning to Toad?,Lizard.
Axe|Salamander|Turtle,Answer using only one word - Salamander or Turtle and not Axe. Which is more similar in semantic meaning to Axe?,Salamander
Saw|Cobra|Turtle,Answer using only one word - Cobra or Turtle and not Saw. Which is more similar in semantic meaning to Saw?,Cobra.
Blindworm|Caiman|Cobra,Answer using only one word - Caiman or Cobra and not Blindworm. Which is more similar in semantic meaning to Blindworm?,Caiman
Chameleon|Alligator|Oil can,Answer using only one word - Alligator or Oil can and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Alligator.
Lawn Mower|Cobra|Screwdriver,Answer using only one word - Cobra or Screwdriver and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Screwdriver.
Screwdriver|Paint brush|Salamander,Answer using only one word - Paint brush or Salamander and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,Salamander
Lawn Mower|Anvil|Knife,Answer using only one word - Anvil or Knife and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Anvil.
Snake|Boa python|Chameleon,Answer using only one word - Boa python or Chameleon and not Snake. Which is more similar in semantic meaning to Snake?,Chameleon.
Vacuum|Lizard|Paint brush,Answer using only one word - Lizard or Paint brush and not Vacuum. Which is more similar in semantic meaning to Vacuum?,Lizard
Boa python|Dinosaur|Saw,Answer using only one word - Dinosaur or Saw and not Boa python. Which is more similar in semantic meaning to Boa python?,Saw.
Blindworm|Salamander|Snake,Answer using only one word - Salamander or Snake and not Blindworm. Which is more similar in semantic meaning to Blindworm?,Salamander
Nail|Lizard|Screwdriver,Answer using only one word - Lizard or Screwdriver and not Nail. Which is more similar in semantic meaning to Nail?,Screwdriver.
Chameleon|Knife|Oil can,Answer using only one word - Knife or Oil can and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Oil can.
Chisel|Knife|Lawn Mower,Answer using only one word - Knife or Lawn Mower and not Chisel. Which is more similar in semantic meaning to Chisel?,Knife.
Knife|Anvil|Axe,Answer using only one word - Anvil or Axe and not Knife. Which is more similar in semantic meaning to Knife?,Axe
Nail|Cobra|Crocodile,Answer using only one word - Cobra or Crocodile and not Nail. Which is more similar in semantic meaning to Nail?,Cobra.
Lizard|Hammer|Nail,Answer using only one word - Hammer or Nail and not Lizard. Which is more similar in semantic meaning to Lizard?,Nail
Nail|Spanner|Turtle,Answer using only one word - Spanner or Turtle and not Nail. Which is more similar in semantic meaning to Nail?,Spanner
Crocodile|Salamander|Tortoise,Answer using only one word - Salamander or Tortoise and not Crocodile. Which is more similar in semantic meaning to Crocodile?,Salamander.
Tortoise|Chisel|Spanner,Answer using only one word - Chisel or Spanner and not Tortoise. Which is more similar in semantic meaning to Tortoise?,Chisel
Gecko|Anvil|Cobra,Answer using only one word - Anvil or Cobra and not Gecko. Which is more similar in semantic meaning to Gecko?,Anvil
Caiman|Lizard|Shovel,Answer using only one word - Lizard or Shovel and not Caiman. Which is more similar in semantic meaning to Caiman?,Lizard
Snake|Paint brush|Vacuum,Answer using only one word - Paint brush or Vacuum and not Snake. Which is more similar in semantic meaning to Snake?,Vacuum.
Saw|Alligator|Toad,Answer using only one word - Alligator or Toad and not Saw. Which is more similar in semantic meaning to Saw?,Toad
Chisel|Blindworm|Boa python,Answer using only one word - Blindworm or Boa python and not Chisel. Which is more similar in semantic meaning to Chisel?,Boa python.
Boa python|Nail|Shovel,Answer using only one word - Nail or Shovel and not Boa python. Which is more similar in semantic meaning to Boa python?,Nail
Dinosaur|Lawn Mower|Vacuum,Answer using only one word - Lawn Mower or Vacuum and not Dinosaur. Which is more similar in semantic meaning to Dinosaur?,Vacuum.
Oil can|Chameleon|Grinding disk,Answer using only one word - Chameleon or Grinding disk and not Oil can. Which is more similar in semantic meaning to Oil can?,Chameleon
Grinding disk|Blindworm|Cobra,Answer using only one word - Blindworm or Cobra and not Grinding disk. Which is more similar in semantic meaning to Grinding disk?,Cobra
Chameleon|Grinding disk|Toad,Answer using only one word - Grinding disk or Toad and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Toad
Toad|Gecko|Shovel,Answer using only one word - Gecko or Shovel and not Toad. Which is more similar in semantic meaning to Toad?,Shovel.
Toad|Axe|Salamander,Answer using only one word - Axe or Salamander and not Toad. Which is more similar in semantic meaning to Toad?,Salamander.
Chisel|Alligator|Lawn Mower,Answer using only one word - Alligator or Lawn Mower and not Chisel. Which is more similar in semantic meaning to Chisel?,Alligator
Chisel|Anvil|Oil can,Answer using only one word - Anvil or Oil can and not Chisel. Which is more similar in semantic meaning to Chisel?,Anvil.
Paint brush|Caiman|Vacuum,Answer using only one word - Caiman or Vacuum and not Paint brush. Which is more similar in semantic meaning to Paint brush?,Vacuum.
Knife|Alligator|Gecko,Answer using only one word - Alligator or Gecko and not Knife. Which is more similar in semantic meaning to Knife?,Gecko
Hammer|Blindworm|Salamander,Answer using only one word - Blindworm or Salamander and not Hammer. Which is more similar in semantic meaning to Hammer?,Salamander
Nail|Crocodile|Knife,Answer using only one word - Crocodile or Knife and not Nail. Which is more similar in semantic meaning to Nail?,Knife.
Crocodile|Alligator|Grinding disk,Answer using only one word - Alligator or Grinding disk and not Crocodile. Which is more similar in semantic meaning to Crocodile?,Alligator
Alligator|Boa python|Chameleon,Answer using only one word - Boa python or Chameleon and not Alligator. Which is more similar in semantic meaning to Alligator?,Chameleon.
Saw|Toad|Tortoise,Answer using only one word - Toad or Tortoise and not Saw. Which is more similar in semantic meaning to Saw?,Toad
Turtle|Knife|Salamander,Answer using only one word - Knife or Salamander and not Turtle. Which is more similar in semantic meaning to Turtle?,Salamander
Anvil|Lawn Mower|Snake,Answer using only one word - Lawn Mower or Snake and not Anvil. Which is more similar in semantic meaning to Anvil?,Snake.
Hammer|Chameleon|Crocodile,Answer using only one word - Chameleon or Crocodile and not Hammer. Which is more similar in semantic meaning to Hammer?,Crocodile
Grinding disk|Salamander|Saw,Answer using only one word - Salamander or Saw and not Grinding disk. Which is more similar in semantic meaning to Grinding disk?,Saw.
Crocodile|Lizard|Shovel,Answer using only one word - Lizard or Shovel and not Crocodile. Which is more similar in semantic meaning to Crocodile?,Lizard
Blindworm|Boa python|Lawn Mower,Answer using only one word - Boa python or Lawn Mower and not Blindworm. Which is more similar in semantic meaning to Blindworm?,Boa.
Dinosaur|Crocodile|Shovel,Answer using only one word - Crocodile or Shovel and not Dinosaur. Which is more similar in semantic meaning to Dinosaur?,Crocodile
Oil can|Anvil|Chameleon,Answer using only one word - Anvil or Chameleon and not Oil can. Which is more similar in semantic meaning to Oil can?,Chameleon
Lizard|Caiman|Grinding disk,Answer using only one word - Caiman or Grinding disk and not Lizard. Which is more similar in semantic meaning to Lizard?,Caiman
Shovel|Cobra|Spanner,Answer using only one word - Cobra or Spanner and not Shovel. Which is more similar in semantic meaning to Shovel?,Spanner
Chameleon|Chisel|Gecko,Answer using only one word - Chisel or Gecko and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Gecko.
Lawn Mower|Knife|Snake,Answer using only one word - Knife or Snake and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Knife.
Salamander|Alligator|Blindworm,Answer using only one word - Alligator or Blindworm and not Salamander. Which is more similar in semantic meaning to Salamander?,Alligator
Tortoise|Axe|Oil can,Answer using only one word - Axe or Oil can and not Tortoise. Which is more similar in semantic meaning to Tortoise?,Axe.
Crocodile|Lawn Mower|Lizard,Answer using only one word - Lawn Mower or Lizard and not Crocodile. Which is more similar in semantic meaning to Crocodile?,Lizard.
Saw|Blindworm|Boa python,Answer using only one word - Blindworm or Boa python and not Saw. Which is more similar in semantic meaning to Saw?,Boa python.
Dinosaur|Snake|Spanner,Answer using only one word - Snake or Spanner and not Dinosaur. Which is more similar in semantic meaning to Dinosaur?,Spanner
Salamander|Toad|Turtle,Answer using only one word - Toad or Turtle and not Salamander. Which is more similar in semantic meaning to Salamander?,Toad
Vacuum|Spanner|Turtle,Answer using only one word - Spanner or Turtle and not Vacuum. Which is more similar in semantic meaning to Vacuum?,Turtle
Snake|Boa python|Paint brush,Answer using only one word - Boa python or Paint brush and not Snake. Which is more similar in semantic meaning to Snake?,Python.
Salamander|Axe|Oil can,Answer using only one word - Axe or Oil can and not Salamander. Which is more similar in semantic meaning to Salamander?,Axe.
Axe|Dinosaur|Gecko,Answer using only one word - Dinosaur or Gecko and not Axe. Which is more similar in semantic meaning to Axe?,Dinosaur
Chameleon|Knife|Nail,Answer using only one word - Knife or Nail and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Nail.
Paint brush|Knife|Oil can,Answer using only one word - Knife or Oil can and not Paint brush. Which is more similar in semantic meaning to Paint brush?,Oil can.
Tortoise|Blindworm|Cobra,Answer using only one word - Blindworm or Cobra and not Tortoise. Which is more similar in semantic meaning to Tortoise?,Cobra
Oil can|Dinosaur|Vacuum,Answer using only one word - Dinosaur or Vacuum and not Oil can. Which is more similar in semantic meaning to Oil can?,Vacuum
Lizard|Axe|Spanner,Answer using only one word - Axe or Spanner and not Lizard. Which is more similar in semantic meaning to Lizard?,Spanner.
Caiman|Cobra|Turtle,Answer using only one word - Cobra or Turtle and not Caiman. Which is more similar in semantic meaning to Caiman?,Cobra.
Lizard|Snake|Toad,Answer using only one word - Snake or Toad and not Lizard. Which is more similar in semantic meaning to Lizard?,Toad
Saw|Nail|Salamander,Answer using only one word - Nail or Salamander and not Saw. Which is more similar in semantic meaning to Saw?,Nail.
Shovel|Dinosaur|Saw,Answer using only one word - Dinosaur or Saw and not Shovel. Which is more similar in semantic meaning to Shovel?,Saw
Knife|Anvil|Gecko,Answer using only one word - Anvil or Gecko and not Knife. Which is more similar in semantic meaning to Knife?,Anvil.
Saw|Hammer|Turtle,Answer using only one word - Hammer or Turtle and not Saw. Which is more similar in semantic meaning to Saw?,Turtle
Lawn Mower|Gecko|Snake,Answer using only one word - Gecko or Snake and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Gecko.
Paint brush|Knife|Tortoise,Answer using only one word - Knife or Tortoise and not Paint brush. Which is more similar in semantic meaning to Paint brush?,Tortoise
Turtle|Boa python|Vacuum,Answer using only one word - Boa python or Vacuum and not Turtle. Which is more similar in semantic meaning to Turtle?,Vacuum.
Chameleon|Hammer|Snake,Answer using only one word - Hammer or Snake and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Snake
Screwdriver|Crocodile|Lizard,Answer using only one word - Crocodile or Lizard and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,Lizard
Nail|Lizard|Paint brush,Answer using only one word - Lizard or Paint brush and not Nail. Which is more similar in semantic meaning to Nail?,Lizard
Blindworm|Spanner|Turtle,Answer using only one word - Spanner or Turtle and not Blindworm. Which is more similar in semantic meaning to Blindworm?,Spanner
Lizard|Knife|Saw,Answer using only one word - Knife or Saw and not Lizard. Which is more similar in semantic meaning to Lizard?,Saw
Anvil|Chisel|Tortoise,Answer using only one word - Chisel or Tortoise and not Anvil. Which is more similar in semantic meaning to Anvil?,Chisel
Alligator|Axe|Saw,Answer using only one word - Axe or Saw and not Alligator. Which is more similar in semantic meaning to Alligator?,Saw.
Nail|Grinding disk|Tortoise,Answer using only one word - Grinding disk or Tortoise and not Nail. Which is more similar in semantic meaning to Nail?,Tortoise.
Saw|Dinosaur|Shovel,Answer using only one word - Dinosaur or Shovel and not Saw. Which is more similar in semantic meaning to Saw?,Shovel
Axe|Gecko|Turtle,Answer using only one word - Gecko or Turtle and not Axe. Which is more similar in semantic meaning to Axe?,Gecko
Axe|Alligator|Oil can,Answer using only one word - Alligator or Oil can and not Axe. Which is more similar in semantic meaning to Axe?,Alligator
Knife|Anvil|Paint brush,Answer using only one word - Anvil or Paint brush and not Knife. Which is more similar in semantic meaning to Knife?,Anvil.
Blindworm|Lawn Mower|Lizard,Answer using only one word - Lawn Mower or Lizard and not Blindworm. Which is more similar in semantic meaning to Blindworm?,Lizard
Chameleon|Anvil|Vacuum,Answer using only one word - Anvil or Vacuum and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Anvil.
Boa python|Chisel|Grinding disk,Answer using only one word - Chisel or Grinding disk and not Boa python. Which is more similar in semantic meaning to Boa python?,Grinding disk.
Snake|Crocodile|Lawn Mower,Answer using only one word - Crocodile or Lawn Mower and not Snake. Which is more similar in semantic meaning to Snake?,Crocodile.
Oil can|Caiman|Chisel,Answer using only one word - Caiman or Chisel and not Oil can. Which is more similar in semantic meaning to Oil can?,Chisel
Paint brush|Crocodile|Turtle,Answer using only one word - Crocodile or Turtle and not Paint brush. Which is more similar in semantic meaning to Paint brush?,Turtle
Caiman|Gecko|Vacuum,Answer using only one word - Gecko or Vacuum and not Caiman. Which is more similar in semantic meaning to Caiman?,Gecko
Oil can|Cobra|Salamander,Answer using only one word - Cobra or Salamander and not Oil can. Which is more similar in semantic meaning to Oil can?,Salamander
Nail|Dinosaur|Toad,Answer using only one word - Dinosaur or Toad and not Nail. Which is more similar in semantic meaning to Nail?,Toad
Salamander|Blindworm|Hammer,Answer using only one word - Blindworm or Hammer and not Salamander. Which is more similar in semantic meaning to Salamander?,Blindworm.
Oil can|Alligator|Paint brush,Answer using only one word - Alligator or Paint brush and not Oil can. Which is more similar in semantic meaning to Oil can?,Paint brush
Hammer|Oil can|Snake,Answer using only one word - Oil can or Snake and not Hammer. Which is more similar in semantic meaning to Hammer?,Snake.
Vacuum|Boa python|Shovel,Answer using only one word - Boa python or Shovel and not Vacuum. Which is more similar in semantic meaning to Vacuum?,Shovel.
Dinosaur|Chisel|Paint brush,Answer using only one word - Chisel or Paint brush and not Dinosaur. Which is more similar in semantic meaning to Dinosaur?,Chisel.
Turtle|Axe|Hammer,Answer using only one word - Axe or Hammer and not Turtle. Which is more similar in semantic meaning to Turtle?,Axe.
Oil can|Cobra|Grinding disk,Answer using only one word - Cobra or Grinding disk and not Oil can. Which is more similar in semantic meaning to Oil can?,Grinding disk
Nail|Anvil|Chisel,Answer using only one word - Anvil or Chisel and not Nail. Which is more similar in semantic meaning to Nail?,Chisel
Hammer|Blindworm|Toad,Answer using only one word - Blindworm or Toad and not Hammer. Which is more similar in semantic meaning to Hammer?,Toad
Toad|Blindworm|Cobra,Answer using only one word - Blindworm or Cobra and not Toad. Which is more similar in semantic meaning to Toad?,Cobra
Salamander|Snake|Turtle,Answer using only one word - Snake or Turtle and not Salamander. Which is more similar in semantic meaning to Salamander?,Turtle.
Saw|Anvil|Snake,Answer using only one word - Anvil or Snake and not Saw. Which is more similar in semantic meaning to Saw?,Anvil.
Chameleon|Blindworm|Boa python,Answer using only one word - Blindworm or Boa python and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Boa python.
Crocodile|Dinosaur|Vacuum,Answer using only one word - Dinosaur or Vacuum and not Crocodile. Which is more similar in semantic meaning to Crocodile?,Dinosaur.
Hammer|Alligator|Nail,Answer using only one word - Alligator or Nail and not Hammer. Which is more similar in semantic meaning to Hammer?,Nail.
Snake|Spanner|Vacuum,Answer using only one word - Spanner or Vacuum and not Snake. Which is more similar in semantic meaning to Snake?,Vacuum.
Anvil|Chameleon|Dinosaur,Answer using only one word - Chameleon or Dinosaur and not Anvil. Which is more similar in semantic meaning to Anvil?,Dinosaur
Tortoise|Hammer|Screwdriver,Answer using only one word - Hammer or Screwdriver and not Tortoise. Which is more similar in semantic meaning to Tortoise?,Screwdriver.
Chisel|Salamander|Screwdriver,Answer using only one word - Salamander or Screwdriver and not Chisel. Which is more similar in semantic meaning to Chisel?,Salamander
Spanner|Saw|Screwdriver,Answer using only one word - Saw or Screwdriver and not Spanner. Which is more similar in semantic meaning to Spanner?,Saw.
Shovel|Knife|Oil can,Answer using only one word - Knife or Oil can and not Shovel. Which is more similar in semantic meaning to Shovel?,Oil can.
Shovel|Blindworm|Gecko,Answer using only one word - Blindworm or Gecko and not Shovel. Which is more similar in semantic meaning to Shovel?,Gecko
Spanner|Caiman|Screwdriver,Answer using only one word - Caiman or Screwdriver and not Spanner. Which is more similar in semantic meaning to Spanner?,Screwdriver.
Paint brush|Caiman|Crocodile,Answer using only one word - Caiman or Crocodile and not Paint brush. Which is more similar in semantic meaning to Paint brush?,Crocodile
Anvil|Alligator|Boa python,Answer using only one word - Alligator or Boa python and not Anvil. Which is more similar in semantic meaning to Anvil?,Boa python.
Boa python|Hammer|Toad,Answer using only one word - Hammer or Toad and not Boa python. Which is more similar in semantic meaning to Boa python?,Toad
Gecko|Shovel|Tortoise,Answer using only one word - Shovel or Tortoise and not Gecko. Which is more similar in semantic meaning to Gecko?,Tortoise
Nail|Crocodile|Spanner,Answer using only one word - Crocodile or Spanner and not Nail. Which is more similar in semantic meaning to Nail?,Spanner
Crocodile|Shovel|Snake,Answer using only one word - Shovel or Snake and not Crocodile. Which is more similar in semantic meaning to Crocodile?,Shovel.
Turtle|Snake|Vacuum,Answer using only one word - Snake or Vacuum and not Turtle. Which is more similar in semantic meaning to Turtle?,Vacuum.
Gecko|Hammer|Oil can,Answer using only one word - Hammer or Oil can and not Gecko. Which is more similar in semantic meaning to Gecko?,Oil can.
Blindworm|Gecko|Nail,Answer using only one word - Gecko or Nail and not Blindworm. Which is more similar in semantic meaning to Blindworm?,Gecko
Anvil|Paint brush|Salamander,Answer using only one word - Paint brush or Salamander and not Anvil. Which is more similar in semantic meaning to Anvil?,Salamander
Snake|Anvil|Lawn Mower,Answer using only one word - Anvil or Lawn Mower and not Snake. Which is more similar in semantic meaning to Snake?,Anvil.
Screwdriver|Blindworm|Grinding disk,Answer using only one word - Blindworm or Grinding disk and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,Blindworm
Boa python|Caiman|Chameleon,Answer using only one word - Caiman or Chameleon and not Boa python. Which is more similar in semantic meaning to Boa python?,Chameleon.
Gecko|Cobra|Spanner,Answer using only one word - Cobra or Spanner and not Gecko. Which is more similar in semantic meaning to Gecko?,Cobra
Chameleon|Dinosaur|Shovel,Answer using only one word - Dinosaur or Shovel and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Shovel.
Tortoise|Alligator|Lizard,Answer using only one word - Alligator or Lizard and not Tortoise. Which is more similar in semantic meaning to Tortoise?,Lizard
Paint brush|Boa python|Caiman,Answer using only one word - Boa python or Caiman and not Paint brush. Which is more similar in semantic meaning to Paint brush?,Caiman
