concept,rep,prompt,response
Axe,2,"List the features and properties of a Axe. Give a plain list, one property per line, no explanations.","Blade
Handle
Material (steel, iron, carbon steel, etc.)
Sharpening
Edge type (double-bevel, single-bevel, etc.)
Head weight
Overall length
Type (hatchet, tomahawk, felling axe, etc.)
Handle material (wood, fiberglass, plastic, etc.)
Balance point
Weight distribution
Purpose (logging, camping, sports, etc.)"
Axe,3,"List the features and properties of a Axe. Give a plain list, one property per line, no explanations.","Blade
Handle
Weight
Material
Edge
Head shape
Length
Purpose
Sharpenable
Maintenance required"
Axe,4,"List the features and properties of a Axe. Give a plain list, one property per line, no explanations.","Blade, Handle, Sharpness, Weight, Length, Material, Blade shape, Cutting edge, Head type, Grip type, Balance, Swing weight, Blade hardness, Edge angle, Handle material, Overall length, Head weight, Poll end, Heft, Axe type (e.g., hatchet, tomahawk, felling axe)"
Blindworm,0,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","Amphisbaenian
Caudal spine
No eyelids
Slow metabolism
Carnivorous
Nopturnal
Scaleless skin
Digits
Lack of limbs"
Blindworm,1,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","* Lizard
* Scaled
* Limbless
* Chunky
* Small
* nocturnal
* Burrowing
* Invertebrate diet
* CAUDATE
* Nocturnal
* Shelter: burrows
* Subspecies: two
* Length: up to 12 inches
* Weight: up to 5 ounces
* Habitat: deserts and grasslands
* Protection: camouflage and hiding behavior
* Life span: 15 years in the wild"
Blindworm,2,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","Amphibious
Glossy skin
Aquatic habitat
Nocturnal
Small body size
Long, slender body
Reduced eyesight
Internal fertilization
Larval stage
Live-bearing
Suction cup-like structures"
Blindworm,3,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","- Amphibious
- Nocturnal
- Slow-moving
- Has a flattened, worm-like body
- Has a row of sharp scales along its back
- Possesses a long, sticky tongue
- Inhales water and sucks in prey
- Lives in burrows
- Native to tropical and subtropical regions
- Can be found in fresh and brackish water
- Prey includes small fish and crustaceans
- Breeds by laying clusters of eggs"
Blindworm,4,"List the features and properties of a Blindworm. Give a plain list, one property per line, no explanations.","* Scaled skin
* No eyelids
* No visible eyes
* Nocturnal
* Viviparous
* Slow metabolism
* Long lifespan
* Burrowing ability
* Solitary
* Herbivorous diet
* Insectivorous diet
* Low reproductive rate"
Boa python,0,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.","Non-venomous
Constrictor
Semi-aquatic
Nocturnal
Oviparous
Long and slender
Smooth scales
Variable coloration
Keeps its skin clean by shedding, or ecdysis
Can grow up to 10 feet in length
Found in tropical regions
Prefers warm and humid environments"
Boa python,1,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.","Non-venomous
Constrictor
Nocturnal
Solitary
Scavenger
Hides in burrows or under logs
Senses prey using heat-sensitive pits
Eats small mammals, birds, other reptiles"
Boa python,2,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.","* Non-venomous
* Constrictor
* Slender body
* Smooth scales
* ambush predator
* Often brown or black in color
* Good climbers
* Typically found in tropical and subtropical regions
* Nocturnal
* Feed on small mammals, birds, and reptiles
* Lay eggs"
Boa python,3,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.","Nonvenomous
Constrictor
Live birth
Nocturnal
Oviparous
Solitary
Adaptive camouflage
Skin shedding"
Boa python,4,"List the features and properties of a Boa python. Give a plain list, one property per line, no explanations.","Non-venomous
Constrictor
Oviparous
Carnivorous
Cold-blooded
Scales
Elapid"
Caiman,0,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.","Swimming
Reptile
Alligator-like
Nasal gland
Amphibious
Crocodylian
Aquatic
Carnivorous
Long snout
Four legs
Scaled skin
Tropical regions"
Caiman,1,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.","- Reptile
- Amphibious
- Carnivorous
- Quadriped
- Scale-covered skin
- Broad, semi-floating head
- Short, stout legs
- Sharp, serrated teeth
- Strong jaws
- Poor eyesight
- Good sense of smell
- Skin can change color
- Lives in tropical climates
- Usually solitary
- Various species, including Spectacled Caiman and Yacare Caiman"
Caiman,2,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.","- Alligatorid
- Widespread across tropical South America
- Typically found in slow-moving water bodies
- Semi-aquatic
- Large, heavy-bodied
- Short, broad snout
- Small ears and eyes
- Serrated teeth
- Coloration ranging from olive-green to black
- Can grow up to 6.7 feet (2 meters) long
- Average weight of 200 to 300 pounds (90 to 135 kilograms)
- Possible to be tamed and kept as pets in some regions
- Diet consists of fish, turtles, birds, and small mammals
- Capable of remaining submerged for extended periods
- Known to bask in the sun to regulate body temperature"
Caiman,3,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.","Alligatorid
Widespread
Pristine species
Sturdy build
Protected species
Scavengers
Indian and Chinese markets
Marbled and spectacled varieties
Crocodilian
Large, sturdy head
Pleistocene period
Aquatic and terrestrial
Eastern Hemisphere"
Caiman,4,"List the features and properties of a Caiman. Give a plain list, one property per line, no explanations.","- Alligatorid
- Widespread in tropical America
- Semi-aquatic
- Carnivorous
- Have a bony head and a muscular body
- Sharp, serrated teeth
- Short, stout legs
- Scales covered with hard enamel
- Known as ""Yacare"" in South America
- Can grow up to 3 meters long
- Typically inhabit slow-moving rivers and lakes
- Lower body is yellow to dark brown
- Upper body is dark gray to black
- Have a broad, rounded snout
- Powerful jaws and bite force"
Chameleon,0,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","- Camouflaged skin
- Color-changing ability
- Diurnal
- Arboreal
- Viviparous
- Keen vision
- Prehensile tail
- Fast movement
- Insectivorous diet
- Tropical and subtropical habitats"
Chameleon,1,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","* Camouflage
* Color change
* Live in trees
* Lay eggs
* Insectivorous diet
* Viviparous
* Long tail
* Flexible skin
* Good eyesight
* Quick reflexes
* Tropical and subtropical regions"
Chameleon,2,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","Camouflage
Chameleon-like color change
Prehensile tail
Toes with adhesive pads
Tongue for catching prey
Camouflage eyespot
eyes on movable turrets
Fast reflexes
Good vision
Nocturnal"
Chameleon,3,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","Camouflage
Chameleons are known for their ability to change color.
They have specialized cells called iridophores that reflect light.
Chameleons have a long, sticky tongue to capture prey.
They can rotate their eyes independently to have a 360-degree field of vision.
Chameleons are arboreal, living in trees and bushes.
They have a prehensile tail for balance and grasping branches.
Chameleons have a distinctive casque on their head.
They can change their skin color to match their surroundings.
Chameleons are found in sub-Saharan Africa.
They are primarily insectivorous, feeding on insects.
Chameleons can change their skin texture to mimic leaves or other elements.
Their color change is influenced by their mood, temperature, and light conditions."
Chameleon,4,"List the features and properties of a Chameleon. Give a plain list, one property per line, no explanations.","- Camouflage
- Changeable colors
- Zygomatic arches
- Smooth scales
- Markings mimicking surroundings
- Prehensile tail
- Excellent vision
- Diet of insects
- Viviparous reproduction
- Native to Africa and parts of Southern Europe"
Chisel,0,"List the features and properties of a Chisel. Give a plain list, one property per line, no explanations.","Tool
Metal
Handle
Blade
Gouge
Scraper
Carving
Engraving
Woodworking
Stone-working
Metal-working
Cutting
Shaping"
Chisel,1,"List the features and properties of a Chisel. Give a plain list, one property per line, no explanations.","- Hand tool
- Made of steel
- Used for carving wood and stone
- Has a sharp cutting edge
- Handle for gripping
- Can be used for detailed work
- Comes in various sizes
- Can be used for both rough and fine work
- May have a wooden or plastic handle
- Can be used to create intricate designs
- Typically weighs between 0.5 to 2 pounds
- Can be used to carve various materials, including wood, stone, and soft metals"
Chisel,2,"List the features and properties of a Chisel. Give a plain list, one property per line, no explanations.","Handle
Wooden or metal handle
Chisel shape
Blade
Cutting edge
Tip
Bevel
Angle"
Chisel,3,"List the features and properties of a Chisel. Give a plain list, one property per line, no explanations.","- Hand tool
- Blade made of steel
- Handle made of wood or plastic
- Used for carving and shaping wood, stone, or other hard materials
- Comes in various shapes and sizes
- Can be used for both fine detail work and larger projects
- Requires skill and practice to use effectively
- Can be sharpened and maintained for long-lasting use
- Available in different materials for specific tasks"
Chisel,4,"List the features and properties of a Chisel. Give a plain list, one property per line, no explanations.","- A chisel is a tool with a sharpened edge at the end of a metal shaft.
- It is used for carving or cutting hard materials like wood, stone, or metal.
- Chisels are typically made of high carbon steel.
- The tip of a chisel is called the cutting edge.
- They come in various shapes and sizes, each designed for specific tasks.
- Chisels may have handles made of wood, plastic, or rubber for a better grip.
- Some chisels have a beveled edge for improved cutting performance.
- They are used in various trades such as carpentry, masonry, and metalwork.
- Chisels require regular sharpening to maintain their cutting efficiency.
- Chisels can be used both manually and with power tools, such as a mallet or a chisel hammer.
- They can be either straight or mortise chisels, depending on their intended use.
- Chisels should be stored in a safe place to protect the cutting edge."
Cobra,0,"List the features and properties of a Cobra. Give a plain list, one property per line, no explanations.","* Venomous
* Elapidae family
* Hooded
* Slender
* Rear-fanged
* Athletic build
* Variable coloration
* Warm-blooded
* Patterns and bands
* Live birth
* Solitary
* Constrictor
* Diurnal
* Keen senses
* Agile
* Nocturnal hunting"
Cobra,1,"List the features and properties of a Cobra. Give a plain list, one property per line, no explanations.","* Elongated and slender body
* Keel-shaped scales
* Smooth scales without visible scales on the underside
* Heat-sensing pits between eyes and nostrils
* Highly-venomous
* Agile and fast-moving
* Solitary creature
* Secretive and elusive
* Diurnal or nocturnal, depending on species
* Eggs are laid in a clutch
* Viviparous in some species
* Diet includes small mammals, birds, lizards, and amphibians
* Prefers warm, humid environments
* Threat display includes spreading hood and hissing"
Cobra,2,"List the features and properties of a Cobra. Give a plain list, one property per line, no explanations.","- Venomous
- Elongated body
- Keel-shaped hood
- Forked tongue
- Hazardous to humans
- Solitary
- Diurnal
- Rattlesnake-like rattle in some species
- Small eyes
- Prefers warm habitats"
Cobra,3,"List the features and properties of a Cobra. Give a plain list, one property per line, no explanations.","Reptile
Snake
Venomous
Elapidae family
Oviparous
Eats rodents, birds, lizards, frogs, and other snakes
Solitary
Keeps body coiled in a 'hood' when threatened
Found in warm climates
Nocturnal"
Cobra,4,"List the features and properties of a Cobra. Give a plain list, one property per line, no explanations.","* Venomous
* Elapid
* Rattle
* Grasping fangs
* Smooth, glossy scales
* Heat-sensitive pits
* Solitary
* Arched back
* Camouflage coloration
* Threat display
* Swift and agile
* Hooded
* Highly venomous"
Crocodile,0,"List the features and properties of a Crocodile. Give a plain list, one property per line, no explanations.","Nasal cavity
Skin scales
Four legs
Nocturnal
Eyes on top of its head
Webbed feet
Carnivorous diet"
Crocodile,1,"List the features and properties of a Crocodile. Give a plain list, one property per line, no explanations.","- Reptile
- Cruel
- Aquatic
- Pouched
- Scaly
- Carnivore
- Opportunistic feeder
- Threatened species in some areas
- Lives in tropical and subtropical climates
- Large, powerful jaws
- Excellent swimmers
- Can hold their breath for long periods
- Live in rivers, lakes, and marshes
- Have a long, narrow snout
- Nocturnal or crepuscular
- Lay eggs"
Crocodile,2,"List the features and properties of a Crocodile. Give a plain list, one property per line, no explanations.","- Reptile
- Animal
- Mammal
- Crocodilia order
- Crocodylia superorder
- Aquatic, semi-aquatic
- Amphibious
- Bony or cartilaginous plates on the skin
- Sharp teeth
- Powerful jaws
- Good swimmers
- Burrowers
- Solitary animals
- Opportunistic predators
- Feed on fish, mammals, birds, other reptiles
- Lay eggs
- Tropical and subtropical climates
- Estuaries, rivers, lakes, and marshes habitats
- Can stay submerged for hours
- Poor eyesight, rely on sense of smell and hearing
- Average lifespan of 70 years in the wild"
Crocodile,3,"List the features and properties of a Crocodile. Give a plain list, one property per line, no explanations.","Reptile
Crocodylomorph
Crocodylia
Crocodylidae
Freshwater habitat
Long snout
Strong jaws and teeth
Good swimmers
Poor climbers
 ambush predators
Detrivores and scavengers
Highly sensitive hearing"
Crocodile,4,"List the features and properties of a Crocodile. Give a plain list, one property per line, no explanations.","- Skin covered in thick scales
- Wide, V-shaped snout
- Powerful jaws
- Strong, agile bodies
- Live near water sources
- Mostly carnivorous diet
- Good swimmers
- Can hold their breath for long periods
- Lay eggs"
Dinosaur,0,"List the features and properties of a Dinosaur. Give a plain list, one property per line, no explanations.","Reptilian skin
Vertebrates
Egg layers
Warm-blooded
Large size
Long tails
Bipedal or quadrupedal
Hollow bones
Saurischian or Ornithischian hips
Beaks or teeth
Herbivorous or carnivorous diet
Primitive lungs and diaphragms
Three chambers in the heart
Scaly skin
Large heads
Extinct species"
Dinosaur,1,"List the features and properties of a Dinosaur. Give a plain list, one property per line, no explanations.","- Backbone
- Scales
- Four limbs
- Heterodont teeth
- Warm-blooded
- Large size
- Long tails
- Herbivorous or carnivorous diet
- Reptilian eggs
- Endothermy
- Bipedal or quadrupedal locomotion
- Extinct species"
Dinosaur,2,"List the features and properties of a Dinosaur. Give a plain list, one property per line, no explanations.","* Reptilian
* Endothermic
* Heterodont
* Herbivorous, Carnivorous, and Omnivorous
* Large size
* Bipedal or Quadrupedal
* Long, powerful tails
* Scales and skin
* A beak or sharp teeth
* Various types of teeth adapted for different diets
* Club-like tails in some species
* Often had feathers or feather-like structures
* Large, powerful limbs
* Various forms of defensive structures, such as spikes or plates
* Many species lived during the Mesozoic Era
* Some species were able to swim
* Intelligent, with some species showing evidence of social behavior and care for their young
* Various sizes, ranging from small to huge creatures"
Dinosaur,3,"List the features and properties of a Dinosaur. Give a plain list, one property per line, no explanations.","Reptilian skin
Vertebrate
Large size
Long tails
Bony plates
Saurischian or ornithischian hips
Four limbs
Warm-blooded
Large teeth
Egg layers"
Dinosaur,4,"List the features and properties of a Dinosaur. Give a plain list, one property per line, no explanations.","Reptilian skin
Saurian scales
Endothermic metabolism
Large size
Long tails
Strong limbs
Carnivorous diet
Hollow bones
Rear-facing pelvis
Bipedal locomotion
Ankylosed teeth
Arched vertebrae"
Gecko,0,"List the features and properties of a Gecko. Give a plain list, one property per line, no explanations.","- Lizard
- Arachnid-like limbs
- Camouflage
- Sticky toes
- Diurnal
- Tropical and subtropical climates
- Prey on insects
- Small size
- Colorful
- Excellent vision
- Fast and agile
- Lifespan of about 2-5 years in the wild
- Herbivorous diet"
Gecko,1,"List the features and properties of a Gecko. Give a plain list, one property per line, no explanations.","- Lizard
- Reptile
- Arachnid predator
- Good climbers
- Web feet
- Nocturnal
- Tropical and subtropical regions
- Small size
- Thin limbs
- Colorful skin
- Prehensile tail
- Diurnal
- Omnivorous diet
- Fast runners
- Camouflage
- Sharp claws"
Gecko,2,"List the features and properties of a Gecko. Give a plain list, one property per line, no explanations.","- Lizard
- Arachnid-like feet
- Camouflage
- Web-spinning ability
- Prehensile tail
- Viviparous
- Tropical and subtropical environments
- Insectivorous diet
- Mimicry of other species
- Quick and agile
- Brightly colored"
Gecko,3,"List the features and properties of a Gecko. Give a plain list, one property per line, no explanations.","Lizard
Reptile
Arachnid predator
Web silk producers
Four legs
Nocturnal
Eyesight poor
Highly territorial
Scorpion and spider egg predator
Skin can change color"
Gecko,4,"List the features and properties of a Gecko. Give a plain list, one property per line, no explanations.","- Arachnid
- Has eight legs
- Two main body parts: cephalothorax and abdomen
- Has two pairs of eyes
- Colorful skin
- Camouflage abilities
- Can climb walls
- Excellent jumpers
- Feed on insects
- Commonly found in tropical areas
- Short lifespan"
Grinding disk,0,"List the features and properties of a Grinding disk. Give a plain list, one property per line, no explanations.","Abrasive material
Rotation speed
Diameter
Thickness
Hole size
Arbor size
Aggressiveness
Material type
Grain size
Bond type
Grade"
Grinding disk,1,"List the features and properties of a Grinding disk. Give a plain list, one property per line, no explanations.","Abrasive material
Diameter
Thickness
Hole size
Arbor size
Material (such as steel or ceramic)
Grit size
Grade
Type (such as flap disc, depressed center, or type 27)
Usage (such as for metal, wood, or plastic)"
Grinding disk,2,"List the features and properties of a Grinding disk. Give a plain list, one property per line, no explanations.","Abrasive material
Diameter
Bore size
Arbor hole
Grain type
Grain size
Grade
Grit
Material
Type (e.g., coated, bonded, resin, metal)
Shape (e.g., disk, flap, belt)
Purpose (e.g., cutting, grinding, polishing)"
Grinding disk,3,"List the features and properties of a Grinding disk. Give a plain list, one property per line, no explanations.","Abrasive material
Diameter
Thickness
Hole size
Arbor size
Material
Grade
Coated or bonded
Type (e.g., silicon carbide, aluminum oxide)"
Grinding disk,4,"List the features and properties of a Grinding disk. Give a plain list, one property per line, no explanations.","Diameter
Thickness
Material
Grit size
Grade
Arbor size
Holes
Type (e.g., angle, flap, turbo)
Coated or uncoated
Bond type
Application (e.g., metal, wood, concrete)"
Hammer,0,"List the features and properties of a Hammer. Give a plain list, one property per line, no explanations.","Head
Weight
Handle
Shape
Material
Steel
Head shape
Wedge
Length
Weight distribution
Balance point
Grip
Size"
Hammer,1,"List the features and properties of a Hammer. Give a plain list, one property per line, no explanations.","Head
Handle
Weight
Shape
Material
Size
Grip
Head type
Face
Pneumatic or non-pneumatic handle
Length
Width
Height
Weight distribution
Balance point
Force applied"
Hammer,2,"List the features and properties of a Hammer. Give a plain list, one property per line, no explanations.","Head
Handle
Weight
Shape
Material
Size
Type (e.g., claw, sledgehammer)
Balance
Design
Purpose (e.g., construction, demolition)"
Hammer,3,"List the features and properties of a Hammer. Give a plain list, one property per line, no explanations.","Head
Handle
Weight
Grip
Material
Shape
Size
Type"
Hammer,4,"List the features and properties of a Hammer. Give a plain list, one property per line, no explanations.","Head
Handle
Weight
Shape
Material
Length
Grip
Size
Type
Purpose"
Knife,0,"List the features and properties of a Knife. Give a plain list, one property per line, no explanations.","Blade
Handle
Sharpening edge
Cutting surface
Thickness
Length
Material
Type (e.g., chef's knife, paring knife)
Purpose"
Knife,1,"List the features and properties of a Knife. Give a plain list, one property per line, no explanations.","Blade
Handle
Sharpened edge
Pointed tip
Length
Width
Material
Edge type (serrated, straight, etc.)
Weight"
Knife,2,"List the features and properties of a Knife. Give a plain list, one property per line, no explanations.","Blade
Handle
Edge
Tip
Grip
Sharpness
Material
Weight
Length
Purpose
Design"
Knife,3,"List the features and properties of a Knife. Give a plain list, one property per line, no explanations.","Blade
Handle
Sharpened edge
Cutting surface
Grip
Material (steel, ceramic, etc.)
Shape (e.g., straight, serrated)
Length
Weight
Type (e.g., chef's knife, paring knife)"
Knife,4,"List the features and properties of a Knife. Give a plain list, one property per line, no explanations.","Blade
Handle
Sharpness
Edge
Material
Purpose
Size
Type"
Lawn Mower,0,"List the features and properties of a Lawn Mower. Give a plain list, one property per line, no explanations.","Engine Type
Blade Size
Fuel Type
Cutting Height Adjustment
Wheels/Tracks
Handle Type
Weight
Noise Level
Bagging Capability
Discharge System
Mulching Capability
Steering Mechanism
Motor Horsepower"
Lawn Mower,1,"List the features and properties of a Lawn Mower. Give a plain list, one property per line, no explanations.","Engine type
Cutting width
Cutting height adjustment
Fuel type
Blade material
Wheels
Handle design
Noise level
Weight
Bagging capacity
Discharge chute
Safety features
Brand"
Lawn Mower,2,"List the features and properties of a Lawn Mower. Give a plain list, one property per line, no explanations.","Cutting width
Wheel size
Power source
Blade type
Handle type
Height adjustment
Storage capacity
Fuel type
Noise level
Weight
Safety features"
Lawn Mower,3,"List the features and properties of a Lawn Mower. Give a plain list, one property per line, no explanations.","Engine Type
Blade Configuration
Fuel Type
Cutting Width
Adjustable Cutting Heights
Wheeled Design
Handle Design
Collector Bag
Safety Features"
Lawn Mower,4,"List the features and properties of a Lawn Mower. Give a plain list, one property per line, no explanations.","Handle
Blade
Engine
Fuel tank
Wheels
Steering mechanism
Height adjustment
Cutting width
Collection bag
Safety guard
Noise level
Weight"
Lizard,0,"List the features and properties of a Lizard. Give a plain list, one property per line, no explanations.","- Reptile
- Cold-blooded
- Scaly skin
- Four legs
- Long tail
- Tongue for catching prey
- Eyes on the side of the head
- Camouflage
- Nocturnal
- Bite force up to 125 psi
- Wide range of sizes
- Varied diet including insects, small mammals, and plants
- Good at climbing
- Can shed their tails as a defense mechanism (some species)"
Lizard,1,"List the features and properties of a Lizard. Give a plain list, one property per line, no explanations.","Reptile
Amphibious
Scaled skin
Four legs
Long tail
Small eyes
Cold-blooded
Hides during the day"
Lizard,2,"List the features and properties of a Lizard. Give a plain list, one property per line, no explanations.","- Reptile
- Squamate
- Diapsid
- Ectothermic
- Scaly skin
- Nocturnal or diurnal
- Amphibious
- Long, slender body
- Lateral compression
- Legs with claws
- Prehensile tail
- Sharp claws
- Keen sense of smell
- Eyes adapted for vision in low light
- Camouflage
- Varied diet
- High metabolism
- Rapid growth
- External ear openings
- Nocturnal predators hunt in the dark
- Some species can detach their tails to escape predators
- Viviparous or oviparous
- Coloration can range from green to brown to black
- Some species have specialized frills or spines
- Lizards can change body color to camouflage or communicate
- Many species can autotomize (shed) their tails
- Some lizards have temperature-sensitive behavior
- Lifespan varies widely among species, from a few years to over 20 years for some iguanas."
Lizard,3,"List the features and properties of a Lizard. Give a plain list, one property per line, no explanations.","* Reptile
* Squamata order
* Lizards suborder
* Amniotic egg
* Scaly skin
* Four legs (some lose them over time)
* Sharp claws
* Sharp teeth
* Excellent camouflage
* Excellent climbers
* Vision in color
* Species include geckos, chameleons, iguanas, and skinks
* Breathe air
* Have a three-chambered heart
* Can regulate body temperature, either by basking in the sun or by going into the shade (ectothermic)
* Predators include birds, mammals, and other reptiles
* Prey on insects, other small animals, and plants
* Lifespan varies widely among species, from a few years to over 20 years in captivity"
Lizard,4,"List the features and properties of a Lizard. Give a plain list, one property per line, no explanations.","Reptile
Amphibious
Cold-blooded
Scaled skin
Tetrapod
Limbless forms
Carnivorous diet
Good vision
Earless
Bipedal locomotion"
Nail,0,"List the features and properties of a Nail. Give a plain list, one property per line, no explanations.","Hard
Oval or round shape
Usually made of a durable material
Can be painted or decorated
Used for manicures and pedicures
Come in various sizes
Have a flat or slightly curved surface
Can be natural or artificial
Support nails' growth and protection"
Nail,1,"List the features and properties of a Nail. Give a plain list, one property per line, no explanations.","Hard
Oval shape
Strong
Flexible
Varied sizes
Various colors
Used for grooming
Manicured appearance
Nail care
Healthy nails"
Nail,2,"List the features and properties of a Nail. Give a plain list, one property per line, no explanations.","Hard
Strong
Resilient
Durable
Variable length
Used for grooming
Can be painted"
Nail,3,"List the features and properties of a Nail. Give a plain list, one property per line, no explanations.","- Hard
- Solid
- Opaque
- Organic
- Keratin-based
- Variable shapes and sizes
- Typically found on fingers and toes
- Grow from nail beds
- Protect fingertip/toe tip
- Can be painted or decorated
- Can break, split, or chip
- Can be trimmed or filed
- Can indicate health issues when problems arise"
Nail,4,"List the features and properties of a Nail. Give a plain list, one property per line, no explanations.","Hard
Solid
Mineral
Composed of keratin
Found on fingers and toes
Can have various colors and designs
Can split or break
Can be shaped and trimmed
Can be bitten or picked at
Can be strengthened and conditioned
Can be painted or varnished"
Oil can,0,"List the features and properties of a Oil can. Give a plain list, one property per line, no explanations.","Oil can
Metal body
Handle
Spout
Measuring marks
Capacity for varying amounts of oil
Durable"
Oil can,1,"List the features and properties of a Oil can. Give a plain list, one property per line, no explanations.","Oil can
container
metal
spout
handle
refillable
liquid storage
sealing lid"
Oil can,2,"List the features and properties of a Oil can. Give a plain list, one property per line, no explanations.","Oil can
Metal
Round
Has a spout
Used for storage of oil
Has a handle
Usually cylindrical"
Oil can,3,"List the features and properties of a Oil can. Give a plain list, one property per line, no explanations.","Spout
Handle
Cap
Sealing
Measure oil level
Material: Plastic or Metal
Color: Various"
Oil can,4,"List the features and properties of a Oil can. Give a plain list, one property per line, no explanations.","Oil can
Metal
Container
For storing and dispensing oil
Has a spout
Often has a handle for easier carrying
May have measurements marked inside"
