input,prompt,response
legs|Lizard,,False
large eyes|Chisel,,False
sharp claws|Boa python,,False
noise level|Shovel,,False
magnetic tip|Lawn Mower,,False
amphibious|Boa python,,False
herbivorous diet|Alligator,,False
heat-sensing pits|Caiman,,True
balance point|Lawn Mower,,False
magnetic tip|Paint brush,,False
slimy skin|Crocodile,,False
amphibian|Screwdriver,,False
noise level|Gecko,,False
grip type|Grinding disk,,True
poikilothermic|Turtle,,False
strong sense of smell|Axe,,False
no external ear|Crocodile,,False
durability|Vacuum,,True
forked tongue|Axe,,False
no external ears|Crocodile,,False
carnivorous or omnivorous diet|Chameleon,,False
small brain|Boa python,,False
bipedal or quadrupedal locomotion|Tortoise,,False
beak|Lizard,,False
elongated body|Blindworm,,False
small size|Axe,,False
carnivorous|Lizard,,False
strong neck muscles|Hammer,,False
good night vision|Paint brush,,False
slow movement|Anvil,,False
no external ear or eyelids|Paint brush,,False
color|Nail,,False
grip type|Screwdriver,,True
motor|Dinosaur,,False
herbivorous or carnivorous diet|Chisel,,False
material finish|Anvil,,False
excellent night vision|Lawn Mower,,False
nocturnal|Axe,,False
wide-set eyes|Knife,,False
strong sense of smell|Shovel,,False
powerful legs|Shovel,,False
magnetic tip|Screwdriver,,False
strong sense of smell|Salamander,,False
strong neck|Shovel,,False
material durability|Shovel,,True
excellent eyesight|Lizard,,False
flexibility|Tortoise,,False
strong jaws|Chisel,,False
anti-vibration handle|Chisel,,False
handle or grip|Alligator,,True
strength|Screwdriver,,False
no ribs|Boa python,,False
shell|Dinosaur,,False
blade sharpness|Saw,,True
price|Cobra,,False
long handle|Screwdriver,,False
carnivorous or omnivorous diet|Grinding disk,,False
omnivorous diet|Spanner,,False
prehensile tail|Saw,,False
no external ears|Spanner,,False
ferrule|Spanner,,False
anti-vibration handle|Nail,,False
ectothermic|Chameleon,,False
circulatory system|Axe,,False
no eyelids|Alligator,,False
amphibian|Dinosaur,,False
aquatic habitat|Axe,,False
speed control|Turtle,,False
beak|Crocodile,,False
reptilian|Screwdriver,,False
strong tail|Hammer,,False
strong neck muscles|Crocodile,,False
hardness|Blindworm,,False
beak|Chisel,,False
"moist, smooth skin|Knife",,False
beak|Shovel,,False
edge retention|Spanner,,False
reptilian|Boa python,,False
camouflage coloration|Paint brush,,False
texture|Vacuum,,False
adjustable handle|Vacuum,,False
insectivorous diet|Vacuum,,False
blade length|Shovel,,False
weight distribution|Dinosaur,,False
highly efficient respiratory system|Dinosaur,,False
excellent eyesight|Axe,,False
brand|Saw,,False
four limbs|Nail,,False
cutting edge|Oil can,,False
beak|Vacuum,,False
short lifespan|Turtle,,False
elongated body shape|Dinosaur,,True
large eyes|Vacuum,,False
guard|Hammer,,False
no external ears|Oil can,,False
insulation|Dinosaur,,False
venomous fangs|Chameleon,,False
found in central and south america|Hammer,,False
adjustable handle|Alligator,,False
camouflage|Knife,,False
no legs|Cobra,,True
material hardness|Caiman,,False
durability|Knife,,True
highly adaptable|Toad,,False
good night vision|Alligator,,False
grip|Salamander,,False
tip shape|Salamander,,False
head shape|Saw,,False
material|Gecko,,False
viviparous reproduction|Grinding disk,,False
brand|Shovel,,False
shape|Knife,,False
handle or grip|Paint brush,,True
reptilian|Grinding disk,,False
brand|Blindworm,,False
venomous fangs|Blindworm,,False
bipedal or quadrupedal locomotion|Shovel,,False
head|Hammer,,False
oviparous|Boa python,,False
small brain|Lizard,,False
color|Cobra,,False
insulation|Crocodile,,False
variable coloration|Chisel,,False
slow movement|Salamander,,False
strong jaws|Boa python,,False
carnivorous or omnivorous diet|Toad,,False
thick skin|Grinding disk,,False
short legs|Gecko,,False
good sense of smell|Lawn Mower,,False
lay eggs|Knife,,False
blade shape|Nail,,False
long lifespan|Toad,,False
head shape|Crocodile,,False
no external ear|Blindworm,,False
grip type|Oil can,,False
material durability|Dinosaur,,False
no external nose|Blindworm,,False
small brain-to-body mass ratio|Cobra,,False
elongated body shape|Gecko,,True
large reptile|Axe,,False
powerful tail|Shovel,,False
blade shape|Hammer,,False
tip|Turtle,,False
beak|Salamander,,False
circulatory system|Salamander,,False
moist skin|Blindworm,,False
nocturnal|Grinding disk,,False
legs|Grinding disk,,False
circulatory system|Caiman,,False
no external eyelids|Grinding disk,,False
ergonomic grip|Chisel,,False
angle|Toad,,False
maintenance requirements|Screwdriver,,False
safety guard|Chameleon,,False
ectothermic|Gecko,,False
adaptability|Crocodile,,False
available in various sizes and shapes|Shovel,,True
powerful tail|Axe,,False
highly adaptable|Oil can,,False
price|Saw,,False
moist skin|Screwdriver,,False
anti-slip grip|Shovel,,False
social behavior (some species)|Nail,,False
armored plates|Boa python,,False
reptilian skin|Shovel,,False
handle|Alligator,,False
tip|Vacuum,,False
anti-vibration handle|Grinding disk,,False
omnivorous diet in some species|Dinosaur,,True
guard|Turtle,,False
carnivorous|Hammer,,False
no external ear|Boa python,,False
hibernation ability|Screwdriver,,False
grip type|Lawn Mower,,False
omnivorous diet|Knife,,False
large size|Lizard,,False
strong neck|Toad,,False
can be manual or powered|Anvil,,False
burrowing behavior|Cobra,,False
tail|Paint brush,,False
large size|Caiman,,False
non-venomous|Blindworm,,False
heat-sensing pits|Crocodile,,True
hardness|Lawn Mower,,True
large reptile|Dinosaur,,True
nocturnal vision|Alligator,,False
adaptability|Knife,,False
live in water and on land|Boa python,,False
powerful legs|Hammer,,False
insulation|Lizard,,False
oviparous|Oil can,,False
tip|Gecko,,False
nocturnal behavior|Chisel,,False
moist skin|Alligator,,False
poor eyesight|Nail,,False
social behavior (some species)|Vacuum,,False
respiratory system|Grinding disk,,False
noise level|Knife,,False
camouflage skin|Salamander,,False
strong muscles|Anvil,,False
carnivorous|Anvil,,False
shell|Crocodile,,False
excellent hearing|Dinosaur,,False
gouge|Nail,,False
small eyes|Vacuum,,False
safety features|Axe,,False
respiratory system|Lawn Mower,,False
blade sharpness|Oil can,,False
no external ear openings|Cobra,,False
ergonomic design|Caiman,,False
prehensile tail|Hammer,,False
omnivorous diet in some species|Crocodile,,True
weight|Lawn Mower,,True
ferrule|Lawn Mower,,False
strong neck|Crocodile,,False
head size|Gecko,,False
speed control|Dinosaur,,False
head shape|Lawn Mower,,False
powerful tail|Crocodile,,False
no ribs|Spanner,,False
thick skin|Shovel,,False
balance|Grinding disk,,False
no external ears or eyelids|Blindworm,,True
powerful legs|Spanner,,False
motor|Shovel,,False
strong tail|Boa python,,False
social behavior in some species|Tortoise,,False
small brain|Snake,,False
vertebrae|Chameleon,,False
reptile|Lizard,,True
nocturnal vision|Cobra,,False
aquatic habitat|Nail,,False
sharpness|Shovel,,False
anti-slip grip|Nail,,False
no vocal cords|Gecko,,False
balance|Vacuum,,False
head shape|Snake,,False
reptilian skin|Lawn Mower,,False
grip|Screwdriver,,False
oviparous|Hammer,,False
heat-sensing pits|Saw,,False
insulation|Snake,,False
strong muscles|Cobra,,False
gouge|Vacuum,,False
texture|Saw,,False
active at night|Vacuum,,False
edge retention|Hammer,,False
balance|Knife,,False
herbivorous diet|Axe,,False
no limbs|Alligator,,True
head|Vacuum,,False
found in various habitats worldwide|Chisel,,False
arboreal lifestyle|Gecko,,False
variable coloration|Anvil,,False
sharp teeth|Hammer,,False
poor eyesight|Screwdriver,,False
small to medium size|Lizard,,False
ferrule|Caiman,,False
nocturnal vision|Snake,,False
head shape|Salamander,,False
slow movement|Toad,,False
angle|Knife,,False
motor|Boa python,,False
omnivorous diet|Snake,,False
small eyes|Saw,,False
no external ear|Chisel,,False
good eyesight|Blindworm,,False
size|Blindworm,,False
no tail|Cobra,,False
insulated handle|Blindworm,,False
